question,answer
"Черёмухино расположено в 29 км на з. от Калининграда и в 3 км к северо-востоку от Приморска.","Черёмухино расположено в 29 километрах на запад от Калининграда и в 3 километрах к северо-востоку от Приморска."
"Расположен на Бахмут-Торецкой возвышенности Донецкого кряжа на реке Бахмут, в 89 км к северо-востоку от Донецка.","Расположен на Бахмут-Торецкой возвышенности Донецкого кряжа на реке Бахмут, в 89 километрах к северо-востоку от Донецка."
"Склоны котловины высотой до 12 м, преимущественно пологие, покрытые лесом, местами распаханные.","Склоны котловины высотой до 12 метров, преимущественно пологие, покрытые лесом, местами распаханные."
"Литоральная зона шириной до 100 м, покрытая песком, переходит в хорошо выраженный сублиторальный склон, выстеленный заиленным песком и илом.","Литоральная зона шириной до 100 метров, покрытая песком, переходит в хорошо выраженный сублиторальный склон, выстеленный заиленным песком и илом."
"В двух км от платформы находится д. Красные Орлы.","В двух километрах от платформы находится деревня Красные Орлы."
"Задержка спуска 5-13 с.","Задержка спуска 5-13 секунд."
"Встроенный экспонометр с питанием от одного элемента 1,5 В (A76, SR44, LR44).","Встроенный экспонометр с питанием от одного элемента 1,5 Вольта (A76, SR44, LR44)."
"Как правило, шир. пояска осаднения не превышает одного-двух мм.","Как правило, ширина пояска осаднения не превышает одного-двух миллиметров."
"Осаднение краёв может также сопровождать раны, полученные при холостых выстрелах из гладкоствольного оружия в результате попадания в тело пыжа (на расстояниях не более двух-трёх м).","Осаднение краёв может также сопровождать раны, полученные при холостых выстрелах из гладкоствольного оружия в результате попадания в тело пыжа (на расстояниях не более двух-трёх метров)."
"Армия обороняла фронт протяжённостью 550 км и контролировала побережье Кольского полуострова с длиной береговой линии ок. 300 км.","Армия обороняла фронт протяжённостью 550 километров и контролировала побережье Кольского полуострова с длиной береговой линии около 300 километров."
"Затем был достаточно б. пробел (240 км) в построении армии на границе, в глубине, во втором эшелоне, в треугольнике Мурманск — Мончегорск — Кировск заняла оборону 52-я стрелковая дивизия.","Затем был достаточно большой пробел (240 километров) в построении армии на границе, в глубине, во втором эшелоне, в треугольнике Мурманск — Мончегорск — Кировск заняла оборону 52-я стрелковая дивизия."
"За 104 дня боёв продвижение составило не более 30-60 км.","За 104 дня боёв продвижение составило не более 30-60 километров."
"Тем не менее через две недели дорога была разблокирована, хотя противник нанёс удар с фронта, вынудив советские войска оставить позиции и закрепиться в четырёх км восточней Алакуртти, где линия фронта стабилизировалась до 1944 года.","Тем не менее через две недели дорога была разблокирована, хотя противник нанёс удар с фронта, вынудив советские войска оставить позиции и закрепиться в четырёх километрах восточней Алакуртти, где линия фронта стабилизировалась до 1944 года."
"Максимальное продвижение составило ок. 95 км.","Максимальное продвижение составило около 95 километров."
"Бои на этом участке продолжались вплоть до ноября, вражеским войскам удалось взять Кестеньгу и продвинуться от неё на в. ещё на приблизительно 30 км, где к 11 ноября линия фронта стабилизировалась в 40 км западнее Лоухи.","Бои на этом участке продолжались вплоть до ноября, вражеским войскам удалось взять Кестеньгу и продвинуться от неё на восток ещё на приблизительно 30 километров, где к 11 ноября линия фронта стабилизировалась в 40 километрах западнее Лоухи."
"С 27.04.1942 войска армии перешли в наступление и на мурманском направлении, на рубеже реки зап. Лица, войска 10-й гвардейской стрелковой дивизии продвинувшись на неск. км, смогли выйти во фланг вражеской группировки на плацдарме, однако уже с 05.05.1942 вновь заняли прежние рубежи за редкими частными исключениями.","С 27.04.1942 войска армии перешли в наступление и на мурманском направлении, на рубеже реки Западная Лица, войска 10-й гвардейской стрелковой дивизии продвинувшись на несколько километров, смогли выйти во фланг вражеской группировки на плацдарме, однако уже с 05.05.1942 вновь заняли прежние рубежи за редкими частными исключениями."
"Перед нами на фронте длиной 90 км тянулись надолбы и противотанковые рвы, густые минные поля и проволочные заграждения.","Перед нами на фронте длиной 90 километров тянулись надолбы и противотанковые рвы, густые минные поля и проволочные заграждения."
"На летней Олимпиаде 1976 года в Монреале выступал в беге на 200 и 400 м и эстафете 4×400 м.","На летней Олимпиаде 1976 года в Монреале выступал в беге на 200 и 400 метров и эстафете 4×400 метров."
"На Олимпийских играх 1984 года в Лос-Анджелесе Митчелл выступал в эстафете 4×400 м.","На Олимпийских играх 1984 года в Лос-Анджелесе Митчелл выступал в эстафете 4×400 метров."
"дл. улицы Микеля составляет 229 м.","Длина улицы Микеля составляет 229 метров."
"Находится на расстоянии примерно 9 км по прямой на северо-восток от районного центра поселка Тонкино.","Находится на расстоянии примерно 9 километров по прямой на северо-восток от районного центра поселка Тонкино."
"напр., хранящийся в Нью-Йорке (Метрополитен-музей) экз. весит ок. 12 кг, причём это вес лишь самой кирасы без массивных наплечников, а также защиты рук и ног.","Например, хранящийся в Нью-Йорке (Метрополитен-музей) экземпляр весит около 12 килограммов, причём это вес лишь самой кирасы без массивных наплечников, а также защиты рук и ног."
"Отсутствующие элементы могли увеличить вес комплекта до 20—25 кг, что соответствовало весу кольчужного европейского доспеха.","Отсутствующие элементы могли увеличить вес комплекта до 20—25 килограммов, что соответствовало весу кольчужного европейского доспеха."
"Сардоба имеет общую пл. 5625 квадратных м.","Сардоба имеет общую площадь 5625 квадратных метров."
"архитект. пам. был построен в виде круга диаметром 27 м, высотой 8 м и длиной 5 м перед входом, с крыльцом высотой 3 м.","Архитектурный памятник был построен в виде круга диаметром 27 метров, высотой 8 метров и длиной 5 метров перед входом, с крыльцом высотой 3 метра."
"Входные ворота имеют ширину 3 м и высоту 2,8 м.","Входные ворота имеют ширину 3 метра и высоту 2,8 метров."
"Его глубина составляла 10-15 м, а диаметр-12-16 м.","Его глубина составляла 10-15 метров, а диаметр-12-16 метров."
"В то время как толщина его стены составляет 1,5 м в нижней части, она становится тоньше кверху, а в самой верхней части её толщина приобретает вид одного кирпича.","В то время как толщина его стены составляет 1,5 метра в нижней части, она становится тоньше кверху, а в самой верхней части её толщина приобретает вид одного кирпича."
"Купол сооружения имеет внутр. диаметр 15 м и высоту 12 м.","Купол сооружения имеет внутренний диаметр 15 метров и высоту 12 метров."
"Волны приходили с направления 300° с периодичностью 11—13 с и высотой до 8 футов (2,4 м).","Волны приходили с направления 300° с периодичностью 11—13 секунд и высотой до 8 футов (2,4 м)."
"Точно неизвестно, какие были волны в океане в момент и месте происшествия, но маловероятно, что они отличались от тех, что были у находящегося в 105 милях западнее судна — направление 300°, периодичность 11—13 с, выс. 8 футов (2,4 м); ветер у поверхности воды был юго-западный 11 узлов (6 м/с).","Точно неизвестно, какие были волны в океане в момент и месте происшествия, но маловероятно, что они отличались от тех, что были у находящегося в 105 милях западнее судна — направление 300°, периодичность 11—13 секунд, высота 8 футов (2,4 м); ветер у поверхности воды был юго-западный 11 узлов (6 м/с)."
"с. находится в северо-восточной части Пензенской области, в подзоне северной лесостепи, в пределах западного склона Приволжской возвышенности, на берегах реки Вичкилейки, на расстоянии примерно 20 км (по прямой) к юго-юго-западу от города Никольска, административного центра района.","Село находится в северо-восточной части Пензенской области, в подзоне северной лесостепи, в пределах западного склона Приволжской возвышенности, на берегах реки Вичкилейки, на расстоянии примерно 20 километров (по прямой) к юго-юго-западу от города Никольска, административного центра района."
"Музыку к фильму написал номинант на «Оскар» Джеймс Н Ховард.","Музыку к фильму написал номинант на «Оскар» Джеймс Ньютон Ховард."
"Первоначально карман создается в конъюнктиве и Теноновой капсуле и раны обрабатывают в течение времени от нескольких с до нескольких минут пропитанной губкой митомицином С (MMC, 0,5—0,2 мг/мл) или 5-фторурацилом (5-ФУ, 50 мг/мл).","Первоначально карман создается в конъюнктиве и Теноновой капсуле и раны обрабатывают в течение времени от нескольких секунд до нескольких минут пропитанной губкой митомицином С (MMC, 0,5—0,2 мг/мл) или 5-фторурацилом (5-ФУ, 50 мг/мл)."
"Устье реки находится на высоте 79 м над уровнем моря у села Камыши в озере Долгое, из прилегающих к которому болот вытекает речка Горькая (приток Тобола).","Устье реки находится на высоте 79 метров над уровнем моря у села Камыши в озере Долгое, из прилегающих к которому болот вытекает речка Горькая (приток Тобола)."
"Годовое кол-во атмосферных осадков составляет ок. 646 мм, из которых большая ч. (ок. 70 %) выпадает в тёплый период.","Годовое количество атмосферных осадков составляет около 646 миллиметров, из которых большая часть (около 70 %) выпадает в тёплый период."
"Располагается на высоте 86,8 м над уровнем моря.","Располагается на высоте 86,8 метров над уровнем моря."
"Форма озера лопастная, продолговатая: оно более чем на четыре км вытянуто с северо-запада на юго-восток.","Форма озера лопастная, продолговатая: оно более чем на четыре километра вытянуто с северо-запада на юго-восток."
"Были также «Нэсмит» — вполне профессиональный телескоп системы Нэсмита, «Ньютончик» — телескоп системы Н, «Кастрюля» — телескоп для широкоугольной фотосъемки звездного неба.","Были также «Нэсмит» — вполне профессиональный телескоп системы Нэсмита, «Ньютончик» — телескоп системы Ньютона, «Кастрюля» — телескоп для широкоугольной фотосъемки звездного неба."
"Улица Мю́нди (эст. Mündi tänav — Монетная) — короткая (63 м) улица в историческом районе Старый город Таллина (Эстония), ведёт с Ратушной площади на улицу Пикк.","Улица Мю́нди (эст. Mündi tänav — Монетная) — короткая (63 метра) улица в историческом районе Старый город Таллина (Эстония), ведёт с Ратушной площади на улицу Пикк."
"д. расположена в левобережной части Осинского городского округа на расстоянии примерно 20 км по прямой на юго-запад от города Оса.","Деревня расположена в левобережной части Осинского городского округа на расстоянии примерно 20 километров по прямой на юго-запад от города Оса."
"заключ., пятый этап с дистанцией 98 км проходил в столице Румынии — Бухаресте.","Заключительный, пятый этап с дистанцией 98 километров проходил в столице Румынии — Бухаресте."
"На новом предприятии была построена плотина высотой ок. трёх м, способная пропускать барки с продукцией, листокатальная фабрика с четырьмя молотами, резным и листопрокатным станами, приводимыми в движение водяными колёсами и турбиной.","На новом предприятии была построена плотина высотой около трёх метров, способная пропускать барки с продукцией, листокатальная фабрика с четырьмя молотами, резным и листопрокатным станами, приводимыми в движение водяными колёсами и турбиной."
"д. находится в северо-восточной части области, в подзоне южной тайги, на левом берегу реки Павловки, к северу от автодороги 78К-0012, на расстоянии примерно 15 км (по прямой) к востоко-юго-востоку от города Любима, административного центра района.","Деревня находится в северо-восточной части области, в подзоне южной тайги, на левом берегу реки Павловки, к северу от автодороги 78К-0012, на расстоянии примерно 15 километров (по прямой) к востоко-юго-востоку от города Любима, административного центра района."
"Абсолютная выс. — 127 м над уровнем моря.","Абсолютная высота — 127 метров над уровнем моря."
"Годовое кол-во атмосферных осадков составляет 641 мм, из которых большая ч. (ок. 70 %) выпадает в тёплый период.","Годовое количество атмосферных осадков составляет 641 миллиметр, из которых большая часть (около 70 %) выпадает в тёплый период."
"К 1958 г показывала результаты в среднем ок. 5 тыс. кг молока с каждой фуражной коровы.","К 1958 году показывала результаты в среднем около 5 тысяч килограмм молока с каждой фуражной коровы."
"В 1958 г с каждой коровы надоила в среднем по 5320 кг молока.","В 1958 году с каждой коровы надоила в среднем по 5320 килограмм молока."
"Кули́цкая — остановочный пункт на 462-м км главного хода Октябрьской железной дороги (ранее — станция, в наст. время путевое развитие упразднено).","Кули́цкая — остановочный пункт на 462-м километре главного хода Октябрьской железной дороги (ранее — станция, в настоящее время путевое развитие упразднено)."
"В 1948 г собрала 6120 кг сортового зелёного чайного листа с площади 0,5 гектаров.","В 1948 году собрала 6120 килограммов сортового зелёного чайного листа с площади 0,5 гектаров."
"Окончил школу в Н, затем получил муз. образование как скрипач, в 1917-1924 гг. вёл летние курсы игры на скрипке в различных учебных заведениях Пенсильвании.","Окончил школу в Ньютоне, затем получил музыкальное образование как скрипач, в 1917-1924 гг. вёл летние курсы игры на скрипке в различных учебных заведениях Пенсильвании."
"Зимой наблюдаются высокие температуры днём и низкие ночью, разница часто составляет ок. 10 °.","Зимой наблюдаются высокие температуры днём и низкие ночью, разница часто составляет около 10 градусов."
"В августе 2009 в клубе водных лыж Predator Bay примерно в 40 км к югу от города состоялся Чемпионат мира по водным лыжам.","В августе 2009 в клубе водных лыж Predator Bay примерно в 40 километрах к югу от города состоялся Чемпионат мира по водным лыжам."
"В общей сложности, в центре есть 10 административных зданий не ниже 150 м (примерно 40 этажей).","В общей сложности, в центре есть 10 административных зданий не ниже 150 метров (примерно 40 этажей)."
"Трамваи курсируют по трём линиям (но двум маршрутам) с общей длиной пути в 48,8 км (главным образом, на одном уровне с другим транспортом, но с полосой отчуждения), по которым перевозятся 42 % работающих в деловой части.","Трамваи курсируют по трём линиям (но двум маршрутам) с общей длиной пути в 48,8 километра (главным образом, на одном уровне с другим транспортом, но с полосой отчуждения), по которым перевозятся 42 % работающих в деловой части."
"В качестве альтернативы более чем 260 км совмещённых велосипедных дорожек на улицах в городе организована сеть многоцелевых (велосипед, прогулки, катание на роликовых коньках и т. д.) дорожек общей протяжённостью 635 км.","В качестве альтернативы более чем 260 километрам совмещённых велосипедных дорожек на улицах в городе организована сеть многоцелевых (велосипед, прогулки, катание на роликовых коньках и т. д.) дорожек общей протяжённостью 635 километров."
"Поскольку равномерно коррозионную атмосферу довольно трудно поддерживать в объёме менее 400 л, в качестве минимально допустимого для камеры стандартами — как ныне действующими ASTM-B-117 и ISO 9227 так и отменённым DIN 50021 принят именно этот объём.","Поскольку равномерно коррозионную атмосферу довольно трудно поддерживать в объёме менее 400 литров, в качестве минимально допустимого для камеры стандартами — как ныне действующими ASTM-B-117 и ISO 9227 так и отменённым DIN 50021 принят именно этот объём."
"Хотя известны камеры размером от 260 до 58300 л, большинство коммерчески доступных установок изготавливают размером от 420 до 4500 л.","Хотя известны камеры размером от 260 до 58300 литров, большинство коммерчески доступных установок изготавливают размером от 420 до 4500 литров."
"Карачи́нская — минеральная вода, добываемая в Чановском районе Новосибирской области с глубины 1173 м.","Карачи́нская — минеральная вода, добываемая в Чановском районе Новосибирской области с глубины 1173 метра."
"В 1957 г во время бурения разведочной скважины на глубине 1170 м было обнаружено месторождение слабоминерализованной (<2,5г/л) воды.","В 1957 году во время бурения разведочной скважины на глубине 1170 метров было обнаружено месторождение слабоминерализованной (<2,5г/л) воды."
"В 1996 г начался розлив в ПЭТ бутылки: до 2003 года объемом 1,5 л, затем и 0,5 л.","В 1996 году начался розлив в ПЭТ бутылки: до 2003 года объемом 1,5 литра, затем и 0,5 литра."
"д. расположена в южной части области на расстоянии примерно в 24 км по прямой к юго-востоку от районного центра посёлка Островское.","Деревня расположена в южной части области на расстоянии примерно в 24 километрах по прямой к юго-востоку от районного центра посёлка Островское."
"выс. над уровнем моря составляет 850 м.","Высота над уровнем моря составляет 850 метров."
"Город расположен в центральной части департамента, в горной местности Восточной Кордильеры, на расстоянии приблизительно 22 км к юго-западу от города Кукута, административного центра департамента.","Город расположен в центральной части департамента, в горной местности Восточной Кордильеры, на расстоянии приблизительно 22 километров к юго-западу от города Кукута, административного центра департамента."
"Сегодня фундамент храма находится возле восточной стены Дома физкультуры ДСО «Трудовые резервы» на глубине 1,5 м.","Сегодня фундамент храма находится возле восточной стены Дома физкультуры ДСО «Трудовые резервы» на глубине 1,5 метра."
"Первый минский храм должен был представлять собой трёхапсидное четырёхстолбное сооружение размером 16 на 12 м.","Первый минский храм должен был представлять собой трёхапсидное четырёхстолбное сооружение размером 16 на 12 метров."
"Они имели значительную толщину — до 1,5 м.","Они имели значительную толщину — до 1,5 метров."
"Урочище находится в северо-восточной части области, в подзоне средней тайги, на правом берегу реки Пырзы, на расстоянии примерно 32 км (по прямой) к востоку от города вел. Устюг, административного центра района.","Урочище находится в северо-восточной части области, в подзоне средней тайги, на правом берегу реки Пырзы, на расстоянии примерно 32 километров (по прямой) к востоку от города Великий Устюг, административного центра района."
"шир. реки в среднем и нижнем течении 15-18 м, скорость течения 0,5 м/с.","Ширина реки в среднем и нижнем течении 15-18 метров, скорость течения 0,5 м/с."
"Общая пл. подземелий составляет ок. 6 тыс. квадратных м.","Общая площадь подземелий составляет около 6 тысяч квадратных метров."
"На территории заказника запрещается охота на северного оленя и черношапочного сурка, геологоразведочные изыскания, устройство полевых баз, складов ГСМ, движение механизированного транспорта, пролёт самолётов и вертолётов в зимний период на высоте менее 300 м над поверхностью земли, за исключением авиаучетных и обследовательских работ.","На территории заказника запрещается охота на северного оленя и черношапочного сурка, геологоразведочные изыскания, устройство полевых баз, складов ГСМ, движение механизированного транспорта, пролёт самолётов и вертолётов в зимний период на высоте менее 300 метров над поверхностью земли, за исключением авиаучетных и обследовательских работ."
"В 1973 г в Дуйсбурге стал дважды серебряным призёром чемпионата Европы среди юниоров в беге на 100 и 200 м.","В 1973 году в Дуйсбурге стал дважды серебряным призёром чемпионата Европы среди юниоров в беге на 100 и 200 метров."
"В 1977 г занял второе место на Универсиаде в Софии в беге на 100 м.","В 1977 году занял второе место на Универсиаде в Софии в беге на 100 метров."
"В 1976 и 1979 гг становился бронзовым призёром чемпионатов Европы в помещении в беге на 60 м, а в 1978 г — серебряным призёром.","В 1976 и 1979 годах становился бронзовым призёром чемпионатов Европы в помещении в беге на 60 метров, а в 1978 году — серебряным призёром."
"В 1976 г на летней Олимпиаде в Монреале Петров выступал в беге на 100 и 200 м.","В 1976 году на летней Олимпиаде в Монреале Петров выступал в беге на 100 и 200 метров."
"Через четыре года в Москве Петров стал бронзовым призёром в беге на 100 м с результатом 10,39 с и не попал в финал в беге на 200 м.","Через четыре года в Москве Петров стал бронзовым призёром в беге на 100 метров с результатом 10,39 с и не попал в финал в беге на 200 метров."
"В эстафете 4×100 м сборная Болгарии заняла 6-е место.","В эстафете 4×100 метров сборная Болгарии заняла 6-е место."
"В трёх км от истока Рику пересекает регион. автодорога P46 (Дублева — Церпене).","В трёх километрах от истока Рику пересекает региональная автодорога P46 (Дублева — Церпене)."
"В ряде лиг отвечает за контроль времени (40/25 с) в составе бригады из шести чел.","В ряде лиг отвечает за контроль времени (40/25 секунд) в составе бригады из шести человек."
"Команда нападения между снэпами имеет 40 с для начала следующего розыгрыша.","Команда нападения между снэпами имеет 40 секунд для начала следующего розыгрыша."
"В случае если был взят таймаут, произошла остановка из-за травмы, мяч вышел в аут, смена сторон нападения или др. остановки, то время перед снэпом составляет 25 с.","В случае если был взят таймаут, произошла остановка из-за травмы, мяч вышел в аут, смена сторон нападения или другие остановки, то время перед снэпом составляет 25 секунд."
"д. находится в северной части Тверской области, в подзоне южной тайги, к западу от автодороги 28Н-0882, на расстоянии примерно 1 км (по прямой) к северу от села Лесного, административного центра округа.","Деревня находится в северной части Тверской области, в подзоне южной тайги, к западу от автодороги 28Н-0882, на расстоянии примерно 1 километра (по прямой) к северу от села Лесного, административного центра округа."
"Размер канабо варьировался от небольших дубинок, удерживаемых одной рукой, до огромных двуручных палиц, размером с рост чел. (до 2-х м в длину).","Размер канабо варьировался от небольших дубинок, удерживаемых одной рукой, до огромных двуручных палиц, размером с рост человека (до 2-х метров в длину)."
"Апертура имеет яйцевидную форму, от 0,78 см до 1,32 см в ширину, и от 0,48 см до 1,05 см в высоту.","Апертура имеет яйцевидную форму, от 0,78 см до 1,32 см в ширину, и от 0,48 сантиметра до 1,05 см в высоту."
"Первоначально на Passat устанавливали четырёхцилиндровые бензиновые нижневальные двигатели объёмом 1,3 л (мощностью 55 л. с., 54 л. с.) и 1,5 литровые верхневальные (мощностью 75 л. с. (55 кВт, 74 л. с.) / 85 кВт, 84 л. с.) с продольным расположением, эти же двигатели использовались на Audi 80.","Первоначально на Passat устанавливали четырёхцилиндровые бензиновые нижневальные двигатели объёмом 1,3 литра (мощностью 55 л. с., 54 л. с.) и 1,5 литровые верхневальные (мощностью 75 л. с. (55 кВт, 74 л. с.) / 85 кВт, 84 л. с.) с продольным расположением, эти же двигатели использовались на Audi 80."
"В августе 1975 года объём 1,5-литрового двигателя был увеличен до 1,6 л без изменения мощности, но с чуть более высоким крутящим моментом.","В августе 1975 года объём 1,5-литрового двигателя был увеличен до 1,6 литра без изменения мощности, но с чуть более высоким крутящим моментом."
"Единственным доступным двигателем был карбюраторный 1,5-литровый 75-сильный (56 кВт) (или 70 л. с. (52 кВт) в 1975 г), вытесненный с 1976 года инжекторным двигателем объёмом 1,6 л 84 л. с. Bosch (58 кВт).","Единственным доступным двигателем был карбюраторный 1,5-литровый 75-сильный (56 кВт) (или 70 л. с. (52 кВт) в 1975 году), вытесненный с 1976 года инжекторным двигателем объёмом 1,6 литра 84 л. с. Bosch (58 кВт)."
"Изначально линейка двигателей состояла из трёх четырёхцилиндровых бензиновых двигателей объёмом 1,3 л (55 л. с.) и 1,6 л (75 л. с. и 85 л. с.), пятицилиндрового бензинового двигателя объёмом 1,9 л (115 л. с.). PS) и 1,6-литровый дизельным двигателем (54 л. с.).","Изначально линейка двигателей состояла из трёх четырёхцилиндровых бензиновых двигателей объёмом 1,3 литра (55 л. с.) и 1,6 литра (75 л. с. и 85 л. с.), пятицилиндрового бензинового двигателя объёмом 1,9 литра (115 л. с.). PS) и 1,6-литровый дизельным двигателем (54 л. с.)."
"Багажник седана VW Passat имеет объём 500 л.","Багажник седана VW Passat имеет объём 500 литров."
"Багажник универсала меньше на 5 л, однако имеет откидную спинку дивана, что увеличивает его объём на 1,5 куба пространства.","Багажник универсала меньше на 5 литров, однако имеет откидную спинку дивана, что увеличивает его объём на 1,5 куба пространства."
"Предлагалось на выбор 3 варианта двигателей: дизельный объёмом 1.6 л на 80 л.с. с турбонаддувом, а также бензиновые на 1.8 л (90 л.с.) и 2 л (115 л.с.).","Предлагалось на выбор 3 варианта двигателей: дизельный объёмом 1.6 литра на 80 л.с. с турбонаддувом, а также бензиновые на 1.8 литра (90 л.с.) и 2 литра (115 л.с.)."
"Цифра 36 является отсылкой на объём двигателя — V6 рабочим объёмом 3.6 л.","Цифра 36 является отсылкой на объём двигателя — V6 рабочим объёмом 3.6 литра."
"Его мощность — 300 л. с. (221 кВт; 296 л. с.) и крутящий момент 350 Нм, к-рый разгоняет седан и универсал до 100 км/ч (62,1 миль / ч) за 5,6 и 5,8 с соответственно.","Его мощность — 300 л. с. (221 кВт; 296 л. с.) и крутящий момент 350 Нм, который разгоняет седан и универсал до 100 км/ч (62,1 миль / ч) за 5,6 и 5,8 секунды соответственно."
"Объём багажника уменьшен с 650 л до 483 л в универсала Variant, по сравнению с негибридными Passat, уменьшен на 167 л, за счёт аккумуляторной батареи.","Объём багажника уменьшен с 650 литров до 483 литров в универсала Variant, по сравнению с негибридными Passat, уменьшен на 167 литров, за счёт аккумуляторной батареи."
"В июле Volkswagen анонсировал новые прототипы Passat, которые должны поступить в продажу в начале 2024 с бензиновыми, мягкими гибридами и дизельными двигателями, а также двумя новыми гибридами с электроприводом с запасом хода до 100 км и новой цифровой кабиной.","В июле Volkswagen анонсировал новые прототипы Passat, которые должны поступить в продажу в начале 2024 с бензиновыми, мягкими гибридами и дизельными двигателями, а также двумя новыми гибридами с электроприводом с запасом хода до 100 километров и новой цифровой кабиной."
