question,answer
"Суммарные мировые кинотеатральные сборы «Обители зла» составили почти 103 миллиона $.","Суммарные мировые кинотеатральные сборы «Обители зла» составили почти 103 миллиона долларов."
"Бюджет картины составил 33 миллиона $.","Бюджет картины составил 33 миллиона долларов."
"Бэррес получил 2,500 $, распечатанный постер и бесплатные билеты в кино для себя и друзей.","Бэррес получил 2,500 долларов, распечатанный постер и бесплатные билеты в кино для себя и друзей."
"Номерной фонд: 203 №.","Номерной фонд: 203 номера."
"Известно, что архитектор и теоретик Л. Б. Альберти, другой основоположник римского классицизма, придумал устройство для деления окружности на 48 °.","Известно, что архитектор и теоретик Л. Б. Альберти, другой основоположник римского классицизма, придумал устройство для деления окружности на 48 градусов."
"Шанина внесла 150 ₽ – довольно значительную по тем временам сумму – в фонд Первой Западно-Сибирской лесной и торгово-промышленной выставки, проходившей летом 1911 года в Омске.","Шанина внесла 150 рублей – довольно значительную по тем временам сумму – в фонд Первой Западно-Сибирской лесной и торгово-промышленной выставки, проходившей летом 1911 года в Омске."
"В 1916 году на празднование 200-летия Омска она сделала самый большой взнос – 25 тысяч ₽ – на создание в городе Народного университета, в то время как Городская управа внесла на его возведение лишь 10 тысяч.","В 1916 году на празднование 200-летия Омска она сделала самый большой взнос – 25 тысяч рублей – на создание в городе Народного университета, в то время как Городская управа внесла на его возведение лишь 10 тысяч."
"Некоторые матчи (в том числе 1-2 в туре в прямом эфире), а также основную аналитическую передачу канала «90 минут Плюс» (в записи) показывал канал «Спорт +».","Некоторые матчи (в том числе 1-2 в туре в прямом эфире), а также основную аналитическую передачу канала «90 минут Плюс» (в записи) показывал канал «Спорт плюс»."
"По оценке «Спорт-Экспресс», сумма контракта РФПЛ c IMG Media составляет 15 миллионов $ за трехлетний срок соглашения.","По оценке «Спорт-Экспресс», сумма контракта РФПЛ c IMG Media составляет 15 миллионов долларов за трехлетний срок соглашения."
"Но развить успех федералам не удалось, их боевой дух упал от понесённых потерь, а также от жары — температура в тот день поднялась до +38 ° (100 по Фаренгейту).","Но развить успех федералам не удалось, их боевой дух упал от понесённых потерь, а также от жары — температура в тот день поднялась до +38 градусов (100 по Фаренгейту)."
"В 1840-х годах на Императорском фарфоровом заводе в Санкт-Петербурге для Зимнего дворца была изготовлена ваза-кратер с репродукцией галерейного портрета (фарфор, подглазурная полихромная роспись, цировка, золочение; 148 × 107 × 62 см; инвентарный № ЭРФ-6861).","В 1840-х годах на Императорском фарфоровом заводе в Санкт-Петербурге для Зимнего дворца была изготовлена ваза-кратер с репродукцией галерейного портрета (фарфор, подглазурная полихромная роспись, цировка, золочение; 148 × 107 × 62 см; инвентарный номер ЭРФ-6861)."
"Маккартни отверг этот вариант («Для меня это было бы всё = что вступить в гольф-клуб») и остался в столице, большую часть времени продолжая проводить на верхнем этаже шестиэтажного особняка Эшеров на Уимпол-стрит, где «…практически всё пространство было занято узкой односпальной кроватью и платяным шкафом.","Маккартни отверг этот вариант («Для меня это было бы всё равно что вступить в гольф-клуб») и остался в столице, большую часть времени продолжая проводить на верхнем этаже шестиэтажного особняка Эшеров на Уимпол-стрит, где «…практически всё пространство было занято узкой односпальной кроватью и платяным шкафом."
"Единственный + от поездки — это десяток хороших песен, которые мы там написали».","Единственный плюс от поездки — это десяток хороших песен, которые мы там написали»."
"Согласно условиям нового контракта с Columbia, гонорар Маккартни за каждый новый альбом с этих пор должен был составлять 2 миллиона $: это сделало его на тот момент самым высокооплачиваемым артистом в мире.","Согласно условиям нового контракта с Columbia, гонорар Маккартни за каждый новый альбом с этих пор должен был составлять 2 миллиона долларов: это сделало его на тот момент самым высокооплачиваемым артистом в мире."
"В 2003 году Маккартни передал миллион $, полученные за выступление на частном мероприятии, благотворительному фонду Adopt-A-Minefield, который занимается проблемой противопехотных мин.","В 2003 году Маккартни передал миллион долларов, полученные за выступление на частном мероприятии, благотворительному фонду Adopt-A-Minefield, который занимается проблемой противопехотных мин."
"Также во время летнего тура он играл на специально изготовленной гитаре фирмы Gibson, окрашенной в сине-жёлтые цвета украинского флага и с символами мира на корпусе — в ноябре она была продана на благотворительном аукционе в Нью-Йорке в поддержку пострадавших в войне России против Украины за 77 тысяч $.","Также во время летнего тура он играл на специально изготовленной гитаре фирмы Gibson, окрашенной в сине-жёлтые цвета украинского флага и с символами мира на корпусе — в ноябре она была продана на благотворительном аукционе в Нью-Йорке в поддержку пострадавших в войне России против Украины за 77 тысяч долларов."
"Это всё =, что аспирин, только без головной боли на следующий день».","Это всё равно, что аспирин, только без головной боли на следующий день»."
"Если Пол и Линда проведут там хотя бы одну ночь, мы больше не сможем вернуться в этот №», — сказал (по утверждению Голдмана) сам Джон Леннон Фреду Симану в тот же вечер, добавив: «Она (Йоко) и Джон Грин взяли это дело на себя».","Если Пол и Линда проведут там хотя бы одну ночь, мы больше не сможем вернуться в этот номер», — сказал (по утверждению Голдмана) сам Джон Леннон Фреду Симану в тот же вечер, добавив: «Она (Йоко) и Джон Грин взяли это дело на себя»."
"Поскольку координаты сообщаются там с точностью до одной миллионной доли ° (шесть знаков после запятой, для Марса это точность порядка 5 см), при незначительных пробегах данные, переводимые шаблоном таблицы в минуты и секунды, могут при этом оставаться прежними.","Поскольку координаты сообщаются там с точностью до одной миллионной доли градуса (шесть знаков после запятой, для Марса это точность порядка 5 см), при незначительных пробегах данные, переводимые шаблоном таблицы в минуты и секунды, могут при этом оставаться прежними."
"В мужском парном турнире победу одержали пятые № посева — Николя Маю и Пьер-Юг Эрбер.","В мужском парном турнире победу одержали пятые номера посева — Николя Маю и Пьер-Юг Эрбер."
"Второй № посева достался прошлогодней чемпионке Симоне Халеп.","Второй номер посева достался прошлогодней чемпионке Симоне Халеп."
"В финале они обыграли Анну-Лену Грёнефельд и Квету Пешке, которые имели восьмой № посева.","В финале они обыграли Анну-Лену Грёнефельд и Квету Пешке, которые имели восьмой номер посева."
"Позже Ван с родителями переехал в Северный Уэльс, город Лландидно, где они сдавали № в своей мини-гостинице.","Позже Ван с родителями переехал в Северный Уэльс, город Лландидно, где они сдавали номера в своей мини-гостинице."
"Третий № немецкой команды Патрик Баум, заявленный для участия в окончательном списке сборной Германии, не смог приехать на чемпионат в связи с похоронами своего отца, погибшего в автокатастрофе.","Третий номер немецкой команды Патрик Баум, заявленный для участия в окончательном списке сборной Германии, не смог приехать на чемпионат в связи с похоронами своего отца, погибшего в автокатастрофе."
"Средний годовой доход домохозяйства составлял 35 729 $, а средний годовой доход семьи — 36 750 $.","Средний годовой доход домохозяйства составлял 35 729 долларов, а средний годовой доход семьи — 36 750 долларов."
"Средний доход мужчин — 27 321 $, в то время как у женщин — 18 750.","Средний доход мужчин — 27 321 доллар, в то время как у женщин — 18 750."
"Доход на душу населения составил 12 395 $.","Доход на душу населения составил 12 395 долларов."
"28 мая 2015 года СМИ, освещавшие коррупционный скандал в ФИФА, сообщили, что высокопоставленные чиновники из заявочного комитета ЮАР добились права на проведение чемпионата мира, дав взятку в размере 10 миллионов $ тогдашнему вице-президенту ФИФА Джеку Уорнеру и другим членам исполкома ФИФА.","28 мая 2015 года СМИ, освещавшие коррупционный скандал в ФИФА, сообщили, что высокопоставленные чиновники из заявочного комитета ЮАР добились права на проведение чемпионата мира, дав взятку в размере 10 миллионов долларов тогдашнему вице-президенту ФИФА Джеку Уорнеру и другим членам исполкома ФИФА."
"Затраты на строительство были оценены в 8,4 млрд рандов (чуть более 1 миллиарда $).","Затраты на строительство были оценены в 8,4 млрд рандов (чуть более 1 миллиарда долларов)."
"Общий призовой фонд составил 420 миллионов $ (в том числе 40 миллионов $, выплаченных национальным клубам), что на 60 % больше, чем на предыдущем чемпионате.","Общий призовой фонд составил 420 миллионов долларов (в том числе 40 миллионов долларов, выплаченных национальным клубам), что на 60 % больше, чем на предыдущем чемпионате."
"Перед турниром все команды получили 1 миллион $ на подготовку.","Перед турниром все команды получили 1 миллион долларов на подготовку."
"В результате было выплачено 40 миллионов $.","В результате было выплачено 40 миллионов долларов."
"Сборная ЮАР как хозяин чемпионата получила первый № в группе A. Затем по группам от B до H последовательно распределили команды из первой корзины; все они получили первые № в своих группах.","Сборная ЮАР как хозяин чемпионата получила первый номер в группе A. Затем по группам от B до H последовательно распределили команды из первой корзины; все они получили первые номера в своих группах."
"Вслед за шаром с названием команды 2-4 корзин вытягивался шар с номером команды в её группе (от этого № зависела последовательность и места проведения игр в группах).","Вслед за шаром с названием команды 2-4 корзин вытягивался шар с номером команды в её группе (от этого номера зависела последовательность и места проведения игр в группах)."
"По предварительной информации, размещённой до начала чемпионата, каждая сборная, участвовавшая только в групповом турнире, получит по 8 млн $.","По предварительной информации, размещённой до начала чемпионата, каждая сборная, участвовавшая только в групповом турнире, получит по 8 млн долларов."
"Те, кто смогут преодолеть групповой этап, получат по 9 млн $.","Те, кто смогут преодолеть групповой этап, получат по 9 млн долларов."
"Полуфиналисты получат по 20 млн $, финалисты — 24 млн $.","Полуфиналисты получат по 20 млн долларов, финалисты — 24 млн долларов."
"Победитель турнира получит 30 миллионов $.","Победитель турнира получит 30 миллионов долларов."
"На вопрос, где его дочь, Ганнибал набирает № телефона, на звонок отвечает жена Колнаса и тот по телефону велит жене проверить детскую, та говорит, что у детей всё в порядке и что они спят.","На вопрос, где его дочь, Ганнибал набирает номер телефона, на звонок отвечает жена Колнаса и тот по телефону велит жене проверить детскую, та говорит, что у детей всё в порядке и что они спят."
"6 октября 1988 года Верховный совет Латвийской ССР провозгласил латышский язык государственным, хотя граждане продолжали общаться с властями на русском, = как и власти Латвийской ССР вели переписку с советским руководством на русском до восстановления независимости Латвии де факто, происшедшего после августовского путча в Москве в августе 1991 года.","6 октября 1988 года Верховный совет Латвийской ССР провозгласил латышский язык государственным, хотя граждане продолжали общаться с властями на русском, равно как и власти Латвийской ССР вели переписку с советским руководством на русском до восстановления независимости Латвии де факто, происшедшего после августовского путча в Москве в августе 1991 года."
"На каждый вложенный в него $ киностудии получали 8,62 $.","На каждый вложенный в него доллар киностудии получали 8,62 $."
"Несмотря на это, такие яркие участники Клана как Method Man и Ol' Dirty Bastard, все = оставались популярными среди слушателей.","Несмотря на это, такие яркие участники Клана как Method Man и Ol' Dirty Bastard, все равно оставались популярными среди слушателей."
"Земли не хватало, и 11 домохозяев арендовали 18 десятин луга за 90 ₽.","Земли не хватало, и 11 домохозяев арендовали 18 десятин луга за 90 рублей."
"Кроме того, крестьянин деревни Дубровки поставил на общественной земле кабак, с которого община получала 260 ₽ в год.","Кроме того, крестьянин деревни Дубровки поставил на общественной земле кабак, с которого община получала 260 рублей в год."
"Сумма вознаграждения — 150 000 ₽.","Сумма вознаграждения — 150 000 рублей."
"Сумма вознаграждения — 50 000 ₽.","Сумма вознаграждения — 50 000 рублей."
"При комнатной температуре теннессин должен быть твёрдым, в ранних работах его температура плавления предсказывалась в интервале 300—500 °C, кипения — 550 °C, по одним расчётам, и даже 610 °C, следуя тенденции роста температуры плавления с ростом атомного № в группе галогенов.","При комнатной температуре теннессин должен быть твёрдым, в ранних работах его температура плавления предсказывалась в интервале 300—500 °C, кипения — 550 °C, по одним расчётам, и даже 610 °C, следуя тенденции роста температуры плавления с ростом атомного номера в группе галогенов."
"Во время своего последнего срока полномочий президент Джонсон был заинтересован грантом на полмиллиона $ от Великобритании для развития железнодорожной системы, телеграфа и телефонных линий, однако Фрэнк Виттекин, который должен был приехать для подписания контракта, заболел и умер по дороге.","Во время своего последнего срока полномочий президент Джонсон был заинтересован грантом на полмиллиона долларов от Великобритании для развития железнодорожной системы, телеграфа и телефонных линий, однако Фрэнк Виттекин, который должен был приехать для подписания контракта, заболел и умер по дороге."
"В ходе дальнейшего боя остальные № расчёта выбыли из строя.","В ходе дальнейшего боя остальные номера расчёта выбыли из строя."
"03 мая 2017 года в Воронеже, на улице Героев Стратосферы, на доме № 2, где жил П. Д. Горбачёв, была установлена памятная гранитная мемориальная доска.","03 мая 2017 года в Воронеже, на улице Героев Стратосферы, на доме номер 2, где жил П. Д. Горбачёв, была установлена памятная гранитная мемориальная доска."
"Проекты крепостей по Днестру были одобрены, и Суворов взялся за строительство, не дожидаясь ассигнований, для чего занял 100.000 ₽ и даже распорядился продать собственные деревни.","Проекты крепостей по Днестру были одобрены, и Суворов взялся за строительство, не дожидаясь ассигнований, для чего занял 100.000 рублей и даже распорядился продать собственные деревни."
"Екатерина Вторая, узнав об этом, повелела выделить Суворову из государственной казны более 600.000 ₽.","Екатерина Вторая, узнав об этом, повелела выделить Суворову из государственной казны более 600.000 рублей."
"С 10 мая 2006 года в Приднестровье в обращение вводится памятная серебряная монета Приднестровского Республиканского Банка достоинством 100 ₽ «Тираспольская крепость», открывающая новую серию «Древние крепости на Днестре».","С 10 мая 2006 года в Приднестровье в обращение вводится памятная серебряная монета Приднестровского Республиканского Банка достоинством 100 рублей «Тираспольская крепость», открывающая новую серию «Древние крепости на Днестре»."
"В начале апреля 2012 года был зафиксирован самый большой платеж — 2.5 миллиона $, оплаченный неизвестным игроком.","В начале апреля 2012 года был зафиксирован самый большой платеж — 2.5 миллиона долларов, оплаченный неизвестным игроком."
"За 2007 год оборот «Entropia Universe» составил 400 млн. американских $.","За 2007 год оборот «Entropia Universe» составил 400 млн. американских долларов."
"Кроме того, 125 статей ленинградских учёных, возглавляемых Александром Фёдоровичем, составили четвертый № журнала «Педиатрия» за 1944 г.","Кроме того, 125 статей ленинградских учёных, возглавляемых Александром Фёдоровичем, составили четвертый номер журнала «Педиатрия» за 1944 г."
"«Пусть этот № „Педиатрии“ останется историческим памятником самоотверженной работе детских врачей Ленинграда…».","«Пусть этот номер „Педиатрии“ останется историческим памятником самоотверженной работе детских врачей Ленинграда…»."
"А также ГКНБ сообщила что активы Кольбаев оценивается на общую 1$ млрд $ США.","А также ГКНБ сообщила что активы Кольбаев оценивается на общую 1$ млрд долларов США."
"По свидетельству начальника Старокиевского РУВД, Кравчук прямо во время отпевания говорил: «Всё = похороним в Софии!»[уточнить], а уже во время побоища на Софиевской площади заявил, что всё это подарок к годовщине инаугурации Кучмы.","По свидетельству начальника Старокиевского РУВД, Кравчук прямо во время отпевания говорил: «Всё равно похороним в Софии!»[уточнить], а уже во время побоища на Софиевской площади заявил, что всё это подарок к годовщине инаугурации Кучмы."
"По оценкам экспертов Всемирного банка доля человеческого капитала в национальном богатстве России в конце XX века составляла 50 %, доля природного капитала — 40 %, доля физического капитала — 10 %.","По оценкам экспертов Всемирного банка доля человеческого капитала в национальном богатстве России в конце XX века составляла 50 процентов, доля природного капитала — 40 процентов, доля физического капитала — 10 процентов."
"Цена некоторых изделий доходила до 300 ₽ ассигнациями, поэтому кокошники тщательно хранили в семье и передавали по наследству.","Цена некоторых изделий доходила до 300 рублей ассигнациями, поэтому кокошники тщательно хранили в семье и передавали по наследству."
"Эти № помещаются на полях евангельского текста рядом с началом соответствующего фрагмента.","Эти номера помещаются на полях евангельского текста рядом с началом соответствующего фрагмента."
"Канон I: № фрагментов, имеющих параллели в остальных трёх Евангелиях","Канон I: номера фрагментов, имеющих параллели в остальных трёх Евангелиях"
"Число колонок = числу сличаемых Евангелий.","Число колонок равно числу сличаемых Евангелий."
"Как видно из приведённых таблиц, одному фрагменту может найтись несколько параллельных мест в другом Евангелии, так что один и тот же № может встречаться в колонке несколько раз.","Как видно из приведённых таблиц, одному фрагменту может найтись несколько параллельных мест в другом Евангелии, так что один и тот же номер может встречаться в колонке несколько раз."
"На полях текста Евангелий под каждым из номеров фрагментов указывается (в рукописях, как правило, красными чернилами) № канона, содержащего отсылки к фрагментам, параллельным данному.","На полях текста Евангелий под каждым из номеров фрагментов указывается (в рукописях, как правило, красными чернилами) номер канона, содержащего отсылки к фрагментам, параллельным данному."
"Обратившись ко второй таблице Евсевия (таблицы располагались, как правило, в начале рукописи) и найдя в её второй колонке № фрагмента 39, он обнаруживал, что ему соответствует фрагмент 32 Евангелия от Матфея и фрагменты 79 и 133 Евангелия от Луки (см. выше начало канона II), которые легко найти, обратившись к размеченному тексту соответствующего Евангелия:","Обратившись ко второй таблице Евсевия (таблицы располагались, как правило, в начале рукописи) и найдя в её второй колонке номер фрагмента 39, он обнаруживал, что ему соответствует фрагмент 32 Евангелия от Матфея и фрагменты 79 и 133 Евангелия от Луки (см. выше начало канона II), которые легко найти, обратившись к размеченному тексту соответствующего Евангелия:"
"На его полях приведены традиционное разбиение Аммония и № канонов Евсевия, но читателю нет необходимости обращаться к соответствующим таблицам, поскольку № параллельных фрагментов других Евангелий приведены тут же, на нижнем поле страницы.","На его полях приведены традиционное разбиение Аммония и номера канонов Евсевия, но читателю нет необходимости обращаться к соответствующим таблицам, поскольку номера параллельных фрагментов других Евангелий приведены тут же, на нижнем поле страницы."
"Численно значение в ОЕФ = отношению регистрируемой прибором интенсивности эмиссионного излучения характеризуемого вещества или материала к опорной интенсивности эмиссионного излучения, измеренной при аналогичных условиях.","Численно значение в ОЕФ равно отношению регистрируемой прибором интенсивности эмиссионного излучения характеризуемого вещества или материала к опорной интенсивности эмиссионного излучения, измеренной при аналогичных условиях."
"Фильм получил неоднозначные отзывы критиков, но в целом положительные отзывы зрителей и собрал более 201 миллиона $ по всему миру, является на данный момент девятым по прибылям фильмом 2024 года.","Фильм получил неоднозначные отзывы критиков, но в целом положительные отзывы зрителей и собрал более 201 миллиона долларов по всему миру, является на данный момент девятым по прибылям фильмом 2024 года."
"Навести порядок Бруксу помогла девушка по имени Барб, владелица местного бара и единственная подруга Люси, но Демон всё = поступал по-своему.","Навести порядок Бруксу помогла девушка по имени Барб, владелица местного бара и единственная подруга Люси, но Демон всё равно поступал по-своему."
"Несмотря на то, что фильм был оценён критиками довольно прохладно (например, на «Rotten Tomatoes» получил только 23 %), по сборам проект является успешным — было заработано более 81 млн $, при бюджете в 33 млн $.","Несмотря на то, что фильм был оценён критиками довольно прохладно (например, на «Rotten Tomatoes» получил только 23 %), по сборам проект является успешным — было заработано более 81 млн долларов, при бюджете в 33 млн долларов."
"Позже главный тренер команды Виталий Кварцяный рассказал, что у него были предложения о продаже Кинаша за 200 тысяч $.","Позже главный тренер команды Виталий Кварцяный рассказал, что у него были предложения о продаже Кинаша за 200 тысяч долларов."
"Средний доход на одно домашнее хозяйство в округе составил 30 828 $ США, а средний доход на одну семью в округе — 37 316 $.","Средний доход на одно домашнее хозяйство в округе составил 30 828 долларов США, а средний доход на одну семью в округе — 37 316 долларов."
"При этом мужчины имели средний доход в 27 535 $ США в год против 20 375 $ США среднегодового дохода у женщин.","При этом мужчины имели средний доход в 27 535 долларов США в год против 20 375 долларов США среднегодового дохода у женщин."
"Доход на душу населения в округе составил 16 403 $ США в год. 9,90 % от всего числа семей в округе и 13,30 % от всей численности населения находилось на момент переписи населения за чертой бедности, при этом 15,40 % из них были моложе 18 лет и 12,80 % — в возрасте 65 лет и старше.","Доход на душу населения в округе составил 16 403 долларов США в год. 9,90 % от всего числа семей в округе и 13,30 % от всей численности населения находилось на момент переписи населения за чертой бедности, при этом 15,40 % из них были моложе 18 лет и 12,80 % — в возрасте 65 лет и старше."
"В XXI веке фасад здания по личной инициативе восстановил Карп Баблоянц, потратив на реализацию идеи свыше 3 миллионов ₽.","В XXI веке фасад здания по личной инициативе восстановил Карп Баблоянц, потратив на реализацию идеи свыше 3 миллионов рублей."
"Мероприятие состоялось в Marriott Denver Tech Center, который бесплатно предоставил Ballroom Evergreen и парковку, а Ассоциация аниме Скалистых гор внесла по доллару за каждый $ пожертвованный участниками.","Мероприятие состоялось в Marriott Denver Tech Center, который бесплатно предоставил Ballroom Evergreen и парковку, а Ассоциация аниме Скалистых гор внесла по доллару за каждый доллар пожертвованный участниками."
"Дело рассматривалось Ленинским народным судом Минска, который вынес вердикт в виде штрафа в размере 200 млн ₽.","Дело рассматривалось Ленинским народным судом Минска, который вынес вердикт в виде штрафа в размере 200 млн рублей."
"К 1800 году его состояние составляло почти четверть миллиона $ (что эквивалентно шести миллионам $ в 2020 году) и стал одной из ведущих фигур в пушной торговле.","К 1800 году его состояние составляло почти четверть миллиона долларов (что эквивалентно шести миллионам долларов в 2020 году) и стал одной из ведущих фигур в пушной торговле."
"Хотя в качестве приданого ему досталось всего 300 $, она обладала бережливым умом и деловой сметкой, которые, по его мнению, были лучше, чем у большинства торговцев.","Хотя в качестве приданого ему досталось всего 300 долларов, она обладала бережливым умом и деловой сметкой, которые, по его мнению, были лучше, чем у большинства торговцев."
"На момент своей смерти в 1848 году Астор был самым богатым человеком в США, оставив состояние не менее 20 миллионов $ (0,9 % ВВП США в то время), что на 2020 год эквивалентно примерно 210 миллиардам $.","На момент своей смерти в 1848 году Астор был самым богатым человеком в США, оставив состояние не менее 20 миллионов долларов (0,9 % ВВП США в то время), что на 2020 год эквивалентно примерно 210 миллиардам долларов."
"Для сравнения, состояние Джеффа Безоса в 2020 году оценивалось примерно в 200 миллиардов $, и аналогично состоянию Астора составляло порядка 0,9 % ВВП США.","Для сравнения, состояние Джеффа Безоса в 2020 году оценивалось примерно в 200 миллиардов долларов, и аналогично состоянию Астора составляло порядка 0,9 % ВВП США."
"При использовании более простого метода оценки цепочки инфляции предполагаемый размер состояния был бы эквивалентен примерно 676 миллионам $ США в 2021 году.","При использовании более простого метода оценки цепочки инфляции предполагаемый размер состояния был бы эквивалентен примерно 676 миллионам долларов США в 2021 году."
