question,answer
"д. находится в западной части Чада, на границе Сахеля и Сахары, к западу от города Мао, на высоте 291 м над уровнем моря.","Деревня находится в западной части Чада, на границе Сахеля и Сахары, к западу от города Мао, на высоте 291 метра над уровнем моря."
"Населённый пункт расположен на расстоянии приблизительно 216 км к северо-северо-востоку (NNE) от столицы страны Нджамены.","Населённый пункт расположен на расстоянии приблизительно 216 километров к северо-северо-востоку (NNE) от столицы страны Нджамены."
"Помимо ныне существующих селений, после столыпинских реформ, с 1906—1907 годов по 1920-е гг. существовал хут. м. Ахпердино, неск. км южнее деревни Старое Ахпердино; также неск. хуторов выселились из деревень Старые Тойси (хут. «Три берёзы») и Новое Ахпердино.","Помимо ныне существующих селений, после столыпинских реформ, с 1906—1907 годов по 1920-е годы существовал хутор Малое Ахпердино, несколько километров южнее деревни Старое Ахпердино; также несколько хуторов выселились из деревень Старые Тойси (хутор «Три берёзы») и Новое Ахпердино."
"ЭДС: 1,8—1,9 В.","ЭДС: 1,8—1,9 вольта."
"д. находится в центральной части Новгородской области, в зоне хвойно-широколиственных лесов, в пределах Приильменской низменности, на левом берегу реки Маяты. при автодороге 49К-11, на расстоянии примерно 11 км (по прямой) к северо-востоку от Парфина, административного центра района.","Деревня находится в центральной части Новгородской области, в зоне хвойно-широколиственных лесов, в пределах Приильменской низменности, на левом берегу реки Маяты. при автодороге 49К-11, на расстоянии примерно 11 километров (по прямой) к северо-востоку от Парфина, административного центра района."
"Объект находится приблизительно в км к югу от «Строгино», рядом с одноимённым селом и усадьбой.","Объект находится приблизительно в километре к югу от «Строгино», рядом с одноимённым селом и усадьбой."
"«Троице-Лыково» представляет собой платформу длиной в 26 м (то есть чуть более одного вагона) с лестницей по первому пути (на втором пути имеется только небольшой мостик с переходом на первый и со спуском в тоннель), ведущей в своеобразную центральную камеру, где находятся тягово-понизительная подстанция, блок технических помещений (для обслуживания расположенного в соединённых тоннелях участка) и аварийный выход на поверхность.","«Троице-Лыково» представляет собой платформу длиной в 26 метров (то есть чуть более одного вагона) с лестницей по первому пути (на втором пути имеется только небольшой мостик с переходом на первый и со спуском в тоннель), ведущей в своеобразную центральную камеру, где находятся тягово-понизительная подстанция, блок технических помещений (для обслуживания расположенного в соединённых тоннелях участка) и аварийный выход на поверхность."
"д. находится в юго-восточной части Тверской области, в зоне хвойно-широколиственных лесов, в пределах Верхневолжской низины (низменной равнины), на расстоянии примерно 20 км (по прямой) к северо-востоку от Твери, административного центра области и района.","Деревня находится в юго-восточной части Тверской области, в зоне хвойно-широколиственных лесов, в пределах Верхневолжской низины (низменной равнины), на расстоянии примерно 20 километров (по прямой) к северо-востоку от Твери, административного центра области и района."
"Абсолютная выс. — 144 м над уровнем моря.","Абсолютная высота — 144 метра над уровнем моря."
"Среди художественных произведений здесь представлены картины Эжена Делакруа, Альбрехта Дюрера, Жана-Оноре Фрагонара, Кете Кольвиц, Пабло Пикассо и Макса Вб.","Среди художественных произведений здесь представлены картины Эжена Делакруа, Альбрехта Дюрера, Жана-Оноре Фрагонара, Кете Кольвиц, Пабло Пикассо и Макса Вебера."
"При замедленном просмотре записи взрыва видно, что сначала разрывается асфальт, потом становится виден дым, и уже после этого произошёл взрыв; рассматривалась версия, что снарядом был фугас с замедлителем (между ударом о землю предполагаемой авиабомбы и взрывом проходит примерно 18 с).","При замедленном просмотре записи взрыва видно, что сначала разрывается асфальт, потом становится виден дым, и уже после этого произошёл взрыв; рассматривалась версия, что снарядом был фугас с замедлителем (между ударом о землю предполагаемой авиабомбы и взрывом проходит примерно 18 секунд)."
"изд. Baza писало, что сапёры обнаружили 500-килограммовую бомбу ФАБ-500 на глубине семи м — найти её сразу помешали грунтовые воды.","Издание Baza писало, что сапёры обнаружили 500-килограммовую бомбу ФАБ-500 на глубине семи метров — найти её сразу помешали грунтовые воды."
"д. Сосновый Бор расположена в 28 км (по дорогам в 72 км) к западу от города Нижние Серги, преимущественно на правом берегу реки Юрмыс (левого притока реки Пут, бассейн реки Уфы).","Деревня Сосновый Бор расположена в 28 километрах (по дорогам в 72 километрах) к западу от города Нижние Серги, преимущественно на правом берегу реки Юрмыс (левого притока реки Пут, бассейн реки Уфы)."
"Расположена в 18 км к югу от районного центра Зубцов, в 2 км к северу от деревни Карамзино.","Расположена в 18 километрах к югу от районного центра Зубцов, в 2 км к северу от деревни Карамзино."
"Размер взрослых особей от двух (самки) до четырёх (самцы) с половиной см.","Размер взрослых особей от двух (самки) до четырёх (самцы) с половиной сантиметров."
"Размножение также тормозится, если температура внешней среды ниже 25-26 °.","Размножение также тормозится, если температура внешней среды ниже 25-26 градусов."
"Набрав воды и бензина он отправился в путь, но не учел одного, жара на улице была под 50 °, очень скоро вода и бензин закончились, тогда он решил разбить лагерь, чтобы собраться с силами, но проснуться живым ему уже не было суждено.","Набрав воды и бензина он отправился в путь, но не учел одного, жара на улице была под 50 градусов, очень скоро вода и бензин закончились, тогда он решил разбить лагерь, чтобы собраться с силами, но проснуться живым ему уже не было суждено."
"В соответствии с данными Бюро переписи населения США, Саванна имеет общую пл. 202,3 квадратных км, из которых 193,5 км² — суша и 8,8 км² — водная поверхность (4,31 %).","В соответствии с данными Бюро переписи населения США, Саванна имеет общую площадь 202,3 квадратных километра, из которых 193,5 км² — суша и 8,8 км² — водная поверхность (4,31 %)."
"выс. селения над уровнем моря — 227 м.","Высота селения над уровнем моря — 227 метров."
"Диаметр обрабатываемого отверстия может составлять от нескольких мм (Токарно-винторезный станок) до нескольких м (Токарно-карусельный станок).","Диаметр обрабатываемого отверстия может составлять от нескольких миллиметров (Токарно-винторезный станок) до нескольких метров (Токарно-карусельный станок)."
"В память умещалось до 30 с движения.","В память умещалось до 30 секунд движения."
"Система, получившая назв. ASEC, предусматривает крепление киносъёмочного аппарата на тележке, установленной на прецизионные неразборные рельсы длиной 20,7 м.","Система, получившая название ASEC, предусматривает крепление киносъёмочного аппарата на тележке, установленной на прецизионные неразборные рельсы длиной 20,7 метра."
"В комплекс входил кинопроектор для фронтпроекции и синий экран размером 11,5×22 м, установленный на рельсах длиной 61 м.","В комплекс входил кинопроектор для фронтпроекции и синий экран размером 11,5×22 метра, установленный на рельсах длиной 61 метр."
"Любой макет мог быть установлен на штативе с роботизированной головкой, перемещающемся по отдельным рельсам длиной 9 м.","Любой макет мог быть установлен на штативе с роботизированной головкой, перемещающемся по отдельным рельсам длиной 9 метров."
"д. расположена в южной части округа на расстоянии менее 1 км по прямой на с. от деревни Новая Каменка.","Деревня расположена в южной части округа на расстоянии менее 1 километра по прямой на север от деревни Новая Каменка."
"Учтепе (Уч-Тепе, азерб. Üçtəpə) — три больших «кургана вождей» в степной зоне Восточного Азербайджана, на Мильской равнине, у села Салманбейли в Агджабединском районе, близ городища Галатепе и кургана Янтепе, в 20 км к северо-западу от Орен-Калы.","Учтепе (Уч-Тепе, азерб. Üçtəpə) — три больших «кургана вождей» в степной зоне Восточного Азербайджана, на Мильской равнине, у села Салманбейли в Агджабединском районе, близ городища Галатепе и кургана Янтепе, в 20 километрах к северо-западу от Орен-Калы."
"сев. курган высотой 4 м и диаметром 65—70 м был разрушен при строительстве газопровода.","Северный курган высотой 4 метра и диаметром 65—70 метров был разрушен при строительстве газопровода."
"Конусообразная насыпь кургана № 3 в урочище Учтепе имеет высоту 13,1—13,2 м при диаметре 130 м.","Конусообразная насыпь кургана № 3 в урочище Учтепе имеет высоту 13,1—13,2 метра при диаметре 130 метров."
"Для погребения кургана № 3 могильника Учтепе были издалека привезены ок. 100 брёвен можжевельника длиной 8 м.","Для погребения кургана № 3 могильника Учтепе были издалека привезены около 100 брёвен можжевельника длиной 8 метров."
"В погребении, к-рый датируется VIII веком, в кургане № 3 могильника Учтепе, на глубине 13 м, при раскопках 19 июля 1960 года найдена золотая монета-подвеска, солид Юстиниана I (527—565) с двумя отверстиями выше и ниже изображения головы императора, а также золотая шейная гривна из четырёхгранной проволоки и поясной набор.","В погребении, которое датируется VIII веком, в кургане № 3 могильника Учтепе, на глубине 13 метров, при раскопках 19 июля 1960 года найдена золотая монета-подвеска, солид Юстиниана I (527—565) с двумя отверстиями выше и ниже изображения головы императора, а также золотая шейная гривна из четырёхгранной проволоки и поясной набор."
"Камень представляет собой валун красноватого цвета неправильной формы, размером примерно 3 м в поперечнике, по составу является гранитом вида рапакиви (горная порода, в составе которой преобладают минералы из группы полевых шпатов и кварц).","Камень представляет собой валун красноватого цвета неправильной формы, размером примерно 3 метра в поперечнике, по составу является гранитом вида рапакиви (горная порода, в составе которой преобладают минералы из группы полевых шпатов и кварц)."
"Первоначально камень находился примерно в 5 км от Полоцка, вниз по течению Западной Двины, ближе к левому берегу, напротив деревни Подкостельцы (вошла в состав современного Новополоцка).","Первоначально камень находился примерно в 5 километрах от Полоцка, вниз по течению Западной Двины, ближе к левому берегу, напротив деревни Подкостельцы (вошла в состав современного Новополоцка)."
"с. находится в центральной части Тульской области, в зоне хвойно-широколиственных лесов, в пределах северо-восточной части Среднерусской возвышенности, к востоку от реки Упы, к югу от автодороги Р132, на расстоянии примерно 23 км (по прямой) к западу от города Тулы, административного центра округа и области.","Село находится в центральной части Тульской области, в зоне хвойно-широколиственных лесов, в пределах северо-восточной части Среднерусской возвышенности, к востоку от реки Упы, к югу от автодороги Р132, на расстоянии примерно 23 километров (по прямой) к западу от города Тулы, административного центра округа и области."
"Воде дают впитаться в йербу неск. с и доливают горячей (или холодной, как в случае терере) водой примерно до 7-8 мм от края, стараясь не намочить мате на поверхности.","Воде дают впитаться в йербу несколько секунд и доливают горячей (или холодной, как в случае терере) водой примерно до 7-8 мм от края, стараясь не намочить мате на поверхности."
"Через деревню проходит асфальтированная дорога 46K-0390, а так же в км находится дорога федерального значения А107","Через деревню проходит асфальтированная дорога 46K-0390, а так же в километре находится дорога федерального значения А107"
"Различают длительную (при температуре 63—65 °C в течение 30—40 минут), короткую (при температуре 82—85 °C в течение 0,5—1 минуты) и мгновенную (при температуре 92—98 °C в течение нескольких с) пастеризации.","Различают длительную (при температуре 63—65 °C в течение 30—40 минут), короткую (при температуре 82—85 °C в течение 0,5—1 минуты) и мгновенную (при температуре 92—98 °C в течение нескольких секунд) пастеризации."
"При нагревании продукта на неск. с до температуры выше 100 °C принято говорить об ультрапастеризации.","При нагревании продукта на несколько секунд до температуры выше 100 °C принято говорить об ультрапастеризации."
"Активно занимался спортом, в 1975—1982 гг. являлся членом сборной Ленинграда по лёгкой атлетике, был победителем всесоюзных соревнований среди юношей в беге на средние дистанции и рекордсменом Ленинграда в стипль-чезе среди молодёжи, чемпионом армии (ВВС) в беге на 5000 и 10000 м, призёром всесоюзных соревнований на 3000 м с/п.","Активно занимался спортом, в 1975—1982 гг. являлся членом сборной Ленинграда по лёгкой атлетике, был победителем всесоюзных соревнований среди юношей в беге на средние дистанции и рекордсменом Ленинграда в стипль-чезе среди молодёжи, чемпионом армии (ВВС) в беге на 5000 и 10000 метров, призёром всесоюзных соревнований на 3000 м с/п."
"За каждый промах предусмотрено прохождение штрафного круга, к-рый составляет 100 м.","За каждый промах предусмотрено прохождение штрафного круга, который составляет 100 метров."
"Его выс. составляет ок. 25 м, пл. 600 квадратных м.","Его высота составляет около 25 м, площадь 600 квадратных метров."
"В 4 часа утра 4 октября 1993 года на 31-м км Щёлковского ш. отряд попал в засаду, организованную Щёлковским ОМОНом, исполнявшим приказы президента Ельцина и министра внутренних дел В.Ерина.","В 4 часа утра 4 октября 1993 года на 31-м километре Щёлковского шоссе отряд попал в засаду, организованную Щёлковским ОМОНом, исполнявшим приказы президента Ельцина и министра внутренних дел В.Ерина."
"10 октября 1942 года в 14:10 с высоты 4000 м, с разных сторон был совершён первый массированный налёт люфтваффе на Грозный и его промышленные объекты в Сталинском (ныне Заводском) районе Грозного.","10 октября 1942 года в 14:10 с высоты 4000 метров, с разных сторон был совершён первый массированный налёт люфтваффе на Грозный и его промышленные объекты в Сталинском (ныне Заводском) районе Грозного."
"Армада «Junkers Ju 88» и «Heinkel He 111», состоящая из 85 самолётов, в сопровождении 30—40 истребителей, пикируя до 200—300 м сбрасывала фугасные и зажигательные бомбы.","Армада «Junkers Ju 88» и «Heinkel He 111», состоящая из 85 самолётов, в сопровождении 30—40 истребителей, пикируя до 200—300 метров сбрасывала фугасные и зажигательные бомбы."
"Температура пламени была настолько велика, что вода в водоёме, находившемся в 40 м от очага пожара, закипела.","Температура пламени была настолько велика, что вода в водоёме, находившемся в 40 метрах от очага пожара, закипела."
"Скульптура прикреплена болтами к железобетонному постаменту трапециевидной формы размером 4,5 × 1,5 × 0,9 м.","Скульптура прикреплена болтами к железобетонному постаменту трапециевидной формы размером 4,5 × 1,5 × 0,9 метра."
"Первоначально к передней части постамента с правой стороны была прикреплена метал. литая доска размером 0,78 × 0,6 м, на которой высечен текст:","Первоначально к передней части постамента с правой стороны была прикреплена металлическая литая доска размером 0,78 × 0,6 метра, на которой высечен текст:"
"Его дополнила башенная надстройка в классическом стиле и шпиль, выс. которого 86 м.","Его дополнила башенная надстройка в классическом стиле и шпиль, высота которого 86 метров."
"д. находится в южной части Нижегородской области, в зоне хвойно-широколиственных лесов, к северу от реки Уркат, к востоку от автодороги 89Н-05, на расстоянии приблизительно 15 км (по прямой) к юго-востоку от города Первомайска, административного центра района.","Деревня находится в южной части Нижегородской области, в зоне хвойно-широколиственных лесов, к северу от реки Уркат, к востоку от автодороги 89Н-05, на расстоянии приблизительно 15 километров (по прямой) к юго-востоку от города Первомайска, административного центра района."
"Абсолютная выс. — 139 м над уровнем моря.","Абсолютная высота — 139 метров над уровнем моря."
"В период цветения парнолистника суточный привес контрольного улья 300, иногда 500—700 г.","В период цветения парнолистника суточный привес контрольного улья 300, иногда 500—700 грамм."
"Останутся считанные с на поиск выхода — разблокированных ворот эвакуационного туннеля…","Останутся считанные секунды на поиск выхода — разблокированных ворот эвакуационного туннеля…"
"Когда пара обратилась в суд с требованием запретить демонстрацию, был вынесен приговор, к-рый разрешил протест, но не ближе чем в 200 м от места проведения церемонии в израильском Ришон-ле-Ционе.","Когда пара обратилась в суд с требованием запретить демонстрацию, был вынесен приговор, который разрешил протест, но не ближе чем в 200 метрах от места проведения церемонии в израильском Ришон-ле-Ционе."
"В 30 км от Кедабека на реке Калакенд Сименсы построили второй медеплавильный завод.","В 30 километрах от Кедабека на реке Калакенд Сименсы построили второй медеплавильный завод."
"с. расположено на высоте 159 м над уровнем моря, на реке Куболта.","Село расположено на высоте 159 метров над уровнем моря, на реке Куболта."
"Санфорд (англ. Mount Sanford) — щитовидный вулкан высотой 4949 м, располож. на востоке Аляски рядом с рекой Коппер.","Санфорд (англ. Mount Sanford) — щитовидный вулкан высотой 4949 метров, расположенный на востоке Аляски рядом с рекой Коппер."
"юж. склон вулкана возвышается на 2400 м на участке протяженностью 1600 м, что делает этот склон одним из самых крутых в Северной Америке.","Южный склон вулкана возвышается на 2400 метров на участке протяженностью 1600 метров, что делает этот склон одним из самых крутых в Северной Америке."
"Два значительных потока лавы — поток, прошедший 18 км на северо-восток, а также ещё один поток, к-рый извергался из рифтовой зоны сбоку от вулкана ок. 320 000 лет назад.","Два значительных потока лавы — поток, прошедший 18 километров на северо-восток, а также ещё один поток, который извергался из рифтовой зоны сбоку от вулкана около 320 000 лет назад."
"Список горных вершин Аляски выше 4000 м","Список горных вершин Аляски выше 4000 метров"
"Находится на расстоянии примерно 10 км по прямой на запад-северо-запад от районного центра поселка Нема.","Находится на расстоянии примерно 10 километров по прямой на запад-северо-запад от районного центра поселка Нема."
"Слабое ощущение правильной ритмической последовательности получалось лишь в силу повторяемости определённого количества «вольных м» или ритмических единиц, в параллельных стихах или, лучше, коленах.","Слабое ощущение правильной ритмической последовательности получалось лишь в силу повторяемости определённого количества «вольных метров» или ритмических единиц, в параллельных стихах или, лучше, коленах."
"Для песни можно установить один закон: распределение акцентов стиха выполняет в ней муз. м и именно таким образом, что звуки, соответствующие слогам с формальным ударением, размещаются по сильным временам музыкального м, а моменты смыслового ударения выделяются большей длительностью соответствующего звука, отчего этот посл. делается интонационным центром фразы.","Для песни можно установить один закон: распределение акцентов стиха выполняет в ней музыкальный метр и именно таким образом, что звуки, соответствующие слогам с формальным ударением, размещаются по сильным временам музыкального метра, а моменты смыслового ударения выделяются большей длительностью соответствующего звука, отчего этот последний делается интонационным центром фразы."
"Холсолл была самой молодой участницей сборной Англии по плаванию на Играх Содружества 2006 года в Мельбурне, где она завоевала серебряные медали в эстафете 4×100 м вольным стилем и комбинированной 4×100 м.","Холсолл была самой молодой участницей сборной Англии по плаванию на Играх Содружества 2006 года в Мельбурне, где она завоевала серебряные медали в эстафете 4×100 метров вольным стилем и комбинированной 4×100 метров."
"Она была членом сборной на чемпионате Европы по водным видам спорта в эстафете 4×100 м, к-рый взяла золото в августе 2006 года и успешно защитила свой титул в августе 2008 года в Эйндховене.","Она была членом сборной на чемпионате Европы по водным видам спорта в эстафете 4×100 метров, которая взяла золото в августе 2006 года и успешно защитила свой титул в августе 2008 года в Эйндховене."
"Холсолл представляла Великобританию на летних Олимпийских играх 2008 на дистанциях 100 м баттерфляем, 50 м вольным стилем, 100 м вольным стилем и в эстафетах 4×100 м вольным стилем, 4×200 м вольным стилем и комбинированной 4×100 м.","Холсолл представляла Великобританию на летних Олимпийских играх 2008 на дистанциях 100 метров баттерфляем, 50 метров вольным стилем, 100 м вольным стилем и в эстафетах 4×100 м вольным стилем, 4×200 м вольным стилем и комбинированной 4×100 м."
"Холсолл также выступила в эстафете 4×100 м, заняв 5-е место.","Холсолл также выступила в эстафете 4×100 метров, заняв 5-е место."
"Холсолл выиграла пять медалей на чемпионате Европы 2010 года в Будапеште: 2 золота, 2 серебра и бронзу, и была в составе эстафетной команды на дистанции 4×100 м, к-рый успешно защитила свой титул во второй раз.","Холсолл выиграла пять медалей на чемпионате Европы 2010 года в Будапеште: 2 золота, 2 серебра и бронзу, и была в составе эстафетной команды на дистанции 4×100 метров, которая успешно защитила свой титул во второй раз."
"На Играх Содружества 2010 года в Нью-Дели Холсол выиграла золотую медаль с национальным рекордом в 26,19 с на дистанции 50 м баттерфляем, обыграв австралийских пловчих.","На Играх Содружества 2010 года в Нью-Дели Холсол выиграла золотую медаль с национальным рекордом в 26,19 секунды на дистанции 50 метров баттерфляем, обыграв австралийских пловчих."
"На дистанции 100 м вольным стилем Холсолл была фаворитом, но из-за болезни не сумела показать свой максимум и завоевала бронзовую медаль.","На дистанции 100 метров вольным стилем Холсолл была фаворитом, но из-за болезни не сумела показать свой максимум и завоевала бронзовую медаль."
"Позже на Играх Холсолл восстановилась и сумела выиграть еще 3 серебряные медали в женской 50 метровой дистанции вольным стилем, а также в составе эстафет 4×100 м вольным стилем и комбинированной 4×100 м.","Позже на Играх Холсолл восстановилась и сумела выиграть еще 3 серебряные медали в женской 50 метровой дистанции вольным стилем, а также в составе эстафет 4×100 метров вольным стилем и комбинированной 4×100 метров."
"В финале комбинированной эстафеты 4×100 брит. команда финишировала восьмой, а Холсолл свой этап преодолела за 54,08 с.","В финале комбинированной эстафеты 4×100 британская команда финишировала восьмой, а Холсолл свой этап преодолела за 54,08 секунды."
"Холсол не сумела завоевать медаль на дистанции 50 м баттерфляем, заняв четвертое место.","Холсол не сумела завоевать медаль на дистанции 50 метров баттерфляем, заняв четвертое место."
"Тем не менее, она завоевала бронзу на дистанции 50 м вольным стилем, показав время 24,30 с.","Тем не менее, она завоевала бронзу на дистанции 50 метров вольным стилем, показав время 24,30 секунды."
"При этом, она уступила 0,02 с бронзовому призёру и 0,06 чемпионке.","При этом, она уступила 0,02 секунды бронзовому призёру и 0,06 чемпионке."
"Вид населяет горы Удзунгва в Танзании на высоте от 250 до 2200 м над уровнем моря.","Вид населяет горы Удзунгва в Танзании на высоте от 250 до 2200 метров над уровнем моря."
"д. находится в западной части Тульской области, в зоне хвойно-широколиственных лесов, в пределах северной части Среднерусской возвышенности, к северу от автодороги 70Н-100, на расстоянии примерно 11 км (по прямой) к северо-северо-востоку от города Суворова, административного центра района.","Деревня находится в западной части Тульской области, в зоне хвойно-широколиственных лесов, в пределах северной части Среднерусской возвышенности, к северу от автодороги 70Н-100, на расстоянии примерно 11 километров (по прямой) к северо-северо-востоку от города Суворова, административного центра района."
"Абсолютная выс. — 235 м над уровнем моря.","Абсолютная высота — 235 метров над уровнем моря."
"пос. находится в западной части Курской области, в лесостепной зоне, в пределах Среднерусской возвышенности, к югу от автодороги А142, на расстоянии приблизительно 6 км (по прямой) к северо-востоку от Хомутовки, административного центра района.","Посёлок находится в западной части Курской области, в лесостепной зоне, в пределах Среднерусской возвышенности, к югу от автодороги А142, на расстоянии приблизительно 6 километров (по прямой) к северо-востоку от Хомутовки, административного центра района."
"Абсолютная выс. — 176 м над уровнем моря.","Абсолютная высота — 176 метров над уровнем моря."
"12-16 июля на границе между армянским Тавушем и азербайджанским Товузом, за сотни км от Нагорного Карабаха, произошли боестолкновения, ставшие самым крупным военным инцидентом между сторонами с апреля 2016 года.","12-16 июля на границе между армянским Тавушем и азербайджанским Товузом, за сотни километров от Нагорного Карабаха, произошли боестолкновения, ставшие самым крупным военным инцидентом между сторонами с апреля 2016 года."
"през. НКР Араик Арутюнян признал, что на южном участке фронта азерб. армия вышла к Зангеланскому району и оказалась в считанных км от границы Армении.","Президент НКР Араик Арутюнян признал, что на южном участке фронта азербайджанская армия вышла к Зангеланскому району и оказалась в считанных километрах от границы Армении."
