question,answer
"По состоянию на 2010 г Kleinstaaterei чаще всего упоминается в вопросах образовательной политики, таких как трудности, вызванные различными школьными системами для детей из семей, переезжающих из одной земли в другую.","По состоянию на 2010 год Kleinstaaterei чаще всего упоминается в вопросах образовательной политики, таких как трудности, вызванные различными школьными системами для детей из семей, переезжающих из одной земли в другую."
"кн. Сулейма ибн Кайса — Китабу Сулейм ибн Кайс аль-Хиляли — кн. хадисов, составленная одним из сподвижников первого имама шиитов Али ибн Абу Талиба.","Книга Сулейма ибн Кайса — Китабу Сулейм ибн Кайс аль-Хиляли — книга хадисов, составленная одним из сподвижников первого имама шиитов Али ибн Абу Талиба."
"Это самая старая шиитская кн. хадисов, автор которой был очевидцем всех событий той эпохи и ключевых сражений, которыми руководил имам Али.","Это самая старая шиитская книга хадисов, автор которой был очевидцем всех событий той эпохи и ключевых сражений, которыми руководил имам Али."
"Сулейм ибн Кайс род. в Куфе между 7 и 9 г. хиджры/ в 629—631 гг. н. э.","Сулейм ибн Кайс родился в Куфе между 7 и 9 г. хиджры/ в 629—631 гг. н. э."
"Там он познакомился с Абаном ибн Аби Айяшем, от которого до нас и дошла его кн. хадисов.","Там он познакомился с Абаном ибн Аби Айяшем, от которого до нас и дошла его книга хадисов."
"Называются следующие даты: 76 г хиджры/ 695 г. н. э., период с 80 по 90 г. хиджры/ 699—708 гг. н.э.","Называются следующие даты: 76 год хиджры/ 695 г. н. э., период с 80 по 90 г. хиджры/ 699—708 гг. н.э."
"В связи с этим у некоторых из них есть сомнения относительно того, является ли кн. Сулейма ибн Кайса аутентичной и дошла ли она до наших времён в не изменённом виде.","В связи с этим у некоторых из них есть сомнения относительно того, является ли книга Сулейма ибн Кайса аутентичной и дошла ли она до наших времён в не изменённом виде."
"Другие мухаддисы убеждены, что кн. Сулейма ибн Кайса полностью выдумана Абаном ибн Аби Айяшем и к реальному Сулейму отношения никакого не имеет.","Другие мухаддисы убеждены, что книга Сулейма ибн Кайса полностью выдумана Абаном ибн Аби Айяшем и к реальному Сулейму отношения никакого не имеет."
"Третье, промежуточное мнение заключается в т., что в книгу, действительно принадлежащую авторству Сулейма ибн Кайса, Абан ибн Аби Айяш добавил какие-то части от себя.","Третье, промежуточное мнение заключается в том, что в книгу, действительно принадлежащую авторству Сулейма ибн Кайса, Абан ибн Аби Айяш добавил какие-то части от себя."
"Он отмечал, что хадисы, содержащиеся в рассматриваемой книге, переданы Абаном ибн Аби Айяшем, и смысл их правилен, однако сама кн. не вызывает доверия в силу сомнительности передатчиков, а потому шиитам не дозволяется действовать в соответствии с большинством из приведённых в ней хадисов, ибо сфабрикованные предания смешаны в ней с достоверными, а отделить одни от других — проблематично .","Он отмечал, что хадисы, содержащиеся в рассматриваемой книге, переданы Абаном ибн Аби Айяшем, и смысл их правилен, однако сама книга не вызывает доверия в силу сомнительности передатчиков, а потому шиитам не дозволяется действовать в соответствии с большинством из приведённых в ней хадисов, ибо сфабрикованные предания смешаны в ней с достоверными, а отделить одни от других — проблематично ."
"В частности, в уже упоминавшейся книге «Фихрист» шейха Туси отмечается, что кн. Сулейма ибн Кайса дошла через две цепочки передатчиков — от Абана ибн Аби Айяша и от Хамада ибн Исы ибн Ибрахима ибн Умара аль-Йамани.","В частности, в уже упоминавшейся книге «Фихрист» шейха Туси отмечается, что книга Сулейма ибн Кайса дошла через две цепочки передатчиков — от Абана ибн Аби Айяша и от Хамада ибн Исы ибн Ибрахима ибн Умара аль-Йамани."
"Перевод книги Сулейма ибн Кайса на рус. яз. Архивная копия от 27 января 2019 на Wayback Machine","Перевод книги Сулейма ибн Кайса на русский язык Архивная копия от 27 января 2019 на Wayback Machine"
"Переводы книги Сулейма ибн Кайса на англ Архивная копия от 8 июня 2013 на Wayback Machine","Переводы книги Сулейма ибн Кайса на английский Архивная копия от 8 июня 2013 на Wayback Machine"
"кн. Сулейма ибн Кайса аль-Хилали Архивная копия от 16 сентября 2014 на Wayback Machine","Книга Сулейма ибн Кайса аль-Хилали Архивная копия от 16 сентября 2014 на Wayback Machine"
"кн. Сулейма ибн Кайса в формате аудиокниги Архивная копия от 27 января 2016 на Wayback Machine","Книга Сулейма ибн Кайса в формате аудиокниги Архивная копия от 27 января 2016 на Wayback Machine"
"Жарнув (пол. Żarnów) — сельская гмина (волость) в Польше, входит как адм. единица в Опочненский повет, Лодзинское воеводство.","Жарнув (пол. Żarnów) — сельская гмина (волость) в Польше, входит как административная единица в Опочненский повет, Лодзинское воеводство."
"нас. — 6322 чел. (на 2004 г).","Население — 6322 человека (на 2004 год)."
"Сельское поселение Ганусовское — упразднённое муницип. образование (сельское поселение) в Раменском муниципальном районе Московской области России.","Сельское поселение Ганусовское — упразднённое муниципальное образование (сельское поселение) в Раменском муниципальном районе Московской области России."
"адм. центр — пос. Рылеево.","Административный центр — посёлок Рылеево."
"4 мая 2019 года Раменский муницип. р-н был упразднён, а все входившие в него городские и сельские поселения объединены в новое единое муницип. образование — Раменский гор. округ.","4 мая 2019 года Раменский муниципальный район был упразднён, а все входившие в него городские и сельские поселения объединены в новое единое муниципальное образование — Раменский городской округ."
"Адрес администрации: 140144, моск. область, Раменский р-н, п. Рылеево, д. 3.","Адрес администрации: 140144, Московская область, Раменский район, п. Рылеево, д. 3."
"пл. территории сельского поселения — 9469 га.","Площадь территории сельского поселения — 9469 га."
"В 2006 г начал играть в «Саскатун Блэйдс», выступающем в Западной хоккейной лиге (WHL).","В 2006 году начал играть в «Саскатун Блэйдс», выступающем в Западной хоккейной лиге (WHL)."
"За свой посл. сезон в «Блэйдс» он одержал 40 побед в 61 игре.","За свой последний сезон в «Блэйдс» он одержал 40 побед в 61 игре."
"В т. матче он вышел на замену Михалу Нойвирту за 10 минут до конца игры.","В том матче он вышел на замену Михалу Нойвирту за 10 минут до конца игры."
"Спустя два дня он впервые вышел в стартовом составе «Вашингтон Кэпиталз» в матче против «Филадельфия Флайерз», к-рый «столичные» выиграли 3:2 в овертайме.","Спустя два дня он впервые вышел в стартовом составе «Вашингтон Кэпиталз» в матче против «Филадельфия Флайерз», который «столичные» выиграли 3:2 в овертайме."
"В 2012 г Холтби вышел в стартовом составе «столичных» на первую игру серии плей-офф против «Бостон Брюинз», к-рый была проиграна 0:1.","В 2012 году Холтби вышел в стартовом составе «столичных» на первую игру серии плей-офф против «Бостон Брюинз», которая была проиграна 0:1."
"гл. тренер команды Дейл Хантер решил выпустить Брэйдена в стартовом составе и на следующую игру, несмотря на то, что основные вратари восстановились после травм.","Главный тренер команды Дейл Хантер решил выпустить Брэйдена в стартовом составе и на следующую игру, несмотря на то, что основные вратари восстановились после травм."
"За две минуты до конца второго матча серии при счёте 3:2 в пользу «Вашингтона» голкипер «Кэпиталз» отбил клюшкой бросок Алекса Така в пустой угол ворот, совершив сейв, к-рый партнёры по команде и комментаторы назвали сейвом года, а сам Холтби — сэйвом всей его жизни.","За две минуты до конца второго матча серии при счёте 3:2 в пользу «Вашингтона» голкипер «Кэпиталз» отбил клюшкой бросок Алекса Така в пустой угол ворот, совершив сейв, который партнёры по команде и комментаторы назвали сейвом года, а сам Холтби — сэйвом всей его жизни."
"В 2007 г Холтби получил вызов в молодёжную сборную Канады на Чемпионат мира среди юниоров до 18 лет, в составе которой провёл 1 матч.","В 2007 году Холтби получил вызов в молодёжную сборную Канады на Чемпионат мира среди юниоров до 18 лет, в составе которой провёл 1 матч."
"Наибольшее кол-во побед в одном сезоне — 48 в сезоне 2015/16 (совместно с Мартином Бродёром в сезоне 2006/07)","Наибольшее количество побед в одном сезоне — 48 в сезоне 2015/16 (совместно с Мартином Бродёром в сезоне 2006/07)"
"Наибольшее кол-во сыгранных матчей в одном сезоне среди вратарей — 73 в сезоне 2014/15 (совместно с Олафом Кёльцигом (1999/00))","Наибольшее количество сыгранных матчей в одном сезоне среди вратарей — 73 в сезоне 2014/15 (совместно с Олафом Кёльцигом (1999/00))"
"Наибольшее кол-во сыгранных матчей подряд в одном сезоне среди вратарей — 23 в сезоне 2014/15","Наибольшее количество сыгранных матчей подряд в одном сезоне среди вратарей — 23 в сезоне 2014/15"
"Наибольшее кол-во поражений в овертайме в одном сезоне — 11 в сезоне 2014/15 (совместно с Олафом Кёльцигом (2005/06))","Наибольшее количество поражений в овертайме в одном сезоне — 11 в сезоне 2014/15 (совместно с Олафом Кёльцигом (2005/06))"
"Наибольшее кол-во отражённых бросков в одном сезоне — 1887 в сезоне 2014/15","Наибольшее количество отражённых бросков в одном сезоне — 1887 в сезоне 2014/15"
"Наибольшее кол-во «сухих матчей» в одном сезоне — 9 в сезонах 2014/15, 2016/17 (совместно с Джимом Кэри (1995/96))","Наибольшее количество «сухих матчей» в одном сезоне — 9 в сезонах 2014/15, 2016/17 (совместно с Джимом Кэри (1995/96))"
"Наибольшее кол-во «сухих матчей» за карьеру — 35 (2010—20) (совместно с Олафом Кёльцигом (1989—2008))","Наибольшее количество «сухих матчей» за карьеру — 35 (2010—20) (совместно с Олафом Кёльцигом (1989—2008))"
"17 февраля 1969 г, пос. Токаревка, Тельманский р-н, Карагандинская область, Казахская ССР, СССР) — быв. нем. футболист, полузащитник, ныне тренер и футбольный скаут.","17 февраля 1969 год, посёлок Токаревка, Тельманский район, Карагандинская область, Казахская ССР, СССР) — бывший немецкий футболист, полузащитник, ныне тренер и футбольный скаут."
"род. в 1969 г в посёлке Токаревка Карагандинской области Казахстана.","Родился в 1969 году в посёлке Токаревка Карагандинской области Казахстана."
"Мать — казахстанская немка, отец — рус.","Мать — казахстанская немка, отец — русский."
"В период с 1990 по 2002 гг. выступал за клубы Региональной лиги и Второй Бундеслиги.","В период с 1990 по 2002 годы выступал за клубы Региональной лиги и Второй Бундеслиги."
"наиб. ярким моментом в его игровой карьере была игра за ФК «Энерги» из Котбуса.","Наиболее ярким моментом в его игровой карьере была игра за ФК «Энерги» из Котбуса."
"Будучи перспективным игроком, в 2001 г Алексей был привлечён в основную команду рижан главным тренером коллектива Александром Старковым.","Будучи перспективным игроком, в 2001 году Алексей был привлечён в основную команду рижан главным тренером коллектива Александром Старковым."
"Закрепиться в составе команды Вишняков не сумел и, проведя в составе рижан всего две игры, Алексей перешёл в др. рижский клуб — «Ауда», выступающий в первой лиге латышского футбола.","Закрепиться в составе команды Вишняков не сумел и, проведя в составе рижан всего две игры, Алексей перешёл в другой рижский клуб — «Ауда», выступающий в первой лиге латышского футбола."
"Вместе с командой Вишняков трижды становился чемпионом страны в 2001, 2003 и 2004 гг, а также обладателем Кубка Латвии в 2001 г.","Вместе с командой Вишняков трижды становился чемпионом страны в 2001, 2003 и 2004 годах, а также обладателем Кубка Латвии в 2001 году."
"Первый и единств. гол за команду забил 31 августа в игре чемпионата страны против «Ягеллонии».","Первый и единственный гол за команду забил 31 августа в игре чемпионата страны против «Ягеллонии»."
"9 августа 2014 Вишняков подписал контракт сроком на один г с молдавским клубом Зимбру.","9 августа 2014 Вишняков подписал контракт сроком на один год с молдавским клубом Зимбру."
"В национальной сборной дебютировал по приглашению Юрия Андреева 1 дек. 2004 года в товарищеском матче против сборной Омана.","В национальной сборной дебютировал по приглашению Юрия Андреева 1 декабря 2004 года в товарищеском матче против сборной Омана."
"Помимо официальных встреч, Алексей также принял участие в игре против молодёжной сборной Германии, к-рый состоялась 28 февраля 2006 года и закончилась победой латышей со счётом 2:1.","Помимо официальных встреч, Алексей также принял участие в игре против молодёжной сборной Германии, которая состоялась 28 февраля 2006 года и закончилась победой латышей со счётом 2:1."
"мл. брат Алексея — Эдуард — также профессиональный футболист, нападающий.","Младший брат Алексея — Эдуард — также профессиональный футболист, нападающий."
"нас. кантона на 2006 г составляло 18 299 чел.","Население кантона на 2006 год составляло 18 299 человек."
"Ангулен — нас. 3701 чел.","Ангулен — население 3701 чел."
"Этре — нас. 8687 чел.","Этре — население 8687 чел."
"Шателайон-Плаж — нас. 5911 чел.","Шателайон-Плаж — население 5911 чел."
"Домпьер-сюр-Мер — нас. 5275 чел.","Домпьер-сюр-Мер — население 5275 чел."
"Периньи — нас. 6623 чел.","Периньи — население 6623 чел."
"нац. ин-т статистики (фр.)","Национальный институт статистики (фр.)"
"Куберганя (якут. Кэбэргэнэ) — с. в Абыйском улусе Якутии России.","Куберганя (якут. Кэбэргэнэ) — село в Абыйском улусе Якутии России."
"Образует Майорский нац. наслег.","Образует Майорский национальный наслег."
"с. расположено за Северным полярным кругом, в 170 км к юго-западу от посёлка Белая Гора (центра Абыйского улуса).","Село расположено за Северным полярным кругом, в 170 км к юго-западу от посёлка Белая Гора (центра Абыйского улуса)."
"с. основано в 1931 г.","Село основано в 1931 году."
"С 30 ноября 2004 года с. образует Майорский нац. наслег.","С 30 ноября 2004 года село образует Майорский национальный наслег."
"В селе имеются сельский клуб (при клубе действует эвенский нар. фольк. анс. «Нонгдан», дет. танцевальный анс. «Нольтонко», молодёжная орг-ция «Аркук»), средняя общеобразовательная школа, дет. сад, участковая б-ца, почта.","В селе имеются сельский клуб (при клубе действует эвенский народный фольклорный ансамбль «Нонгдан», детский танцевальный ансамбль «Нольтонко», молодёжная организация «Аркук»), средняя общеобразовательная школа, детский сад, участковая больница, почта."
"В период весенней и осенней распутицы нас. пользуется услугами воздушного транспорта.","В период весенней и осенней распутицы население пользуется услугами воздушного транспорта."
"№ 0124164 / Реестр наименований географических объектов на территорию Республики Саха (Якутия) по состоянию на 13.12.2018 // гос. каталог географических названий / rosreestr.ru.","№ 0124164 / Реестр наименований географических объектов на территорию Республики Саха (Якутия) по состоянию на 13.12.2018 // Государственный каталог географических названий / rosreestr.ru."
"Они отличаются друг от друга тем, что Приморский парк посещается примерно 500 000 чел., тогда как парк Евксинограда предназначен для пользования только президентом и членами правительства, и поддерживается намного лучше.","Они отличаются друг от друга тем, что Приморский парк посещается примерно 500 000 человек, тогда как парк Евксинограда предназначен для пользования только президентом и членами правительства, и поддерживается намного лучше."
"В последние гг. активно застраивается прибрежная ч. парка, к-рый сама по себе представляет природный феномен.","В последние годы активно застраивается прибрежная часть парка, которая сама по себе представляет природный феномен."
"До середины XIX вв. в районе Морского сада был пустырь за стенами города.","До середины XIX века в районе Морского сада был пустырь за стенами города."
"Под Пантеоном находились французские кладбища, где в 1854 г умерли от холеры французские солдаты, недалеко от старого городского кладбища.","Под Пантеоном находились французские кладбища, где в 1854 году умерли от холеры французские солдаты, недалеко от старого городского кладбища."
"Весной 1862 года Хафиз Эйюб, предс. местного торгового совета, при поддержке мулиазима (мэра) города Халила Эфенди и турецкого коменданта города Саида-паши приказал оградить место для постройки городского сада (Белидие Бахча).","Весной 1862 года Хафиз Эйюб, председатель местного торгового совета, при поддержке мулиазима (мэра) города Халила Эфенди и турецкого коменданта города Саида-паши приказал оградить место для постройки городского сада (Белидие Бахча)."
"Он представлял собой огород возле нынешнего входа-колоннады, к-рый позже был расширен, посажены вишни, липы и каштаны.","Он представлял собой огород возле нынешнего входа-колоннады, который позже был расширен, посажены вишни, липы и каштаны."
"Вскоре после Освобождения в 1881 г мэр Варны Михаил Колони предложил создать гор. сад ок. театра и приморского парка.","Вскоре после Освобождения в 1881 году мэр Варны Михаил Колони предложил создать городской сад около театра и приморского парка."
"Его идея воспринимается с недоверием местного парламента, к-рый дал небольшую сумму для строительства.","Его идея воспринимается с недоверием местного парламента, который дал небольшую сумму для строительства."
"изв. археолог Карел Шкорпил, проживающий в Варне, приглашает чешского паркостроителя Антона Новака, прославленного строительством дворцов Шенбрунн и Бельведер в Вене.","Известный археолог Карел Шкорпил, проживающий в Варне, приглашает чешского паркостроителя Антона Новака, прославленного строительством дворцов Шенбрунн и Бельведер в Вене."
"архит. берет на себя заданную ему задачу, и место быстро очищается, отображается на карте, высаживаются первые редкие растения.","Архитектор берет на себя заданную ему задачу, и место быстро очищается, отображается на карте, высаживаются первые редкие растения."
"К ним относятся вяз, липа, каштан, ясень и др.","К ним относятся вяз, липа, каштан, ясень и другие."
"В 1899 г в связи с «б. деятельностью» Новака на муниципальные деньги для него был построен дом недалеко от входа в Морской сад и здания Радио Варна.","В 1899 году в связи с «большой деятельностью» Новака на муниципальные деньги для него был построен дом недалеко от входа в Морской сад и здания Радио Варна."
"7 марта 1897 года муницип. совет решил сделать фонтан позади буфета (сейчас там находится Морское Казино).","7 марта 1897 года муниципальный совет решил сделать фонтан позади буфета (сейчас там находится Морское Казино)."
"В 1912—1913 гг было построено неск. фонтанов и освещены аллеи.","В 1912—1913 годах было построено несколько фонтанов и освещены аллеи."
"В 1908 г было решено создать аллею Возрождения.","В 1908 году было решено создать аллею Возрождения."
"В самой высокой части аллеи Возрождения при социализме был построен пам. под названием Пантеон, и создана аллея погибших антифашистов.","В самой высокой части аллеи Возрождения при социализме был построен памятник под названием Пантеон, и создана аллея погибших антифашистов."
"Существует уник. традиция посадки хвойных деревьев российскими космонавтами, посещавшими Варну.","Существует уникальная традиция посадки хвойных деревьев российскими космонавтами, посещавшими Варну."
"И сегодня ок. Пантеона растёт посаженное первым болгарским космонавтом Георгием Ивановым дерево.","И сегодня около Пантеона растёт посаженное первым болгарским космонавтом Георгием Ивановым дерево."
"В 1906 г началось стр-во одной из самых известных достопримечательностей города — Аквариума (Морской биологической станции), ныне Института рыбных ресурсов для САА.","В 1906 году началось строительство одной из самых известных достопримечательностей города — Аквариума (Морской биологической станции), ныне Института рыбных ресурсов для САА."
"Теннисный корт и дет. площадка, в наст. время действующие в Морском саду, открылись в 1928 г.","Теннисный корт и детская площадка, в настоящее время действующие в Морском саду, открылись в 1928 году."
"В 1950-х гг Морской сад находит свой совр. дом, военно-морской музей военно-морского флота.","В 1950-х годах Морской сад находит свой современный дом, военно-морской музей военно-морского флота."
"Его первым жителем был медведь Максим, к-рый был подарен матросами эскадронного миноносца «Георгий Димитров».","Его первым жителем был медведь Максим, который был подарен матросами эскадронного миноносца «Георгий Димитров»."
"В 1968 г была построена Астрономическая обсерватория.","В 1968 году была построена Астрономическая обсерватория."
"После 1990 года Приморский парк постепенно уменьшился до площади, которую он занимал до середины ХХ вв. из-за превращения государственной собственности в частную и активной застройки.","После 1990 года Приморский парк постепенно уменьшился до площади, которую он занимал до середины ХХ века из-за превращения государственной собственности в частную и активной застройки."
"Бе́рингов проли́в (англ. Bering Strait, чук. Эʼрвытгыр) — межконтинентальный и межокеанский пролив между Северным Ледовитым и Тихим океанами, к-рый разделяет Азию (самая вост. континентальная точка — мыс Дежнёва на российской Чукотке) и Северную Америку (самая зап. континентальная точка — мыс Принца Уэльского на американской Аляске).","Бе́рингов проли́в (англ. Bering Strait, чук. Эʼрвытгыр) — межконтинентальный и межокеанский пролив между Северным Ледовитым и Тихим океанами, который разделяет Азию (самая восточная континентальная точка — мыс Дежнёва на российской Чукотке) и Северную Америку (самая западная континентальная точка — мыс Принца Уэльского на американской Аляске)."
"Наименьшая шир. — 86 км, наименьшая глубина фарватера — 36 м.","Наименьшая ширина — 86 км, наименьшая глубина фарватера — 36 м."
"Пролив соединяет Чукотское м. (сев. Ледовитый океан) с Беринговым морем (Тихий океан).","Пролив соединяет Чукотское море (Северный Ледовитый океан) с Беринговым морем (Тихий океан)."
"Посередине Берингова пролива лежат острова Диомида: о-в Ратманова — более крупный и располож. западнее, и о-в Крузенштерна.","Посередине Берингова пролива лежат острова Диомида: остров Ратманова — более крупный и расположенный западнее, и остров Крузенштерна."
"Таким образом, о-в Ратманова принадлежит России, а о-в Крузенштерна — США.","Таким образом, остров Ратманова принадлежит России, а остров Крузенштерна — США."
"Там же проходит граница часовых поясов и междунар. линия перемены даты.","Там же проходит граница часовых поясов и международная линия перемены даты."
"На острове Ратманова находится рос. пограничная застава — самая вост. в России.","На острове Ратманова находится российская пограничная застава — самая восточная в России."
"Назван в честь российского мореплавателя Витуса Беринга, к-рый прошёл по этому проливу в 1728 г.","Назван в честь российского мореплавателя Витуса Беринга, который прошёл по этому проливу в 1728 году."
"Однако за 80 лет до Беринга, в 1648 г, через пролив из Чукотки на Аляску прошла экспедиция Семёна Дежнёва, попутно посетив острова Ратманова и Крузенштерна, находящиеся посередине пролива.","Однако за 80 лет до Беринга, в 1648 году, через пролив из Чукотки на Аляску прошла экспедиция Семёна Дежнёва, попутно посетив острова Ратманова и Крузенштерна, находящиеся посередине пролива."
"До этих экспедиций среди европейских картографов бытовало представление, задокументированное примерно с 1560 года, о существовании полумифического Анианского пролива (пролива Аниан) к-рый отмечал границу между Северной Америкой и Азией.","До этих экспедиций среди европейских картографов бытовало представление, задокументированное примерно с 1560 года, о существовании полумифического Анианского пролива (пролива Аниан) который отмечал границу между Северной Америкой и Азией."
"В книге С. П. Крашенинникова «Описание земли Камчатки» (1755 г.) в рассказе о Беринговом м. и Алеутских островах Берингов пролив упоминается ещё под своим старинным названием:","В книге С. П. Крашенинникова «Описание земли Камчатки» (1755 г.) в рассказе о Беринговом море и Алеутских островах Берингов пролив упоминается ещё под своим старинным названием:"
"м., разделяющее Камчатку от Америки, островами наполнено, которые мимо южно-западного конца Америки до пролива Аниянова таким же непрерывным порядком простираются, как Курильские до Японии.","Море, разделяющее Камчатку от Америки, островами наполнено, которые мимо южно-западного конца Америки до пролива Аниянова таким же непрерывным порядком простираются, как Курильские до Японии."
"В антропологии Берингов пролив периода ок. 10 тыс. лет назад и ранее рассматривается как Берингов перешеек, по которому люди — палеоиндейцы — заселили Америку, став известными нам индейцами.","В антропологии Берингов пролив периода около 10 тыс. лет назад и ранее рассматривается как Берингов перешеек, по которому люди — палеоиндейцы — заселили Америку, став известными нам индейцами."
"Отдельно, ок. 5,5 тыс. лет назад, произошёл приход инуитов и эскимосов, распространившихся по всей Арктике (путь их попадания из Сибири в Аляску остаётся загадкой, так как сухопутного перехода между ними тогда не было).","Отдельно, около 5,5 тыс. лет назад, произошёл приход инуитов и эскимосов, распространившихся по всей Арктике (путь их попадания из Сибири в Аляску остаётся загадкой, так как сухопутного перехода между ними тогда не было)."
"Результаты исследований, проведённых Рутгерским университетом, теоретически показали, что всё коренное нас. Америки произошло всего лишь от 70 индивидуумов, прибывших в 14—12 тыс. л. н. по Берингову перешейку, существовавшему тогда между Азией и Америкой.","Результаты исследований, проведённых Рутгерским университетом, теоретически показали, что всё коренное население Америки произошло всего лишь от 70 индивидуумов, прибывших в 14—12 тыс. л. н. по Берингову перешейку, существовавшему тогда между Азией и Америкой."
