question,answer
"В окладной книге Старорязанской десятины от 1676 года с. Купля упоминается с ветхой церковью Воскресения Христова.","В окладной книге Старорязанской десятины от 1676 года село Купля упоминается с ветхой церковью Воскресения Христова."
"В 1774 г тщанием прихожан была возведена новая дерев. церковь, освящение которой состоялось в 1776 г.","В 1774 году тщанием прихожан была возведена новая деревянная церковь, освящение которой состоялось в 1776 году."
"Покровский придел, пристроенный к церкви был освящён в 1777 г.","Покровский придел, пристроенный к церкви был освящён в 1777 году."
"В 1805 г прихожане осилили стр-во колокольни.","В 1805 году прихожане осилили строительство колокольни."
"В 1815 г вся церковь была покрыта новым тесом.","В 1815 году вся церковь была покрыта новым тесом."
"Новый храм был возведён в 1857 г.","Новый храм был возведён в 1857 году."
"В 1863 г вновь здание подверглось пожару и было уничтожено.","В 1863 году вновь здание подверглось пожару и было уничтожено."
"В 1865 г началось новое стр-во каменного храма, к-рый продолжалось 14 лет.","В 1865 году началось новое строительство каменного храма, которое продолжалось 14 лет."
"Окончание строительства пришлось на 1879 г.","Окончание строительства пришлось на 1879 год."
"Освещение трапезной состоялось в 1860-х гг, на 10 лет раньше окончания строительства самого храма.","Освещение трапезной состоялось в 1860-х годах, на 10 лет раньше окончания строительства самого храма."
"Церковь была освящена только в 1886 г и огорожена каменной оградой.","Церковь была освящена только в 1886 году и огорожена каменной оградой."
"До закрытия в храме хранилось Евангелие, изданное в 1640 г.","До закрытия в храме хранилось Евангелие, изданное в 1640 году."
"В 1909 г были произведены работы по росписи внутренних стен храма масляными красками.","В 1909 году были произведены работы по росписи внутренних стен храма масляными красками."
"В 1914 г произошёл пожар, при котором пострадали и основное здание храма, и его трапезная ч. с приделами.","В 1914 году произошёл пожар, при котором пострадали и основное здание храма, и его трапезная часть с приделами."
"В 1915 г церковь отремонтировали и заново расписали.","В 1915 году церковь отремонтировали и заново расписали."
"Попытки закрыть храм принимались в 1920-х и в 1930-х гг, но окончательно церковь была закрыта в 1941 г.","Попытки закрыть храм принимались в 1920-х и в 1930-х годах, но окончательно церковь была закрыта в 1941 году."
"В 1998 г была возобновлена и зарегистрирована православная община.","В 1998 году была возобновлена и зарегистрирована православная община."
"В наст. время, установлены двери, окна и полы, поставлен врем. иконостас.","В настоящее время, установлены двери, окна и полы, поставлен временный иконостас."
"В 2011 г на круглой ротонде храма был возведён купол с главкой и крестом.","В 2011 году на круглой ротонде храма был возведён купол с главкой и крестом."
"Вокселотор представляет собой ингибитор полимеризации HbS, к-рый является центральной аномалией при заболевании серповидноклеточной анемией.","Вокселотор представляет собой ингибитор полимеризации HbS, которая является центральной аномалией при заболевании серповидноклеточной анемией."
"Чемпионами Универсиады стали: мужская ватерпольная сборная и два легкоатлета Виктор Снайдер (бег на 400 м), Станко Лоргер (бег на 110 м с барьерами).","Чемпионами Универсиады стали: мужская ватерпольная сборная и два легкоатлета Виктор Снайдер (бег на 400 метров), Станко Лоргер (бег на 110 метров с барьерами)."
"Эльвин Насреддин оглы Мамедов (азерб. Məmmədov Elvin Nəsrəddin oğlu; 18 июля 1988, Товуз) — азерб. футболист, полузащитник клуба «Шамахы».","Эльвин Насреддин оглы Мамедов (азерб. Məmmədov Elvin Nəsrəddin oğlu; 18 июля 1988, Товуз) — азербайджанский футболист, полузащитник клуба «Шамахы»."
"серебр. призёр чемпионата Азербайджана: 2007/08 (в составе клуба «Интер» Баку)","Серебряный призёр чемпионата Азербайджана: 2007/08 (в составе клуба «Интер» Баку)"
"Караваев Константин Семёнович (1894 — май 1978) — сов. укр. деятель, депутат Верховного Совета УССР 1—4-го созывов.","Караваев Константин Семёнович (1894 — май 1978) — советский украинский деятель, депутат Верховного Совета УССР 1—4-го созывов."
"род. в 1894 г в селе Филино Московской губернии.","Родился в 1894 году в селе Филино Московской губернии."
"В 1917—1919 гг — чл. коллегии Подольского уездного исполкома Московской губернии.","В 1917—1919 годах — член коллегии Подольского уездного исполкома Московской губернии."
"С 1929 по 1930 зав. окрфинотделом г. Серпухова Московской области, в 1930—1936 гг занимает должность заместителя председателя Сокольнического района.","С 1929 по 1930 заведующий окрфинотделом г. Серпухова Московской области, в 1930—1936 годах занимает должность заместителя председателя Сокольнического района."
"С 1936 предс. Железнодорожного райсовета Москвы.","С 1936 председатель Железнодорожного райсовета Москвы."
"С 1937 по 1938 возглавляет жилищное управление города м..","С 1937 по 1938 возглавляет жилищное управление города Москва."
"С 05.01.1940 по 31.05.1940 предс. Днепропетровского облисполкома.","С 05.01.1940 по 31.05.1940 председатель Днепропетровского облисполкома."
"С 31.05.1940 зам. председателя Совета Народных Комиссаров Украинской ССР.","С 31.05.1940 заместитель председателя Совета Народных Комиссаров Украинской ССР."
"С 17.05.1940 по 16.02.1960 чл. ЦК Компартии Украины.","С 17.05.1940 по 16.02.1960 член ЦК Компартии Украины."
"С 1943 зам. председателя Совета Народных Комиссаров Украинской ССР.","С 1943 заместитель председателя Совета Народных Комиссаров Украинской ССР."
"С дек. 1946 по апр. 1953 предс. исполкома Одесского областного Совета депутатов трудящихся.","С декабря 1946 по апрель 1953 председатель исполкома Одесского областного Совета депутатов трудящихся."
"В 1953—1956 гг — министр государственного контроля Украинской ССР.","В 1953—1956 годах — министр государственного контроля Украинской ССР."
"В 1956—1966 гг — чл. Комитета партийного контроля при ЦК КПСС.","В 1956—1966 годах — член Комитета партийного контроля при ЦК КПСС."
"ум. в 1978 г.","Умер в 1978 году."
"Днепропетровский нац. историч. музей им. Д. И. Яворницкого (недоступная ссылка)","Днепропетровский национальный исторический музей им. Д. И. Яворницкого (недоступная ссылка)"
"Список депутатов, избранных в Верховную Раду УССР // изв. [ЦИК УССР].","Список депутатов, избранных в Верховную Раду УССР // Известия [ЦИК УССР]."
"род. Барбоса 22 января 1930 года.","Родился Барбоса 22 января 1930 года."
"Его мать ум., когда он был ещё маленьким, а отец никаких чувств к сыну не проявлял.","Его мать умерла, когда он был ещё маленьким, а отец никаких чувств к сыну не проявлял."
"Камарго женился на женщине по им. Алсира, и имел двоих детей.","Камарго женился на женщине по имени Алсира, и имел двоих детей."
"Однако он был влюблен в другую женщину по им. Эсперанса, 28 лет, на которой он собирался жениться, однако узнал, что она не была девственницей, что глубоко повлияло на его мнение.","Однако он был влюблен в другую женщину по имени Эсперанса, 28 лет, на которой он собирался жениться, однако узнал, что она не была девственницей, что глубоко повлияло на его мнение."
"Таким образом Камарго совершил пять изнасилований, но ни одну из девушек не убил, при этом пятая жертва сообщила в полицию о т., что с ней произошло.","Таким образом Камарго совершил пять изнасилований, но ни одну из девушек не убил, при этом пятая жертва сообщила в полицию о том, что с ней произошло."
"Он признался в убийствах более 80 чел., но был обвинен только в убийстве одной девочки и получил 25 лет тюрьмы, и был отправлен на о-в Горгона 24 дек. 1977 года.","Он признался в убийствах более 80 человек, но был обвинен только в убийстве одной девочки и получил 25 лет тюрьмы, и был отправлен на остров Горгона 24 декабря 1977 года."
"Власти предполагали, что он ум. в м., а пресса сообщила о т., что преступника съели акулы.","Власти предполагали, что он умер в море, а пресса сообщила о том, что преступника съели акулы."
"Приехал на автобусе в Гуаякиль 5 дек. 1984, а 18-го дек. похитил 9-летнюю девочку.","Приехал на автобусе в Гуаякиль 5 декабря 1984, а 18-го декабря похитил 9-летнюю девочку."
"На след. день похитил ещё одну девочку.","На следующий день похитил ещё одну девочку."
"Барбоса прикидывался иностранцем, к-рый ищет протестантского пастора на окраине города и должен ему крупную сумму денег.","Барбоса прикидывался иностранцем, который ищет протестантского пастора на окраине города и должен ему крупную сумму денег."
"26 февраля 1986 года в Кито, Камарго был задержан двумя полицейскими всего через неск. минут после того, как он убил 9и-летнюю девочку по им. Элизабет.","26 февраля 1986 года в Кито, Камарго был задержан двумя полицейскими всего через несколько минут после того, как он убил 9и-летнюю девочку по имени Элизабет."
"Полицейские патрулировали на высоте проспекта Лос-Граон, Камарго показался подозрительным, и они обнаружили у Даниэля мешок с окровавленной одеждой и частями тела убитой жертвы, кроме этого, при нем была кн. Федора Достоевского "Преступление и наказание".","Полицейские патрулировали на высоте проспекта Лос-Граон, Камарго показался подозрительным, и они обнаружили у Даниэля мешок с окровавленной одеждой и частями тела убитой жертвы, кроме этого, при нем была книга Федора Достоевского "Преступление и наказание"."
"При аресте он назвал себя Мануэлем Солисом Булгарином, но одна из выживших его жертв впосл. опознала его.","При аресте он назвал себя Мануэлем Солисом Булгарином, но одна из выживших его жертв впоследствии опознала его."
"Журналист представился психологом и ему разрешили доступ к Камарго, позволяя задать вопр. и не вызывая никаких подозрений у сотрудников полиции.","Журналист представился психологом и ему разрешили доступ к Камарго, позволяя задать вопросы и не вызывая никаких подозрений у сотрудников полиции."
"Вместе с ним отбывал срок Педро Алонсо Лопес (получивший кличку "чудовище Анд"), изнасиловавший и убивший ок. 300 девушек в Колумбии, Эквадоре и Перу.","Вместе с ним отбывал срок Педро Алонсо Лопес (получивший кличку "чудовище Анд"), изнасиловавший и убивший около 300 девушек в Колумбии, Эквадоре и Перу."
"13 ноября 1994 года Камарго был зарезан в тюрьме Джованни Ногуэра, к-рый оказался племянником одной из жертв.","13 ноября 1994 года Камарго был зарезан в тюрьме Джованни Ногуэра, который оказался племянником одной из жертв."
"Ма́рио Фи́шер (нем. Mario Fischer; род. 5 мая 1989, Вена, Австрия) — австр. хоккеист, крайний нападающий клуба «Вена Кэпиталз».","Ма́рио Фи́шер (нем. Mario Fischer; род. 5 мая 1989, Вена, Австрия) — австрийский хоккеист, крайний нападающий клуба «Вена Кэпиталз»."
"В 2004 г выступал за молодёжный состав финской команды «Лукко».","В 2004 году выступал за молодёжный состав финской команды «Лукко»."
"В 2010 и 2011 гг вместе с командой завоевал титул чемпиона Австрии.","В 2010 и 2011 годах вместе с командой завоевал титул чемпиона Австрии."
"В 2011 г подписал контракт с клубом «Вена Кэпиталз».","В 2011 году подписал контракт с клубом «Вена Кэпиталз»."
"Type 79 Jyu-MAT (яп. 79式対舟艇対戦車誘導弾 79-shiki tai-shūtei tai-sensha yūdō-dan) — япон. тяжёлая противотанковая управляемая ракета, принятая на вооружение Сухопутных сил самообороны Японии в 1984 г.","Type 79 Jyu-MAT (яп. 79式対舟艇対戦車誘導弾 79-shiki tai-shūtei tai-sensha yūdō-dan) — японская тяжёлая противотанковая управляемая ракета, принятая на вооружение Сухопутных сил самообороны Японии в 1984 году."
"После прохождения безопасного расстояния от стрелка стартовый двигатель Daicel зажигается и разгоняет ракету до крейсерской скорости в примерно 200 м в секунду.","После прохождения безопасного расстояния от стрелка стартовый двигатель Daicel зажигается и разгоняет ракету до крейсерской скорости в примерно 200 метров в секунду."
"Ракета Type 79 может запускаться дистанционно, на расстоянии до пятидесяти м от установленной на треноге системы наведения.","Ракета Type 79 может запускаться дистанционно, на расстоянии до пятидесяти метров от установленной на треноге системы наведения."
"офиц. страница JGSDF","Официальная страница JGSDF"
"Сибери-Западная богословская семинария (англ. Seabury-Western Theological Seminary, SWTS) — быв. семинария Епископальной церкви, располагавшаяся в Эванстоне (штат Иллинойс, США).","Сибери-Западная богословская семинария (англ. Seabury-Western Theological Seminary, SWTS) — бывшая семинария Епископальной церкви, располагавшаяся в Эванстоне (штат Иллинойс, США)."
"Семинария Сибери-Уэстерн (Сибери-зап.) была образована в 1933 г в результате слияния Западной теологической семинарии в Эванстоне (основана в 1883 г в Чикаго) и Школы богословия Сибери в Фэрибо (штат Миннесота, основана в 1858 г).","Семинария Сибери-Уэстерн (Сибери-западная) была образована в 1933 году в результате слияния Западной теологической семинарии в Эванстоне (основана в 1883 году в Чикаго) и Школы богословия Сибери в Фэрибо (штат Миннесота, основана в 1858 году)."
"В 2009 г собственность Сибери в Эванстоне была приобретена Северо-Западным университетом, при этом Сибери было разрешено продолжать пользоваться ею в течение пяти лет.","В 2009 году собственность Сибери в Эванстоне была приобретена Северо-Западным университетом, при этом Сибери было разрешено продолжать пользоваться ею в течение пяти лет."
"В 2013 г семинария Сибери-Уэстерн объединилась с семинарией Бексли-Холл, образовав Федерацию западной богословской семинарии Бексли-Холл-Сибери.","В 2013 году семинария Сибери-Уэстерн объединилась с семинарией Бексли-Холл, образовав Федерацию западной богословской семинарии Бексли-Холл-Сибери."
"В июле 2016 года федерация переехала на второй эт. Чикагской теологической семинарии, чтобы продолжать свои курсы с присвоением академических степеней, вкл. степень магистра богословия.","В июле 2016 года федерация переехала на второй этаж Чикагской теологической семинарии, чтобы продолжать свои курсы с присвоением академических степеней, включая степень магистра богословия."
"откр. 27 апреля 2013 года, семинария Бексли-Сибери первоначально предлагала степень магистра богословия в бывшем кампусе Бексли-Холл в Колумбусе в партнёрстве с Троицкой лютеранской семинарией.","Открытая 27 апреля 2013 года, семинария Бексли-Сибери первоначально предлагала степень магистра богословия в бывшем кампусе Бексли-Холл в Колумбусе в партнёрстве с Троицкой лютеранской семинарией."
"Эдит Бидо (1888—1958), муз. рук.","Эдит Бидо (1888—1958), музыкальный руководитель"
"Марк Шон Сиск (р. 1942), през. и декан, 1984—1998 гг.","Марк Шон Сиск (р. 1942), президент и декан, 1984—1998 гг."
"Ку́ммеровер-Зе (нем. Kummerower See) — оз. в Германии, в земле Мекленбург-Передняя Померания, ок. 70 км южнее Штральзунда.","Ку́ммеровер-Зе (нем. Kummerower See) — озеро в Германии, в земле Мекленбург-Передняя Померания, около 70 км южнее Штральзунда."
"зап. берег озера относится к Мекленбургу, вост. — к Передней Померании.","Западный берег озера относится к Мекленбургу, восточный — к Передней Померании."
"дл. озера составляет ок. 11 км, шир. — ок. 4 км.","Длина озера составляет около 11 км, ширина — около 4 км."
"С запада на с. оз. пересекает верхнее течение реки Пене.","С запада на север озеро пересекает верхнее течение реки Пене."
"Наиля́ Ряхимжа́новна Сулейма́нова (род. 23 марта 1958, Новокуйбышевск, Куйбышевская область) — сов. и рос. актриса театра.","Наиля́ Ряхимжа́новна Сулейма́нова (род. 23 марта 1958, Новокуйбышевск, Куйбышевская область) — советская и российская актриса театра."
"засл. артистка Российской Федерации (2021).","Заслуженная артистка Российской Федерации (2021)."
"нар. артистка Республики Марий Эл (2008), засл. артистка Республики Марий Эл (2002).","Народная артистка Республики Марий Эл (2008), заслуженная артистка Республики Марий Эл (2002)."
"В 2023 г награждена медалью ордена «За заслуги перед Марий Эл».","В 2023 году награждена медалью ордена «За заслуги перед Марий Эл»."
"род. 23 марта 1958 года в г. Новокуйбышевске.","Родилась 23 марта 1958 года в г. Новокуйбышевске."
"В 1979 г окончила Куйбышевский гос. ин-т культуры.","В 1979 году окончила Куйбышевский государственный институт культуры."
"Актёрскую карьеру начала в 1979 г в Балашовском драматическом театре (1979―1987), затем работала в Прокопьевском драматическом театре (1987―1988)","Актёрскую карьеру начала в 1979 году в Балашовском драматическом театре (1979―1987), затем работала в Прокопьевском драматическом театре (1987―1988)"
"В 1988 г по приглашению художественного руководителя и главного режиссёра Республиканского русского театра драмы Марийской АССР Г. В. Константинова переехала в Йошкар-Олу и стала актрисой этого театра, где работает и по сей день.","В 1988 году по приглашению художественного руководителя и главного режиссёра Республиканского русского театра драмы Марийской АССР Г. В. Константинова переехала в Йошкар-Олу и стала актрисой этого театра, где работает и по сей день."
"В 2021 г за б. вклад в развитие отечественной культуры и искусства и многолетнюю плодотворную деятельность ей присвоено звание «засл. артистка Российской Федерации».","В 2021 году за большой вклад в развитие отечественной культуры и искусства и многолетнюю плодотворную деятельность ей присвоено звание «Заслуженная артистка Российской Федерации»."
"В 2002 г она стала заслуженной артисткой, а в 2008 г — народной артисткой Республики Марий Эл.","В 2002 году она стала заслуженной артисткой, а в 2008 году — народной артисткой Республики Марий Эл."
"Б. Акунин «Чайка XXI вв.» ― Ирина Николаевна Аркадина","Б. Акунин «Чайка XXI века» ― Ирина Николаевна Аркадина"
"засл. артистка Российской Федерации (2021) ― за б. вклад в развитие отечественной культуры и искусства и многолетнюю плодотворную деятельность","Заслуженная артистка Российской Федерации (2021) ― за большой вклад в развитие отечественной культуры и искусства и многолетнюю плодотворную деятельность"
"нар. артистка Республики Марий Эл (2008)","Народная артистка Республики Марий Эл (2008)"
"засл. артистка Республики Марий Эл (2002)","Заслуженная артистка Республики Марий Эл (2002)"
"Премия фестиваля «Йошкар-Ола театр.» (2014) ― за исполнение роли Уршули в эксцентрическом трагифарсе С. И. Виткевича «В маленькой усадьбе»","Премия фестиваля «Йошкар-Ола театральная» (2014) ― за исполнение роли Уршули в эксцентрическом трагифарсе С. И. Виткевича «В маленькой усадьбе»"
"Щеглов С. А., Мочаев В. А. Сулейманова Наиля Ряхимжановна // Марийская биогр. энциклопедия / Авт.-сост. В. А. Мочаев.","Щеглов С. А., Мочаев В. А. Сулейманова Наиля Ряхимжановна // Марийская биографическая энциклопедия / Авт.-сост. В. А. Мочаев."
"— 2-е изд. — Йошкар-Ола: Марийский биогр. центр, 2017.","— 2-е изд. — Йошкар-Ола: Марийский биографический центр, 2017."
"академич. рус. театр драмы им. Г. Константинова.","Академический русский театр драмы им. Г. Константинова."
"газ. «Марийская правда».","Газета «Марийская правда»."
"Burning Questions — сольный студийный альбом британского певца и композитора Джеймса Уоррена, бывшего участника групп Stackridge и The Korgis, выпущенный в 1986 г на лейбле Sonet Records.","Burning Questions — сольный студийный альбом британского певца и композитора Джеймса Уоррена, бывшего участника групп Stackridge и The Korgis, выпущенный в 1986 году на лейбле Sonet Records."
"В 2007 г альбом был переиздан на CD лейблом Angel Air Records.","В 2007 году альбом был переиздан на CD лейблом Angel Air Records."
"«Burning Questions» / «Waiting For Godot» (не входит в альбом) (Warren) — 3:34 ('The Korgis', SON 2284, нояб. 1985)","«Burning Questions» / «Waiting For Godot» (не входит в альбом) (Warren) — 3:34 ('The Korgis', SON 2284, ноябрь 1985)"
"«Burning Questions »(Extended) — 8:04 / «Waiting For Godot» ('The Korgis', 12" SONL 2284, нояб. 1985)","«Burning Questions »(Extended) — 8:04 / «Waiting For Godot» ('The Korgis', 12" SONL 2284, ноябрь 1985)"
"«It Won't Be the Same Old Place» (Single remix by David Lord) — 4:23 /«Climate of Treason» (James Warren, SON 2311, нояб. 1986)","«It Won't Be the Same Old Place» (Single remix by David Lord) — 4:23 /«Climate of Treason» (James Warren, SON 2311, ноябрь 1986)"
"James Warren — ведущий вокал, бэк-вокал, электрическая гитара, акустическая гитара, бас-гитара, (гитарные и ударные аранжировки, сент. 2006)","James Warren — ведущий вокал, бэк-вокал, электрическая гитара, акустическая гитара, бас-гитара, (гитарные и ударные аранжировки, сентябрь 2006)"
"Glenn Tommey — (дополнительные гитары и перкуссионные инструменты, сент. 2006)","Glenn Tommey — (дополнительные гитары и перкуссионные инструменты, сентябрь 2006)"
"Эма Дероси-Бьелаяц (хорв. Ema Derossi-Bjelajac, 3 мая 1926, Štrmac, Истрийская жупания — 20 июня 2020, Загреб) — хорватский политик, занимала пост президента Социалистической Республики Хорватия (входящей в состав Социалистической Федеративной Республики Югославии) с 1985 по 1986 г.","Эма Дероси-Бьелаяц (хорв. Ema Derossi-Bjelajac, 3 мая 1926, Štrmac, Истрийская жупания — 20 июня 2020, Загреб) — хорватский политик, занимала пост президента Социалистической Республики Хорватия (входящей в состав Социалистической Федеративной Республики Югославии) с 1985 по 1986 год."
"Она была первой женщиной, носившей титул, эквивалентный главе гос-ва в современной Хорватии.","Она была первой женщиной, носившей титул, эквивалентный главе государства в современной Хорватии."
"Она выполняла ряд высокопоставленных функций в Союзе коммунистов Хорватии и хорватском республиканском правительстве: в частности, она была членом Центрального комитета Союза в период с 1964 по 1974 г, а также была членом и заместителем спикера хорватского парламента (Сабора) с 1978 по 1982 г.","Она выполняла ряд высокопоставленных функций в Союзе коммунистов Хорватии и хорватском республиканском правительстве: в частности, она была членом Центрального комитета Союза в период с 1964 по 1974 год, а также была членом и заместителем спикера хорватского парламента (Сабора) с 1978 по 1982 год."
"С 1964 по 1968 г работала в ЦК Союза коммунистов Югославии.","С 1964 по 1968 год работала в ЦК Союза коммунистов Югославии."
"Эма ум. в Загребе 20 июня 2020 года в возрасте 94 лет.","Эма умерла в Загребе 20 июня 2020 года в возрасте 94 лет."
"Грег Пе́рсингер (англ. Greg Persinger; род. 26 февраля 1978, Фэрбанкс, Аляска) — амер. кёрлингист.","Грег Пе́рсингер (англ. Greg Persinger; род. 26 февраля 1978, Фэрбанкс, Аляска) — американский кёрлингист."
"Владелец компании Cold Stone Creamery (произ-во и продажа мороженого, а также сеть кафе, где основное в меню — мороженое).","Владелец компании Cold Stone Creamery (производство и продажа мороженого, а также сеть кафе, где основное в меню — мороженое)."
"Лугиновка — д. в Орловском районе Кировской области России.","Лугиновка — деревня в Орловском районе Кировской области России."
"д. находится на западе центральной части Кировской области, в подзоне южной тайги, к северу от реки Вятки, при автотрассе Р176, на расстоянии менее одного км к северу от города Орлова, административного центра района.","Деревня находится на западе центральной части Кировской области, в подзоне южной тайги, к северу от реки Вятки, при автотрассе Р176, на расстоянии менее одного километра к северу от города Орлова, административного центра района."
"Абсолютная выс. — 150 м над уровнем моря.","Абсолютная высота — 150 метров над уровнем моря."
"Годовое кол-во атмосферных осадков — 583 мм, из которых ок. 403 мм выпадает в период с апреля по окт..","Годовое количество атмосферных осадков — 583 мм, из которых около 403 мм выпадает в период с апреля по октябрь."
"нац. состав","Национальный состав"
"Палерос (греч. Πάλαιρος) — прибрежный м. город в Греции, в Акарнании, к северу от устья реки Ахелоос.","Палерос (греч. Πάλαιρος) — прибрежный малый город в Греции, в Акарнании, к северу от устья реки Ахелоос."
"Относится к общине Актион-Воница в периферийной единице Этолия и Акарнания в периферии зап. Греция.","Относится к общине Актион-Воница в периферийной единице Этолия и Акарнания в периферии Западная Греция."
"нас. 2664 чел. по переписи 2011 года.","Население 2664 человек по переписи 2011 года."
"На западном склоне гор Серекас, к югу от Палероса находится жен. мон. Святого Димитрия (Айос-Димитриос) Этолийской и Акарнанийской митрополии, численность обители которого составляет 1 чел. по переписи 2011 года.","На западном склоне гор Серекас, к югу от Палероса находится женский монастырь Святого Димитрия (Айос-Димитриос) Этолийской и Акарнанийской митрополии, численность обители которого составляет 1 человек по переписи 2011 года."
"Новое назв. получил от древнего города Палер (др.-греч. Πάλαιρος, лат. Palaerus), жителей которого — палерян (племя акарнанов) упоминает Фукидид.","Новое название получил от древнего города Палер (др.-греч. Πάλαιρος, лат. Palaerus), жителей которого — палерян (племя акарнанов) упоминает Фукидид."
"По Фукидиду афиняне отдали палерянам для жительства взятый в ходе Пелопоннесской войны прибрежный город коринфян Соллий, располож. к северу от устья реки Ахелой.","По Фукидиду афиняне отдали палерянам для жительства взятый в ходе Пелопоннесской войны прибрежный город коринфян Соллий, расположенный к северу от устья реки Ахелой."
"Сообщество Заверда (Κοινότητα Ζαβέρδας) создано в 1912 г (ΦΕΚ 261Α).","Сообщество Заверда (Κοινότητα Ζαβέρδας) создано в 1912 году (ΦΕΚ 261Α)."
"В 1928 г (ΦΕΚ 81Α) сообщество переименовано в Палерос (Κοινότητα Παλαίρου).","В 1928 году (ΦΕΚ 81Α) сообщество переименовано в Палерос (Κοινότητα Παλαίρου)."
"В сообщество входит 3 населённых пункта и мон. Святого Димитрия.","В сообщество входит 3 населённых пункта и монастырь Святого Димитрия."
"нас. 2729 чел. по переписи 2011 года.","Население 2729 человек по переписи 2011 года."
"пл. 77,076 квадратных км.","Площадь 77,076 квадратных километров."
"Оу Юйшань (кит. 欧钰珊, род. 13 января 2004) — кит. гимнастка.","Оу Юйшань (кит. 欧钰珊, род. 13 января 2004) — китайская гимнастка."
"По юниорам в 2019 г представляла Китай на чемпионате мира, завоевав командное серебро и две медали в личных соревнованиях.","По юниорам в 2019 году представляла Китай на чемпионате мира, завоевав командное серебро и две медали в личных соревнованиях."
"Рожново — д. в Опочецком районе Псковской области России.","Рожново — деревня в Опочецком районе Псковской области России."
