question,answer
"Отличная корреляция между α и β-параметрами у Фера и Шмидта (1999) является предположением, сделанным в приложении к статье, но не подтверждается ими же приведёнными данными.","Отличная корреляция между альфа и бета-параметрами у Фера и Шмидта (1999) является предположением, сделанным в приложении к статье, но не подтверждается ими же приведёнными данными."
"Некоторые авторы нашли, что параметр β больше α, что противоречит центральному предположению, сделанному Фером и Шмидтом (1999).","Некоторые авторы нашли, что параметр бета больше альфа, что противоречит центральному предположению, сделанному Фером и Шмидтом (1999)."
"Другие авторы нашли, что неприятие неравенства с распределениями Фера и Шмидта (1999) параметров α и β объясняют данные теоретических экспериментов с контрактами не лучше, чем стандартная теория.","Другие авторы нашли, что неприятие неравенства с распределениями Фера и Шмидта (1999) параметров альфа и бета объясняют данные теоретических экспериментов с контрактами не лучше, чем стандартная теория."
"Они также оценили средние значения α, которые оказались много меньше, чем у Фера и Шмидта (1999).","Они также оценили средние значения альфа, которые оказались много меньше, чем у Фера и Шмидта (1999)."
"Таблицы % прироста древесных стволов.","Таблицы процента прироста древесных стволов."
"В США издано в 2004 и 2006 годах компанией Geneon Entertainment на 4 дисках + дополнительный.","В США издано в 2004 и 2006 годах компанией Geneon Entertainment на 4 дисках плюс дополнительный."
"Нельсон Рокфеллер использовал дом № 13 в качестве офиса с 1940-х годов до своей смерти в 1979 году; он купил дом № 15 и использовал его как Музей примитивного искусства.","Нельсон Рокфеллер использовал дом номер 13 в качестве офиса с 1940-х годов до своей смерти в 1979 году; он купил дом номер 15 и использовал его как Музей примитивного искусства."
"Затраты на осуществление со стороны СССР — 272 миллиона ₽, со стороны других стран — 60 миллионов ₽, цена АМС «Фобос-1» и «Фобос-2» — 51 миллион ₽.","Затраты на осуществление со стороны СССР — 272 миллиона рублей, со стороны других стран — 60 миллионов рублей, цена АМС «Фобос-1» и «Фобос-2» — 51 миллион рублей."
"12 февраля 1989 года — включение автономной двигательной установки (АДУ), в результате АМС «Фобос-2» переведена на орбиту с параметрами: апоцентр — 81200 км, перицентр — 6400 км, наклонение к плоскости экватора Марса — 0,9 °, период обращения — 86,5 часа.","12 февраля 1989 года — включение автономной двигательной установки (АДУ), в результате АМС «Фобос-2» переведена на орбиту с параметрами: апоцентр — 81200 км, перицентр — 6400 км, наклонение к плоскости экватора Марса — 0,9 градуса, период обращения — 86,5 часа."
"18 февраля 1989 года — включение автономной двигательной установки (АДУ), в результате АМС «Фобос-2» переведена на близкую к круговой орбиту с параметрами: средний радиус — 9670 км, наклонение к плоскости орбиты Фобоса — 0,5 °, период обращения — 8 часов.","18 февраля 1989 года — включение автономной двигательной установки (АДУ), в результате АМС «Фобос-2» переведена на близкую к круговой орбиту с параметрами: средний радиус — 9670 км, наклонение к плоскости орбиты Фобоса — 0,5 градуса, период обращения — 8 часов."
"Прибор «Таус» исследовал протоны и α-частицы солнечного ветра во время полёта к Марсу и на орбите ИСМ, результат — их трёхмерные спектры и двумерные спектры массивных частиц.","Прибор «Таус» исследовал протоны и альфа-частицы солнечного ветра во время полёта к Марсу и на орбите ИСМ, результат — их трёхмерные спектры и двумерные спектры массивных частиц."
"Список космических аппаратов с рентгеновскими и γ-детекторами на борту","Список космических аппаратов с рентгеновскими и гамма-детекторами на борту"
"Под должностным лицом в настоящем Кодексе следует понимать лицо, постоянно, временно или в соответствии со специальными полномочиями осуществляющее функции представителя власти, то есть наделенное в установленном законом порядке распорядительными полномочиями в отношении лиц, не находящихся в служебной зависимости от него, а = лицо, выполняющее организационно-распорядительные или административно-хозяйственные функции в государственных органах, органах местного самоуправления, государственных и муниципальных организациях, а также в Вооруженных Силах Российской Федерации, других войсках и воинских формированиях Российской Федерации.","Под должностным лицом в настоящем Кодексе следует понимать лицо, постоянно, временно или в соответствии со специальными полномочиями осуществляющее функции представителя власти, то есть наделенное в установленном законом порядке распорядительными полномочиями в отношении лиц, не находящихся в служебной зависимости от него, а равно лицо, выполняющее организационно-распорядительные или административно-хозяйственные функции в государственных органах, органах местного самоуправления, государственных и муниципальных организациях, а также в Вооруженных Силах Российской Федерации, других войсках и воинских формированиях Российской Федерации."
"Приводятся фамилия, имя, отчество; звание на момент награждения; № по спискам Григоровича — Степанова и Судравского; дата награждения.","Приводятся фамилия, имя, отчество; звание на момент награждения; номер по спискам Григоровича — Степанова и Судравского; дата награждения."
"В результате катастрофы погибли все 64 человека на борту, + 125 человек в здании министерства.","В результате катастрофы погибли все 64 человека на борту, плюс 125 человек в здании министерства."
"В 8 км к юго-востоку от Пентагона рейс 77 сделал поворот в 330 °.","В 8 км к юго-востоку от Пентагона рейс 77 сделал поворот в 330 градусов."
"Угол обстрела по горизонтали составляет 360 °, а по вертикали от −3,5 до +70 °.","Угол обстрела по горизонтали составляет 360 градусов, а по вертикали от −3,5 до +70 градусов."
"Скорость поворота башни, а вместе с тем и изменение угла возвышения ствола, составляет 10 ° в секунду.","Скорость поворота башни, а вместе с тем и изменение угла возвышения ствола, составляет 10 градусов в секунду."
"Обманутые различными мирными договорами, такими как договоры 1872 и 1878 годов, ранкуэле и другие племена региона всё = регулярно отправлялись в провинцию Сент-Луис, чтобы добыть себе воровством коров или какие-либо продукты сельского хозяйства.","Обманутые различными мирными договорами, такими как договоры 1872 и 1878 годов, ранкуэле и другие племена региона всё равно регулярно отправлялись в провинцию Сент-Луис, чтобы добыть себе воровством коров или какие-либо продукты сельского хозяйства."
"В 1888 году крестьянин деревни Андреевка Ксенофонт Лазарев выписал для приходской церкви икону Божией Матери Скоропослушницы из Афона, а также из Москвы — киот хорошей столярной работы, обложенный красным деревом и с позолотой внутри (на общую сумму до 85 ₽ серебром).","В 1888 году крестьянин деревни Андреевка Ксенофонт Лазарев выписал для приходской церкви икону Божией Матери Скоропослушницы из Афона, а также из Москвы — киот хорошей столярной работы, обложенный красным деревом и с позолотой внутри (на общую сумму до 85 рублей серебром)."
"Почта извлекается и помечается для удаления с помощью № сообщения.","Почта извлекается и помечается для удаления с помощью номера сообщения."
"[сообщение] — № сообщения.","[сообщение] — номер сообщения."
"[сообщение] — № сообщения (необязательный аргумент).","[сообщение] — номер сообщения (необязательный аргумент)."
"[сообщение] — № сообщения.","[сообщение] — номер сообщения."
"[сообщение] — № сообщения.","[сообщение] — номер сообщения."
"Использование этого имени — первое за всю историю папства, при этом Франциск решил не использовать № I.","Использование этого имени — первое за всю историю папства, при этом Франциск решил не использовать номер I."
"Постоянно растет число жертв, = как и беженцев, особенно матерей и детей».","Постоянно растет число жертв, равно как и беженцев, особенно матерей и детей»."
"Сервер может использовать т. н. Δ-компрессию — такой способ хранения документов, при котором сохраняются только изменения между последовательными версиями, позволяет уменьшить объём хранимых данных.","Сервер может использовать т. н. дельта-компрессию — такой способ хранения документов, при котором сохраняются только изменения между последовательными версиями, позволяет уменьшить объём хранимых данных."
"Это означает, что любой файл, появляющийся в проекте, получает собственный № версии (обычно — № 1, условной «нулевой» версией файла считается пустой файл с тем же именем).","Это означает, что любой файл, появляющийся в проекте, получает собственный номер версии (обычно — номер 1, условной «нулевой» версией файла считается пустой файл с тем же именем)."
"При каждой фиксации разработчиком изменений, затрагивающих файл, соответствующая часть фиксируемых изменений применяется к файлу и файл получает новый, обычно следующий по порядку, № версии.","При каждой фиксации разработчиком изменений, затрагивающих файл, соответствующая часть фиксируемых изменений применяется к файлу и файл получает новый, обычно следующий по порядку, номер версии."
"Поскольку фиксации обычно затрагивают только часть файлов в репозитории, № версий файлов, имеющиеся на один и тот же момент времени, со временем расходятся, и проект в целом (то есть весь набор файлов репозитория), фактически, никакого «№ версии» не имеет, поскольку состоит из множества файлов с различными номерами версий.","Поскольку фиксации обычно затрагивают только часть файлов в репозитории, номера версий файлов, имеющиеся на один и тот же момент времени, со временем расходятся, и проект в целом (то есть весь набор файлов репозитория), фактически, никакого «номера версии» не имеет, поскольку состоит из множества файлов с различными номерами версий."
"Вновь созданный пустой репозиторий имеет версию 1 или 0, любая фиксация изменений приводит к увеличению этого № (то есть даже при изменении одного файла на один байт весь репозиторий считается изменённым и получает новый № версии).","Вновь созданный пустой репозиторий имеет версию 1 или 0, любая фиксация изменений приводит к увеличению этого номера (то есть даже при изменении одного файла на один байт весь репозиторий считается изменённым и получает новый номер версии)."
"Таким способом трактует № версий, например, система Subversion.","Таким способом трактует номера версий, например, система Subversion."
"Номера версии отдельного файла здесь, фактически, не существует, условно можно считать таковым текущий № версии репозитория (то есть считать, что при каждом изменении, внесённом в репозиторий, все его файлы меняют № версии, даже те, которые не менялись).","Номера версии отдельного файла здесь, фактически, не существует, условно можно считать таковым текущий номер версии репозитория (то есть считать, что при каждом изменении, внесённом в репозиторий, все его файлы меняют номер версии, даже те, которые не менялись)."
"Если поддерживается версионность репозитория в целом, номером версии проекта может выступать № версии репозитория.","Если поддерживается версионность репозитория в целом, номером версии проекта может выступать номер версии репозитория."
"Однако оба варианта не слишком удобны, так как ни дата, ни № версии репозитория обычно не несут информации о значимых изменениях в проекте, о том, насколько долго и интенсивно над ним работали.","Однако оба варианта не слишком удобны, так как ни дата, ни номер версии репозитория обычно не несут информации о значимых изменениях в проекте, о том, насколько долго и интенсивно над ним работали."
"Единая сквозная нумерация версий системы и/или файлов, в которой № версии монотонно возрастает (такая нумерация также требует наличия главного сервера, задающего № версий для всех остальных).","Единая сквозная нумерация версий системы и/или файлов, в которой номер версии монотонно возрастает (такая нумерация также требует наличия главного сервера, задающего номера версий для всех остальных)."
"В Настоящее время бюст Антиноя Мондрагонского размещён в зале Манежа (№ 405).","В Настоящее время бюст Антиноя Мондрагонского размещён в зале Манежа (номер 405)."
"По оценкам аналитика Майкла Пачтера, за первый день третьего сезона Epic Games продали более пяти миллионов боевых пропусков, что принесло им 50 миллионов $ прибыли за один день.","По оценкам аналитика Майкла Пачтера, за первый день третьего сезона Epic Games продали более пяти миллионов боевых пропусков, что принесло им 50 миллионов долларов прибыли за один день."
"При расширении Fortnite на мобильный рынок в марте 2018 году ежемесячная прибыль игры оценивалась сотнями миллионов $, и большую её часть приносила продажа боевых пропусков.","При расширении Fortnite на мобильный рынок в марте 2018 году ежемесячная прибыль игры оценивалась сотнями миллионов долларов, и большую её часть приносила продажа боевых пропусков."
"Принцип работы этого сигнализатора основан на ослаблении β-излучения радиоактивного изотопа (стронций-90 + иттрий-90) слоем льда, нарастающего на чувствительной поверхности штыря датчика в полёте.","Принцип работы этого сигнализатора основан на ослаблении бета-излучения радиоактивного изотопа (стронций-90 + иттрий-90) слоем льда, нарастающего на чувствительной поверхности штыря датчика в полёте."
"Телерадиокомпания «Наш дом» («11 канал», «Русское радио в Пензе», «Европа + Пенза») была основана 27 мая 1996 года пензенским предпринимателем Леонидом Черневым.","Телерадиокомпания «Наш дом» («11 канал», «Русское радио в Пензе», «Европа плюс Пенза») была основана 27 мая 1996 года пензенским предпринимателем Леонидом Черневым."
"Четыре первых № посева начали турнир со второго круга.","Четыре первых номера посева начали турнир со второго круга."
"По оценке администрации городского округа, порядка 25—30 % населения Бора работают в Нижнем Новгороде.","По оценке администрации городского округа, порядка 25—30 процентов населения Бора работают в Нижнем Новгороде."
"15 июня 2021 года Верховный суд Индии прекратил уголовные дела против Латорре и Джироне после уплаты Италией компенсации, установленной в апреле — 100 млн рупий (1,3 млн $ США).","15 июня 2021 года Верховный суд Индии прекратил уголовные дела против Латорре и Джироне после уплаты Италией компенсации, установленной в апреле — 100 млн рупий (1,3 млн долларов США)."
"В частности, в ходе праймериз в Айове, где они проводятся в форме кокусов, экзит-поллы показали, что Сандерс получил поддержку 84 % избирателей в возрасте от 17 до 29 лет, 58 % избирателей, охарактеризовавших себя «крайне либеральными» по убеждениям, и 57 % зарабатывающих менее 30 тыс. $ в год.","В частности, в ходе праймериз в Айове, где они проводятся в форме кокусов, экзит-поллы показали, что Сандерс получил поддержку 84 % избирателей в возрасте от 17 до 29 лет, 58 % избирателей, охарактеризовавших себя «крайне либеральными» по убеждениям, и 57 % зарабатывающих менее 30 тыс. долларов в год."
"Четвёртый альбомный сингл «Chasin' You» вышел на кантри-радио 20 июля 2019 года и стал третьим хитом № один для Уоллена в чарте Country Airplay и его вторым синглом, вошедшим в top-20 в Billboard Hot 100.","Четвёртый альбомный сингл «Chasin' You» вышел на кантри-радио 20 июля 2019 года и стал третьим хитом номер один для Уоллена в чарте Country Airplay и его вторым синглом, вошедшим в top-20 в Billboard Hot 100."
"Обвал курса ₽ (2014).","Обвал курса рубля (2014)."
"В прогнозе компании «Business Insider», выпущенном в 2014 году, рынок гражданских БПЛА в 2020 году оценивался 1 миллиард $ США, но уже два года спустя эта оценка была повышена до 12 миллиардов $.","В прогнозе компании «Business Insider», выпущенном в 2014 году, рынок гражданских БПЛА в 2020 году оценивался 1 миллиард долларов США, но уже два года спустя эта оценка была повышена до 12 миллиардов долларов."
"В 2019 году вышел самый кассовый на тот момент фильм «Мстители: Финал» (2,8 млрд $) и самый кассовый на тот момент мультфильм — ремейк «Короля Льва» (1,6 млрд).","В 2019 году вышел самый кассовый на тот момент фильм «Мстители: Финал» (2,8 млрд долларов) и самый кассовый на тот момент мультфильм — ремейк «Короля Льва» (1,6 млрд)."
"Все они собирают в прокате по 1,5 миллиарда $ и более и входят на конец десятилетия в топ-10 самых кассовых фильмов за всю историю (из фильмов, снятых до 2010-х, в топ-10 остаются только «Аватар» и «Титаник»).","Все они собирают в прокате по 1,5 миллиарда долларов и более и входят на конец десятилетия в топ-10 самых кассовых фильмов за всю историю (из фильмов, снятых до 2010-х, в топ-10 остаются только «Аватар» и «Титаник»)."
"Экранизация книги Джона Толкина «Хоббит, или Туда и обратно» в виде кинотрилогии, каждый фильм собирает в прокате около миллиарда $.","Экранизация книги Джона Толкина «Хоббит, или Туда и обратно» в виде кинотрилогии, каждый фильм собирает в прокате около миллиарда долларов."
"Он также стал также самым дорогим сериалом в истории на тот момент — суммарный бюджет всех 8 сезонов составил 630 миллионов $.","Он также стал также самым дорогим сериалом в истории на тот момент — суммарный бюджет всех 8 сезонов составил 630 миллионов долларов."
"Согласно Указу Президента, в апреле—мае 2020 года выплату в 75 тысяч ₽ получили ветераны войны, несовершеннолетние узники концлагерей, вдовы умерших инвалидов и ветеранов войны — граждане Российской Федерации, Латвийской, Литовской и Эстонской Республик.","Согласно Указу Президента, в апреле—мае 2020 года выплату в 75 тысяч рублей получили ветераны войны, несовершеннолетние узники концлагерей, вдовы умерших инвалидов и ветеранов войны — граждане Российской Федерации, Латвийской, Литовской и Эстонской Республик."
"По 50 тысяч ₽ получили труженики тыла и совершеннолетние узники концлагерей.","По 50 тысяч рублей получили труженики тыла и совершеннолетние узники концлагерей."
"По оценке Bloomberg на февраль 2018 года состояние Шкрели составляет около 27 млн $.","По оценке Bloomberg на февраль 2018 года состояние Шкрели составляет около 27 млн долларов."
"Вслед за этим компания подаёт на него иск с требованием выплаты 65 млн $ США за нарушение правил торговли ценными бумагами.","Вслед за этим компания подаёт на него иск с требованием выплаты 65 млн долларов США за нарушение правил торговли ценными бумагами."
"В августе того же года эта компания за 50 млн $ США приобрела права на препарат Daraprim, который применяется для лечения токсоплазмоза у пациентов со слабой иммунной системой (ВИЧ-инфицированные, онкобольные, прошедшие курсы химиотерапии и др.).","В августе того же года эта компания за 50 млн долларов США приобрела права на препарат Daraprim, который применяется для лечения токсоплазмоза у пациентов со слабой иммунной системой (ВИЧ-инфицированные, онкобольные, прошедшие курсы химиотерапии и др.)."
"Вскоре после этого цена на препарат была повышена с 13,5 до 750 $ (▲ 5455 %), а Мартин Шкрели оказался в центре внимания мировых СМИ.","Вскоре после этого цена на препарат была повышена с 13,5 до 750 долларов (▲ 5455 %), а Мартин Шкрели оказался в центре внимания мировых СМИ."
"Демократический социалист Берни Сандерс, выдвинувший свою кандидатуру в президенты США, с возмущением отверг пожертвование от Мартина Шкрели в 2700 $ США, передав их в пользу больницы в Вашингтоне.","Демократический социалист Берни Сандерс, выдвинувший свою кандидатуру в президенты США, с возмущением отверг пожертвование от Мартина Шкрели в 2700 долларов США, передав их в пользу больницы в Вашингтоне."
"9 марта 2018 года Шкрели был приговорён к семилетнему сроку в федеральной тюрьме и штрафу в размере 7,36 млн $.","9 марта 2018 года Шкрели был приговорён к семилетнему сроку в федеральной тюрьме и штрафу в размере 7,36 млн долларов."
"В рейтинге миллиардеров 2016 года Карлос Слим Элу находится на втором месте, его финансовое состояние оценивается в 50 млрд $ США, при том, что за год он потерял 27 млрд..","В рейтинге миллиардеров 2016 года Карлос Слим Элу находится на втором месте, его финансовое состояние оценивается в 50 млрд долларов США, при том, что за год он потерял 27 млрд.."
"4 июня 2011 была куплена за 4,5 миллиарда $ консорциумом Rockstar, в который вошли Apple (2 миллиарда), RiM и Ericsson (1,1 миллиарда), Microsoft и Sony (1 миллиард), EMC (400 миллионов).","4 июня 2011 была куплена за 4,5 миллиарда долларов консорциумом Rockstar, в который вошли Apple (2 миллиарда), RiM и Ericsson (1,1 миллиарда), Microsoft и Sony (1 миллиард), EMC (400 миллионов)."
"10 $ США","10 долларов США"
"20 $ США","20 долларов США"
"50 $ США","50 долларов США"
"100 $ США","100 долларов США"
"500 $ США","500 долларов США"
"1000 $ США","1000 долларов США"
"5 000 $ США","5 000 долларов США"
"10 000 $ США","10 000 долларов США"
"100 000 $ США — эта банкнота так и не поступила в публичный оборот, она использовалась только во внутренних операциях федерального правительства и банков.","100 000 долларов США — эта банкнота так и не поступила в публичный оборот, она использовалась только во внутренних операциях федерального правительства и банков."
"Через месяц было объявлено, что Бангкок, Таиланд был неофициально избран для проведения конкурса Стоимость мероприятия составила 6 миллионов $, которые были выделены правительством Таиланда с целью развития туризма.","Через месяц было объявлено, что Бангкок, Таиланд был неофициально избран для проведения конкурса Стоимость мероприятия составила 6 миллионов долларов, которые были выделены правительством Таиланда с целью развития туризма."
"Газета создана на базе делового одноимённого еженедельника, первый № которого вышел в свет 31 мая 1992 года.","Газета создана на базе делового одноимённого еженедельника, первый номер которого вышел в свет 31 мая 1992 года."
"Ныне действующий флаг утверждён 25 ноября 2015 года решением Каменск-Шахтинской городской думы № 21 и внесён в Государственный геральдический регистр с присвоением регистрационного № 10713.","Ныне действующий флаг утверждён 25 ноября 2015 года решением Каменск-Шахтинской городской думы № 21 и внесён в Государственный геральдический регистр с присвоением регистрационного номера 10713."
"Скорости ветров на Уране, около 50 ° с. ш., достигают 240 м/с.","Скорости ветров на Уране, около 50 градусов с. ш., достигают 240 м/с."
"При заражении ο-вариантом, согласно данным Всемирной организации здравоохранения, заболевание протекает легче или так же, как при заражении Δ-вариантом.","При заражении омикрон-вариантом, согласно данным Всемирной организации здравоохранения, заболевание протекает легче или так же, как при заражении дельта-вариантом."
"По данным на конец декабря 2021, быстро вытеснял Δ-вариант в тех странах, где начал распространение.","По данным на конец декабря 2021, быстро вытеснял дельта-вариант в тех странах, где начал распространение."
"В России, по информации на 7 июня 2022 года, на ο приходилось 98,29 % от выявленных в стране случаев заболевания COVID-19, на Δ-вариант — 0,43 %, на прочие варианты — 1,28 % .","В России, по информации на 7 июня 2022 года, на омикрон приходилось 98,29 % от выявленных в стране случаев заболевания COVID-19, на дельта-вариант — 0,43 %, на прочие варианты — 1,28 % ."
"Он характеризуется большим количеством мутаций в спайковом (шиповидном) белке, их более 30: A67V, Δ69-70, T95I, G142D/Δ143-145, Δ211/L212I, ins214EPE, G339D, S371L, S373P, S375F, K417N, N440K, G446S, S477N, T478K, E484A, Q493K, G496S, Q498R, N501Y, Y505H, T547K, D614G, H655Y, N679K, P681H, N764K, D796Y, N856K, Q954H, N969K і L981F, а также мутацией ORF1b:T2163I, ранее известной по Δ-субварианту AY, широко распространённому в Европе.","Он характеризуется большим количеством мутаций в спайковом (шиповидном) белке, их более 30: A67V, Δ69-70, T95I, G142D/Δ143-145, Δ211/L212I, ins214EPE, G339D, S371L, S373P, S375F, K417N, N440K, G446S, S477N, T478K, E484A, Q493K, G496S, Q498R, N501Y, Y505H, T547K, D614G, H655Y, N679K, P681H, N764K, D796Y, N856K, Q954H, N969K і L981F, а также мутацией ORF1b:T2163I, ранее известной по дельта-субварианту AY, широко распространённому в Европе."
"Часть его мутаций похожа на мутации Δ- и β-штаммов, однако, по данным на конец ноября 2021 года, ранее не были выявлены штаммы с промежуточными мутациями, которые обычно происходят при эволюции «дикого» вируса.","Часть его мутаций похожа на мутации дельта- и бета-штаммов, однако, по данным на конец ноября 2021 года, ранее не были выявлены штаммы с промежуточными мутациями, которые обычно происходят при эволюции «дикого» вируса."
"Предки ο-штамма просто оставались незамеченными в популяции, где за новым коронавирусом плохо наблюдали и редко секвенировали его геном (речь идёт не о Южно-Африканской Республике, которая прилагала много усилий для секвенирования геномов коронавируса).","Предки омикрон-штамма просто оставались незамеченными в популяции, где за новым коронавирусом плохо наблюдали и редко секвенировали его геном (речь идёт не о Южно-Африканской Республике, которая прилагала много усилий для секвенирования геномов коронавируса)."
"Это «слепое пятно» и может скрывать ключ к разгадке происхождения ο-штамма.","Это «слепое пятно» и может скрывать ключ к разгадке происхождения омикрон-штамма."
"В одном исследовании были изучены мутации в спайковом белке ο-штамма, и выяснилось, что часть из них наблюдалась у коронавирусов, обнаруженных у мышей, и улучшала способность спайкового белка связываться с мышиным белком-рецептором ACE2.","В одном исследовании были изучены мутации в спайковом белке омикрон-штамма, и выяснилось, что часть из них наблюдалась у коронавирусов, обнаруженных у мышей, и улучшала способность спайкового белка связываться с мышиным белком-рецептором ACE2."
"Согласно данным, полученным по результатам поездки российских специалистов в ЮАР, симптомы заражения ο-штаммом напоминают грипп.","Согласно данным, полученным по результатам поездки российских специалистов в ЮАР, симптомы заражения омикрон-штаммом напоминают грипп."
