question,answer
"Снижение видимости — одна из самых больших проблем наземной астрономии: в то время, как крупные телескопы имеют теоретич. разрешение в неск. тысячных долей угловой с, фактически их разрешение ограничено атмосферой минимум в сотни раз.","Снижение видимости — одна из самых больших проблем наземной астрономии: в то время, как крупные телескопы имеют теоретическое разрешение в несколько тысячных долей угловой секунды, фактически их разрешение ограничено атмосферой минимум в сотни раз."
"Искажения изменяются быстро, как правило, чаще 100 раз в с.","Искажения изменяются быстро, как правило, чаще 100 раз в секунду."
"Обычно время выдержки при фотографировании звёзд составляет с или даже минуты, поэтому различные искажения усредняются и принимают вид диска, называемого функцией рассеяния точки или видимым диском.","Обычно время выдержки при фотографировании звёзд составляет секунды или даже минуты, поэтому различные искажения усредняются и принимают вид диска, называемого функцией рассеяния точки или видимым диском."
"Последовательные периоды формирования правительства одним лицом (напр., четыре кабинета Па Аффи Н’Гессана в 2000—2003 гг) показаны раздельно.","Последовательные периоды формирования правительства одним лицом (например, четыре кабинета Паскаля Аффи Н’Гессана в 2000—2003 годах) показаны раздельно."
"После победы на состоявшихся 22 октября 2000 (2000-10-22) года президентских выборах лидера Ивуарийского народного фронта Лорана Гбагбо премьер-министром был назначен Па Аффи Н’Гессан.","После победы на состоявшихся 22 октября 2000 (2000-10-22) года президентских выборах лидера Ивуарийского народного фронта Лорана Гбагбо премьер-министром был назначен Паскаль Аффи Н’Гессан."
"В связи с этим в конструкциях станция была построена на приём удлинённых 10-вагонных составов (в отличие от общего стандарта Московского метрополитена на 8 вагонов), однако из-за изменения первоначального проекта в пользу строительства Солнцевской линии, отделка залов была выполнена лишь на стандартные 162 м.","В связи с этим в конструкциях станция была построена на приём удлинённых 10-вагонных составов (в отличие от общего стандарта Московского метрополитена на 8 вагонов), однако из-за изменения первоначального проекта в пользу строительства Солнцевской линии, отделка залов была выполнена лишь на стандартные 162 метра."
"С обеих платформ станции по самым длинным в Москве эскалаторам (дл. — 126,8 м, выс. подъёма — 63,4 м, продолжительность поездки по ним составляет 180 с) можно подняться в совмещённый аванзал, а из них по коротким эскалаторам (выс. подъёма — 3,6 м) — в подземный вестибюль, к-рый соединён с построенным в 1989 г подземным переходом под Кутузовским проспектом (выходы № 1—5) и с открытым одновременно со вторым наклоном отдельным выходом № 6 на чётной стороне улицы Барклая.","С обеих платформ станции по самым длинным в Москве эскалаторам (длина — 126,8 метра, высота подъёма — 63,4 метра, продолжительность поездки по ним составляет 180 секунд) можно подняться в совмещённый аванзал, а из них по коротким эскалаторам (высота подъёма — 3,6 метра) — в подземный вестибюль, который соединён с построенным в 1989 году подземным переходом под Кутузовским проспектом (выходы № 1—5) и с открытым одновременно со вторым наклоном отдельным выходом № 6 на чётной стороне улицы Барклая."
"В официальных источниках фигурирует разная глубина заложения станции: 74 м, 80 м, 84 м, 90 м.","В официальных источниках фигурирует разная глубина заложения станции: 74 метра, 80 метров, 84 метра, 90 метров."
"Согласно данным, опубликованным эскалаторной службой метрополитена, выс. основного эскалаторного наклона станции составляет 63,4 м, а выс. малого наклона в вестибюле — 3,6 м.","Согласно данным, опубликованным эскалаторной службой метрополитена, высота основного эскалаторного наклона станции составляет 63,4 метра, а высота малого наклона в вестибюле — 3,6 метра."
"Турникетный вестибюль соединён с поверхностью лестницей и лифтом с высотой подъёма 4,94 м.","Турникетный вестибюль соединён с поверхностью лестницей и лифтом с высотой подъёма 4,94 метра."
"выс. пассажирской платформы от уровня головок рельсов составляет 1,1 м.","Высота пассажирской платформы от уровня головок рельсов составляет 1,1 метра."
"Таким образом, глубина заложения станции составляет ≈ 73 м, что подтверждается официальным сайтом комплекса градостроительной политики и строительства города Москвы.","Таким образом, глубина заложения станции составляет ≈ 73 метра, что подтверждается официальным сайтом комплекса градостроительной политики и строительства города Москвы."
"За 10 месяцев щит преодолел расстояние в 1888 м.","За 10 месяцев щит преодолел расстояние в 1888 метров."
"Проходка велась на глубине 86-88 м, в т. числе в твёрдых скальных породах.","Проходка велась на глубине 86-88 метров, в том числе в твёрдых скальных породах."
"Находится в юго-восточной части Нижегородской области на расстоянии приблизительно 4 км по прямой на в. от села Сеченова, административного центра района.","Находится в юго-восточной части Нижегородской области на расстоянии приблизительно 4 километра по прямой на восток от села Сеченова, административного центра района."
"Здание базара находится в историческом центре Бухары, на улицах Хакикат и Ходжа Нурабад, в 20 м к северо-востоку от ансамбля Пои-Калян, в соседстве с медресе Улугбека.","Здание базара находится в историческом центре Бухары, на улицах Хакикат и Ходжа Нурабад, в 20 метрах к северо-востоку от ансамбля Пои-Калян, в соседстве с медресе Улугбека."
"Дальность полёта при полной коммерческой загрузке составляет 1500 км.","Дальность полёта при полной коммерческой загрузке составляет 1500 километров."
"Ближайшее с. Вишнёвка в 5 км южнее, за озером, расстояние до райцентра — ок. 17 км (по ш.), там же ближайшая ж.-д. станция — Красноперекопск (на линии Джанкой — Армянск).","Ближайшее село Вишнёвка в 5 км южнее, за озером, расстояние до райцентра — около 17 километров (по шоссе), там же ближайшая железнодорожная станция — Красноперекопск (на линии Джанкой — Армянск)."
"Урочище находится в северо-восточной части области, в подзоне средней тайги, к востоку от Северной Двины, на расстоянии примерно 14 км (по прямой) к северо-востоку от города вел. Устюг, административного центра района.","Урочище находится в северо-восточной части области, в подзоне средней тайги, к востоку от Северной Двины, на расстоянии примерно 14 километров (по прямой) к северо-востоку от города Великий Устюг, административного центра района."
"Радиомаяк Нувейба был пройден в 04:02 UTC на эшелоне FL210 (6400 м), после чего самолёт повернул влево на курс 340°, чтобы пересечь Синайский п-ов и выйти к Средиземному морю, при этом автопилот был настроен на набор высоты до эшелона FL320 (9750 м).","Радиомаяк Нувейба был пройден в 04:02 UTC на эшелоне FL210 (6400 метров), после чего самолёт повернул влево на курс 340°, чтобы пересечь Синайский полуостров и выйти к Средиземному морю, при этом автопилот был настроен на набор высоты до эшелона FL320 (9750 метров)."
"По данным сайта Flightradar24, к 04:13:00 рейс 9268 под контролем автопилота на скорости 755 км/ч поднялся до 9411 м, когда его нормальный полёт прекратился.","По данным сайта Flightradar24, к 04:13:00 рейс 9268 под контролем автопилота на скорости 755 км/ч поднялся до 9411 метров, когда его нормальный полёт прекратился."
"В 04:13:20 UTC на высоте 9415 м и при путевой скорости 520 км/ч запись параметрического самописца оборвалась, а за неск. с до этого речевой самописец зафиксировал посторонний шум.","В 04:13:20 UTC на высоте 9415 метров и при путевой скорости 520 км/ч запись параметрического самописца оборвалась, а за несколько секунд до этого речевой самописец зафиксировал посторонний шум."
"В 04:13:22 UTC, когда транспондер перестал подавать сигналы, лайнер, по данным Flightradar24, находился в точке с координатами 30°10′59″ с. ш. 34°09′40″ в. д. на высоте 8512 м, а его путевая скорость составляла 115 км/ч.","В 04:13:22 UTC, когда транспондер перестал подавать сигналы, лайнер, по данным Flightradar24, находился в точке с координатами 30°10′59″ с. ш. 34°09′40″ в. д. на высоте 8512 метров, а его путевая скорость составляла 115 км/ч."
"Обломки лайнера оказались разбросаны на протяжении 13 км на территории в форме эллипса, пл. которого достигала 30 км².","Обломки лайнера оказались разбросаны на протяжении 13 километров на территории в форме эллипса, площадь которого достигала 30 км²."
"Обломки самолёта обнаруживались на участке местности протяжённостью более 13 км (площадью более 20 км²), что является свидетельством разрушения самолёта в воздухе.","Обломки самолёта обнаруживались на участке местности протяжённостью более 13 километров (площадью более 20 км²), что является свидетельством разрушения самолёта в воздухе."
"7 ноября глава международной комиссии по расследованию Айман Аль-Мукаддам на пресс-конференции обнародовал подробности расшифровки бортовых самописцев, сообщив, что на последних с записи речевого самописца слышен шум, природа которого будет установлена после спектрального анализа в специальной лаборатории.","7 ноября глава международной комиссии по расследованию Айман Аль-Мукаддам на пресс-конференции обнародовал подробности расшифровки бортовых самописцев, сообщив, что на последних секундах записи речевого самописца слышен шум, природа которого будет установлена после спектрального анализа в специальной лаборатории."
"Последняя запись параметрического самописца фиксирует высоту 9415 м и скорость 520 км/ч; при этом самолёт следовал под контролем автопилота, настроенного на набор высоты.","Последняя запись параметрического самописца фиксирует высоту 9415 метров и скорость 520 км/ч; при этом самолёт следовал под контролем автопилота, настроенного на набор высоты."
"16 ноября глава ФСБ РФ Александр Бортников сообщил, что катастрофа произошла в результате теракта — сработало самодельное взрывное устройство мощностью до 1 кг в тротиловом эквиваленте.","16 ноября глава ФСБ РФ Александр Бортников сообщил, что катастрофа произошла в результате теракта — сработало самодельное взрывное устройство мощностью до 1 килограмма в тротиловом эквиваленте."
"Мощность взрывного устройства составила до 1 кг тротилового эквивалента.","Мощность взрывного устройства составила до 1 килограмма тротилового эквивалента."
"16 ноября версию взрыва на борту самодельного взрывного устройства мощностью до 1 кг в тротиловом эквиваленте на совещании у президента России Владимира Путина подтвердил глава ФСБ Александр Бортников.","16 ноября версию взрыва на борту самодельного взрывного устройства мощностью до 1 килограмма в тротиловом эквиваленте на совещании у президента России Владимира Путина подтвердил глава ФСБ Александр Бортников."
"Сначала В. Ф. Карсакова добилась стабильно высокого показателя в 2000 л молока от каждой коровы ежегодно, а в 1961 г вышла в передовики, надоив в среднем 5072 л в группе из 25 коров.","Сначала В. Ф. Карсакова добилась стабильно высокого показателя в 2000 литров молока от каждой коровы ежегодно, а в 1961 году вышла в передовики, надоив в среднем 5072 литра в группе из 25 коров."
"В 1964 г В. Ф. Карсакова добилась ещё большего — стабильности надоев, когда каждая корова из её группы стала давать не менее 5000 кг молока в г.","В 1964 году В. Ф. Карсакова добилась ещё большего — стабильности надоев, когда каждая корова из её группы стала давать не менее 5000 килограммов молока в год."
"д. находится в юго-восточной части республики, в зоне хвойно-широколиственных лесов, в пределах Сарапульской возвышенности, на берегах реки Петровки, к западу от автодороги 94Р-5, на расстоянии примерно 11 км (по прямой) к северо-западу от села Сигаева, административного центра района.","Деревня находится в юго-восточной части республики, в зоне хвойно-широколиственных лесов, в пределах Сарапульской возвышенности, на берегах реки Петровки, к западу от автодороги 94Р-5, на расстоянии примерно 11 километров (по прямой) к северо-западу от села Сигаева, административного центра района."
"Абсолютная выс. — 98 м над уровнем моря.","Абсолютная высота — 98 метров над уровнем моря."
"с. находится в северо-восточной части Астраханской области, в восточной части Волго-Ахтубинской поймы, на расстоянии примерно 6 км (по прямой) к северо-западу от города Ахтубинск, административного центра района.","Село находится в северо-восточной части Астраханской области, в восточной части Волго-Ахтубинской поймы, на расстоянии примерно 6 километров (по прямой) к северо-западу от города Ахтубинск, административного центра района."
"Абсолютная выс. — 5 м над уровнем моря.","Абсолютная высота — 5 метров над уровнем моря."
"с. расположено на высоте 176 м над уровнем моря.","Село расположено на высоте 176 метров над уровнем моря."
"д. расположена в западной части округа на расстоянии примерно 9 км на северо-запад по прямой от села Аспа.","Деревня расположена в западной части округа на расстоянии примерно 9 километров на северо-запад по прямой от села Аспа."
"Средняя из наибольших декадных высот снежного покрова за зиму составляет 59 см.","Средняя из наибольших декадных высот снежного покрова за зиму составляет 59 сантиметров."
"Почва промерзает в среднем на глубину 68-76 см.","Почва промерзает в среднем на глубину 68-76 сантиметров."
"Годовая сумма осадков составляет в среднем 557 мм.","Годовая сумма осадков составляет в среднем 557 миллиметров."
"При этом во время сильных осадков довольно быстро (в течение 24 часов) солёность озера меняется на глубине до 3 м.","При этом во время сильных осадков довольно быстро (в течение 24 часов) солёность озера меняется на глубине до 3 метров."
"При отсутствии осадков уровень pH воды в озере находится в пределах 7,87—8,28 (±0,2) в зависимости от глубины, на глубине до двух м — в среднем 8,26 (± 0,1).","При отсутствии осадков уровень pH воды в озере находится в пределах 7,87—8,28 (±0,2) в зависимости от глубины, на глубине до двух метров — в среднем 8,26 (± 0,1)."
"Начиная с глубины 2 м уровень pH понижается с увеличением глубины.","Начиная с глубины 2 метра уровень pH понижается с увеличением глубины."
"верх. слой почв (2 м глубиной) у озера содержит большое кол-во перегнивших водорослей.","Верхний слой почв (2 метра глубиной) у озера содержит большое количество перегнивших водорослей."
"Протяжённость пути почти 12000 км.","Протяжённость пути почти 12000 километров."
"д. находится в северной части области, в подзоне южной тайги, в пределах Шекснинско-Костромского водораздела, на правом берегу реки Меды, на расстоянии примерно 59 км (по прямой) к северо-западу от рабочего посёлка Пречистое, административного центра района.","Деревня находится в северной части области, в подзоне южной тайги, в пределах Шекснинско-Костромского водораздела, на правом берегу реки Меды, на расстоянии примерно 59 километров (по прямой) к северо-западу от рабочего посёлка Пречистое, административного центра района."
"Годовое кол-во атмосферных осадков составляет ок. 570 мм, из которых большая ч. выпадает в тёплый период.","Годовое количество атмосферных осадков составляет около 570 миллиметров, из которых большая часть выпадает в тёплый период."
"дет. военная энциклопедия указывает дальность метания ятагана, на которой он свободно вонзается остриём в деревянную мишень — ок. 30 м.","Детская военная энциклопедия указывает дальность метания ятагана, на которой он свободно вонзается остриём в деревянную мишень — около 30 метров."
"Дальность метания может достигать 30 м.","Дальность метания может достигать 30 метров."
"Сразу возникает вопрос о правдивости такого утверждения, практика показала, что метать ятаган можно не более чем на 5-6 м .","Сразу возникает вопрос о правдивости такого утверждения, практика показала, что метать ятаган можно не более чем на 5-6 метров ."
"Из уравнения второго закона Н с учётом размерности ускорения для размерности силы в Международной системе величин и в любой др. системе, где в качестве основных величин используются дл., масса и время, следует:","Из уравнения второго закона Ньютона с учётом размерности ускорения для размерности силы в Международной системе величин и в любой другой системе, где в качестве основных величин используются длина, масса и время, следует:"
"Также невозможно сказать, что больше: 1 кг или 3 с.","Также невозможно сказать, что больше: 1 килограмм или 3 секунды."
"д. находится в восточной части Тверской области, в зоне хвойно-широколиственных лесов, к западу от озера Верестово, на расстоянии примерно 15 км (по прямой) к северо-западу от города Бежецка, административного центра района.","Деревня находится в восточной части Тверской области, в зоне хвойно-широколиственных лесов, к западу от озера Верестово, на расстоянии примерно 15 километров (по прямой) к северо-западу от города Бежецка, административного центра района."
"Абсолютная выс. — 134 м над уровнем моря.","Абсолютная высота — 134 метра над уровнем моря."
"с. находится в восточной части Костромской области, в пределах Ветлужско-Унженской низменности, в подзоне южной тайги, к западу от автодороги 34К-215, на расстоянии приблизительно 20 км (по прямой) к северо-востоку от Поназырева, административного центра района.","Село находится в восточной части Костромской области, в пределах Ветлужско-Унженской низменности, в подзоне южной тайги, к западу от автодороги 34К-215, на расстоянии приблизительно 20 километров (по прямой) к северо-востоку от Поназырева, административного центра района."
"Боуи добился признания и как киноактёр; среди самых известных его ролей — инопланетянин Томас Джером Н в «Человеке, к-рый упал на Землю» (кинопремия «Сатурн»), вампир Джон в «Голоде», король гоблинов Джарет в «Лабиринте».","Боуи добился признания и как киноактёр; среди самых известных его ролей — инопланетянин Томас Джером Ньютон в «Человеке, который упал на Землю» (кинопремия «Сатурн»), вампир Джон в «Голоде», король гоблинов Джарет в «Лабиринте»."
"В визуальном плане новый образ артиста продолжал образ Томаса Джерома Н, внеземного существа, сыгранного Боуи в фильме «чел., к-рый упал на Землю» (1976), сам музыкант в качестве одного из источников вдохновения называл Фрэнка Синатру.","В визуальном плане новый образ артиста продолжал образ Томаса Джерома Ньютона, внеземного существа, сыгранного Боуи в фильме «Человек, который упал на Землю» (1976), сам музыкант в качестве одного из источников вдохновения называл Фрэнка Синатру."
"Среди самых известных ролей музыканта — инопланетянин Томас Джером Н в «Человеке, к-рый упал на Землю» (награждённая кинопремией «Сатурн»), вампир Джон в «Голоде» (где его партнёршами были Катрин Денёв и Сьюзан Сарандон), король гоблинов Джарет в «Лабиринте», специальный агент Филлип Джеффрис в «Твин Пиксе».","Среди самых известных ролей музыканта — инопланетянин Томас Джером Ньютон в «Человеке, который упал на Землю» (награждённая кинопремией «Сатурн»), вампир Джон в «Голоде» (где его партнёршами были Катрин Денёв и Сьюзан Сарандон), король гоблинов Джарет в «Лабиринте», специальный агент Филлип Джеффрис в «Твин Пиксе»."
"Я наслаждаюсь каждой с нашего общения…».","Я наслаждаюсь каждой секундой нашего общения…»."
"Она пребывала на орбите в течение 45 минут, достигнув высоты 35 656 м.","Она пребывала на орбите в течение 45 минут, достигнув высоты 35 656 метров."
"Квотербек Нотр-Дама бросил 19-ярдовый победный тачдаун за 30 с до конца.","Квотербек Нотр-Дама бросил 19-ярдовый победный тачдаун за 30 секунд до конца."
"23 ноября 1984 года - в игре, где Бостонский колледж проигрывал Майами и за шесть с квотербек Бостона бросил тачдаун на 52 ярда, к-рый выиграл игру.","23 ноября 1984 года - в игре, где Бостонский колледж проигрывал Майами и за шесть секунд квотербек Бостона бросил тачдаун на 52 ярда, который выиграл игру."
"В сентябре Кордона завоевала серебряную медаль на чемпионате Европы по трековому велоспорту среди спортсменов до 23 лет в командной гонке преследования вместе с Элоди Генриетт и Па Жёлан.","В сентябре Кордона завоевала серебряную медаль на чемпионате Европы по трековому велоспорту среди спортсменов до 23 лет в командной гонке преследования вместе с Элоди Генриетт и Паскаль Жёлан."
"В марте Одри Кордон заняла третье место в гонке Омлоп ван хет Хегеланд, отстав на четыре с от Элизабет Армитстед и Эммы Юханссон.","В марте Одри Кордон заняла третье место в гонке Омлоп ван хет Хегеланд, отстав на четыре секунды от Элизабет Армитстед и Эммы Юханссон."
"На гонке Амстел Голд Рейс в проезде Кёйтенберга на пятьдесят четвёртом км произошёл отрыв.","На гонке Амстел Голд Рейс в проезде Кёйтенберга на пятьдесят четвёртом километре произошёл отрыв."
"В сентябре, на Madrid Challenge by La Vuelta, Wiggle High5 заняла второе место в первой командной гонке, отстав от Sunweb на 18 с.","В сентябре, на Madrid Challenge by La Vuelta, Wiggle High5 заняла второе место в первой командной гонке, отстав от Sunweb на 18 секунд."
"В Хроно Наций Одри Кордон стала третьей, отстав на тридцать пять с от Ольги Забелинской.","В Хроно Наций Одри Кордон стала третьей, отстав на тридцать пять секунд от Ольги Забелинской."
"За двенадцать км до финиша Одри Кордон-Раго и Эллен ван Дейк атаковали по очереди.","За двенадцать километров до финиша Одри Кордон-Раго и Эллен ван Дейк атаковали по очереди."
"На первом этапе Тура Бельгии, когда до финиша оставалось пятьдесят км, Мике Крёгер пошла в атаку.","На первом этапе Тура Бельгии, когда до финиша оставалось пятьдесят километров, Мике Крёгер пошла в атаку."
"На последнем км Одри Кордон-Раго перешла в наступление.","На последнем километре Одри Кордон-Раго перешла в наступление."
"В конце августа на чемпионате Франции отрыв из восьми гонщиков образовался за 23 км до финиша.","В конце августа на чемпионате Франции отрыв из восьми гонщиков образовался за 23 километра до финиша."
"Несмотря на присутствие трёх гонщиков из команды FDJ и трёх гонщиков из команды Arkéa, ей удалось обойти всех своих соперников за десять км до финиша и победить в одиночку.","Несмотря на присутствие трёх гонщиков из команды FDJ и трёх гонщиков из команды Arkéa, ей удалось обойти всех своих соперников за десять километров до финиша и победить в одиночку."
"Преимущество лидеров достигло двадцати шести с.","Преимущество лидеров достигло двадцати шести секунд."
"На подъёме в Орино преимущество составляло неск. с.","На подъёме в Орино преимущество составляло несколько секунд."
"Их преимущество достигло двух минут, но под натиском команды Movistar оно составило всего сорок с у подножия последнего подъёма.","Их преимущество достигло двух минут, но под натиском команды Movistar оно составило всего сорок секунд у подножия последнего подъёма."
"За восемьдесят км до финиша Одри Кордон-Раго повторила свою атаку.","За восемьдесят километров до финиша Одри Кордон-Раго повторила свою атаку."
"Одним из свидетелей столкновения стал британец Стивен Н.","Одним из свидетелей столкновения стал британец Стивен Ньютон."
"Армянский суд отказался принять во внимание показания Н на основании того, что они были сделаны на английском языке.","Армянский суд отказался принять во внимание показания Ньютона на основании того, что они были сделаны на английском языке."
"После смены власти в Армении в 2018 г Стивен Н выразил готовность повторить свои показания.","После смены власти в Армении в 2018 году Стивен Ньютон выразил готовность повторить свои показания."
"В январе 2020 года по результатам нового производства, в т. числе допроса Н и проведения новой судебно-медицинской экспертизы, зам. генерального прокурора Армении подал жалобу в апелляционный суд с требованием отмены приговора 2001 года и отправки дела на новое рассмотрение.","В январе 2020 года по результатам нового производства, в том числе допроса Ньютона и проведения новой судебно-медицинской экспертизы, заместитель генерального прокурора Армении подал жалобу в апелляционный суд с требованием отмены приговора 2001 года и отправки дела на новое рассмотрение."
"Н использовал своё математическое описание гравитации для строгого вывода эмпирических кеплеровских законов движения планет, а также для построения научной теории приливов, прецессии равноденствий и других явлений.","Ньютон использовал своё математическое описание гравитации для строгого вывода эмпирических кеплеровских законов движения планет, а также для построения научной теории приливов, прецессии равноденствий и других явлений."
"Труд Н устранил всякие сомнения в гелиоцентричности Солнечной системы и продемонстрировал, что движение объектов на Земле и небесных тел можно объяснить одними и теми же физическими принципами.","Труд Ньютона устранил всякие сомнения в гелиоцентричности Солнечной системы и продемонстрировал, что движение объектов на Земле и небесных тел можно объяснить одними и теми же физическими принципами."
"Вывод Н о т., что Земля представляет собой сплюснутый сфероид, впосл. был подтверждён геодезическими измерениями Мопертюи, ла Кондамина и других, убедивших большинство европейских учёных в превосходстве ньютоновской механики над более ранними системами.","Вывод Ньютона о том, что Земля представляет собой сплюснутый сфероид, впоследствии был подтверждён геодезическими измерениями Мопертюи, ла Кондамина и других, убедивших большинство европейских учёных в превосходстве ньютоновской механики над более ранними системами."
"Н построил первый практический телескоп-рефлектор и разработал теорию цвета, основанную на наблюдении, что призма разделяет белый свет на цвета видимого спектра, тем самым заложив основы современной физической оптики.","Ньютон построил первый практический телескоп-рефлектор и разработал теорию цвета, основанную на наблюдении, что призма разделяет белый свет на цвета видимого спектра, тем самым заложив основы современной физической оптики."
