question,answer
"зам. Секретаря Свердловского регионального отделения партии "ЕДИНАЯ РОССИЯ" по работе с депутатами и депутатскими объединениями.","Заместитель Секретаря Свердловского регионального отделения партии "ЕДИНАЯ РОССИЯ" по работе с депутатами и депутатскими объединениями."
"На выборах регион. парламент в сентябре 2016 г баллотировалось по Первоуральскому избирательному округу № 22 по списку Партии "ЕДИНАЯ РОССИЯ".","На выборах региональный парламент в сентябре 2016 г баллотировалось по Первоуральскому избирательному округу № 22 по списку Партии "ЕДИНАЯ РОССИЯ"."
"— М.: сов. энциклопедия, 1990.","— М.: Советская энциклопедия, 1990."
"Ве́ра Генна́дьевна Добролю́бова (род. 1961, Новокузнецк, Кемеровская область) ― сов. и рос. оперная певица, засл. артистка Автономной Республики Крым, засл. артистка Российской Федерации (1998), нар. артистка Российской Федерации (2004), солистка Ивановской государственной филармонии.","Ве́ра Генна́дьевна Добролю́бова (род. 1961, Новокузнецк, Кемеровская область) ― советская и российская оперная певица, заслуженная артистка Автономной Республики Крым, заслуженная артистка Российской Федерации (1998), народная артистка Российской Федерации (2004), солистка Ивановской государственной филармонии."
"род. в 1961 г в Новокузнецке.","Родилась в 1961 году в Новокузнецке."
"Занималась музыкой раннего детства, в музыкальной школе и уч-ще обучалась по классу фортепиано.","Занималась музыкой раннего детства, в музыкальной школе и училище обучалась по классу фортепиано."
"После училища поступила в Горьковскую государственную консерваторию им. Михаила Глинки, которую с отличием окончила в 1986 г.","После училища поступила в Горьковскую государственную консерваторию имени Михаила Глинки, которую с отличием окончила в 1986 году."
"Получив диплом консерватории, была направлена в Ивановский муз. театр, где служила оперной певицей.","Получив диплом консерватории, была направлена в Ивановский музыкальный театр, где служила оперной певицей."
"В 1989 г перешла на работу в Ивановскую государственную филармонию.","В 1989 году перешла на работу в Ивановскую государственную филармонию."
"В 1995 г стала солисткой оперно-концертного жанра Ивановского музыкального театра.","В 1995 году стала солисткой оперно-концертного жанра Ивановского музыкального театра."
"В январе 2001 года назначена начальником Управления культуры и искусства Ивановской области, с дек. 2002 года также являлась заместителем главы администрации Ивановской области.","В январе 2001 года назначена начальником Управления культуры и искусства Ивановской области, с декабря 2002 года также являлась заместителем главы администрации Ивановской области."
"Ей близки и тонкий лирический психологизм романсов Чайковского, и драм. пафос романсов Рахманинова, и возвышенно-поэтический образный строй камерно-вокальных сочинений немецких и французских романтиков, и нац. колорит музыки русских композиторов, и классически-ясная, мудрая глубина старинных арий.","Ей близки и тонкий лирический психологизм романсов Чайковского, и драматический пафос романсов Рахманинова, и возвышенно-поэтический образный строй камерно-вокальных сочинений немецких и французских романтиков, и национальный колорит музыки русских композиторов, и классически-ясная, мудрая глубина старинных арий."
"В разное время сотрудничала и выступала на концертах с пианистами-концертмейстерами Бени Ерлиш (Бельгия), Джеймсом Греем (Великобритания), Владимиром Слободяном (Калининград), Натальей Багилава, Мариной Кравец, Элеонорой Теплухиной (м.), Ириной Кузнецовой (ниж. Новгород), Михаилом Бушуевым, Натальей Бойко (Ярославль).","В разное время сотрудничала и выступала на концертах с пианистами-концертмейстерами Бени Ерлиш (Бельгия), Джеймсом Греем (Великобритания), Владимиром Слободяном (Калининград), Натальей Багилава, Мариной Кравец, Элеонорой Теплухиной (Москва), Ириной Кузнецовой (Нижний Новгород), Михаилом Бушуевым, Натальей Бойко (Ярославль)."
"Является лауреатом Международного конкурса вокалистов им. Марии Каллас в Афинах (Греция); XIII Всесоюзного конкурса вокалистов им. М. И. Глинки (Рига, Латвия); Международного конкурса вокалистов Королевы Елизаветы Бельгийской в Брюсселе (Бельгия).","Является лауреатом Международного конкурса вокалистов имени Марии Каллас в Афинах (Греция); XIII Всесоюзного конкурса вокалистов имени М. И. Глинки (Рига, Латвия); Международного конкурса вокалистов Королевы Елизаветы Бельгийской в Брюсселе (Бельгия)."
"За б. вклад в развитие оперного искусства удостоена почётных званий:","За большой вклад в развитие оперного искусства удостоена почётных званий:"
"засл. артистка Автономной Республики Крым, засл. артистка России (1998), нар. артистка России (2004).","Заслуженная артистка Автономной Республики Крым, Заслуженная артистка России (1998), Народная артистка России (2004)."
"В Кинешме выступила нар. артистка России Вера Добролюбова","В Кинешме выступила Народная артистка России Вера Добролюбова"
"Был сооружён через реку Тибр, между Бычьим форумом (местность Велабр) и Трастевере четвёртым римским царем, Анком Марцием (625 г до н. э.).","Был сооружён через реку Тибр, между Бычьим форумом (местность Велабр) и Трастевере четвёртым римским царем, Анком Марцием (625 год до н. э.)."
"Много раз разрушаемый, посл. раз в 69 г, всегда быстро восстанавливался в прежней, деревянной конструкции.","Много раз разрушаемый, последний раз в 69 году, всегда быстро восстанавливался в прежней, деревянной конструкции."
"Античные авторы называют Схедия сыном Ифита и Ипполиты, потомком по муж. линии Фока — эпонима Фокиды, сына морского бога Посейдона либо внука коринфского царя Сизифа.","Античные авторы называют Схедия сыном Ифита и Ипполиты, потомком по мужской линии Фока — эпонима Фокиды, сына морского бога Посейдона либо внука коринфского царя Сизифа."
"Жил он в Панопее, что географ II вв. Павсаний объяснял страхом царя перед беотийцами: через Панопею проходил «самый лёгкий путь нападения из Беотии на Фокиду», и Схедий использовал этот город как укрепление.","Жил он в Панопее, что географ II века Павсаний объяснял страхом царя перед беотийцами: через Панопею проходил «самый лёгкий путь нападения из Беотии на Фокиду», и Схедий использовал этот город как укрепление."
"Так, Диодор Сицилийский передаёт слова политика и военачальника IV вв. до н. э.","Так, Диодор Сицилийский передаёт слова политика и военачальника IV века до н. э."
"По данным «Илиады», ещё раньше, в битве у кораблей, Гектор убил другого фокидского вождя по им. Схедий, сына Перимеда, и в науке существует мнение, что изначально речь шла об одном и т. же персонаже.","По данным «Илиады», ещё раньше, в битве у кораблей, Гектор убил другого фокидского вождя по имени Схедий, сына Перимеда, и в науке существует мнение, что изначально речь шла об одном и том же персонаже."
"В др. версии мифа, изложенной Ликофроном, после разрушения Трои фокейские воины отправились не домой, а в Южную Италию, и поселились в области города Темеса.","В другой версии мифа, изложенной Ликофроном, после разрушения Трои фокейские воины отправились не домой, а в Южную Италию, и поселились в области города Темеса."
"Над ней, по словам Павсания, стоял «пам. из простого камня».","Над ней, по словам Павсания, стоял «памятник из простого камня»."
"Павсаний описал картину художника V вв. до н. э.","Павсаний описал картину художника V века до н. э."
"Именем Схедия назван астероид Юпитера, откр. 25 сентября 1973 года голландскими астрономами Корнелисом Йоханнесом ван Хаутеном, Ингрид ван Хаутен-Груневельд и Томом Герельсом в Паломарской обсерватории.","Именем Схедия назван астероид Юпитера, открытый 25 сентября 1973 года голландскими астрономами Корнелисом Йоханнесом ван Хаутеном, Ингрид ван Хаутен-Груневельд и Томом Герельсом в Паломарской обсерватории."
"мифол. б-ка / Перевод, заключ. статья, прим., указатель В. Г. Боруховича.","Мифологическая библиотека / Перевод, заключительная статья, примечания, указатель В. Г. Боруховича."
"Мифы / Перевод с латинского, комм. Д. О. Торшилова под общей редакцией А. А. Тахо-Годи.","Мифы / Перевод с латинского, комментарий Д. О. Торшилова под общей редакцией А. А. Тахо-Годи."
"— 360 с. — (Античная б-ка).","— 360 с. — (Античная библиотека)."
"историч. б-ка / Перевод, статья, комментарии и указатель О. П. Цыбенко.","Историческая библиотека / Перевод, статья, комментарии и указатель О. П. Цыбенко."
"Александра // вест. древней истории / Перевод с древнегреческого и комм. И. Е. Сурикова.","Александра // Вестник древней истории / Перевод с древнегреческого и комментарий И. Е. Сурикова."
"Описание Эллады / Перевод и прим. С. П. Кондратьева под редакцией Е. В. Никитюк.","Описание Эллады / Перевод и примечания С. П. Кондратьева под редакцией Е. В. Никитюк."
"Ответственный ред. проф. Э. Д. Фролов. — СПб.: Алетейя, 1996.","Ответственный редактор проф. Э. Д. Фролов. — СПб.: Алетейя, 1996."
"— (Античная б-ка).","— (Античная библиотека)."
"Шарнина А. Б. Представления эллинов о справедливости в межполисных конфликтах (Третья Священная война) // Мнемон: Исследования и публикации по истории античного мира / с.-петерб. гос. ун-т.","Шарнина А. Б. Представления эллинов о справедливости в межполисных конфликтах (Третья Священная война) // Мнемон: Исследования и публикации по истории античного мира / Санкт-Петербургский государственный университет."
"— М.: сов. энциклопедия, 1980.","— М.: Советская энциклопедия, 1980."
"— М.: сов. энциклопедия, 1980.","— М.: Советская энциклопедия, 1980."
"высш. лига Узбекистана 2006","Высшая лига Узбекистана 2006"
"Прам «Олифант» был заложен на стапеле Санкт-Петербургского адмиралтейства в 1751 г и после спуска на воду 23 сентября (4 октября) 1752 года вошёл в состав Балтийского флота России.","Прам «Олифант» был заложен на стапеле Санкт-Петербургского адмиралтейства в 1751 году и после спуска на воду 23 сентября (4 октября) 1752 года вошёл в состав Балтийского флота России."
"стр-во вёл корабельный мастер майорского ранга Джон Сютерланд.","Строительство вёл корабельный мастер майорского ранга Джон Сютерланд."
"При этом в 1759 г прам был переименован в «Буйвол».","При этом в 1759 году прам был переименован в «Буйвол»."
"В кампании с 1761 по 1764 г находился в Кронштадте и в плаваниях участия не принимал.","В кампании с 1761 по 1764 год находился в Кронштадте и в плаваниях участия не принимал."
"По окончании службы в 1765 г там же был разобран.","По окончании службы в 1765 году там же был разобран."
"Веселаго Ф. Ф. Список русских военных судов с 1668 по 1860 год. — СПб.: тип. морского министерства, 1872.","Веселаго Ф. Ф. Список русских военных судов с 1668 по 1860 год. — СПб.: Типография морского министерства, 1872."
"— Т. 1. — 544 с. — (Военно-историч. б-ка).","— Т. 1. — 544 с. — (Военно-историческая библиотека)."
"— 464 с. — (Военно-историч. б-ка).","— 464 с. — (Военно-историческая библиотека)."
"Чернышёв А. А. рос. парусный флот.","Чернышёв А. А. Российский парусный флот."
"— 304 с. — (Морская летоп.).","— 304 с. — (Морская летопись)."
"Боевая летоп. русского флота / Под ред. Н. В. Новикова.","Боевая летопись русского флота / Под ред. Н. В. Новикова."
"— М.: Военное изд-во Министерства вооружённых сил СССР, 1948.","— М.: Военное издательство Министерства вооружённых сил СССР, 1948."
"Аппендикс — важная ч. иммунной системы чел..","Аппендикс — важная часть иммунной системы человека."
"Воспаление аппендикса чел. называется аппендицитом.","Воспаление аппендикса человека называется аппендицитом."
"Червеобразный отросток имеется лишь у некоторых млекопитающих (в частности, у кроликов, обезьян, чел.), в то же время он отсутствует у котов и собак.","Червеобразный отросток имеется лишь у некоторых млекопитающих (в частности, у кроликов, обезьян, человека), в то же время он отсутствует у котов и собак."
"Диагностировать проблемы с аппендиксом у домашних питомцев (напр., кроликов и морских свинок) чрезвычайно трудно, поэтому надо периодически обращаться к ветеринарам, чтобы произвести обследование и своевременно диагностировать возможную болезнь.","Диагностировать проблемы с аппендиксом у домашних питомцев (например, кроликов и морских свинок) чрезвычайно трудно, поэтому надо периодически обращаться к ветеринарам, чтобы произвести обследование и своевременно диагностировать возможную болезнь."
"У чел. аппендикс располагается в правой подвздошной области (ниже печени ок. подвздошной кости) и обычно спускается ко входу в м. таз.","У человека аппендикс располагается в правой подвздошной области (ниже печени около подвздошной кости) и обычно спускается ко входу в малый таз."
"Толщина — 0,5—1 см, дл. — от 0,5 до 23 см (чаще 7—9 см).","Толщина — 0,5—1 см, длина — от 0,5 до 23 см (чаще 7—9 см)."
"Имеет узкую полость, к-рый открывается в слепую кишку отверстием, окруженным маленькой складкой слизистой оболочки — заслонкой.","Имеет узкую полость, которая открывается в слепую кишку отверстием, окруженным маленькой складкой слизистой оболочки — заслонкой."
"Также, как полагают некоторые исследователи (Bill Parker с соавт.), из-за значительного увеличения плотности населения совр. чел. может получать бактерии и от других людей.","Также, как полагают некоторые исследователи (Bill Parker с соавт.), из-за значительного увеличения плотности населения современный человек может получать бактерии и от других людей."
"Аппендикс — это орган, выполняющий ту же функцию для кишечника, что и миндалины для легких: он содержит конгломераты лимфоидных фолликулов и функционирует как ч. единой функциональной системы мукозального иммунитета.","Аппендикс — это орган, выполняющий ту же функцию для кишечника, что и миндалины для легких: он содержит конгломераты лимфоидных фолликулов и функционирует как часть единой функциональной системы мукозального иммунитета."
"Аппендикс чел.","Аппендикс человека"
"Анатомия чел. : уч. : в 2 т.","Анатомия человека : уч. : в 2 т."
"— Т. 1. — 228 с. : ил. — (Учебная лит-ра для студентов медицинских вузов).","— Т. 1. — 228 с. : ил. — (Учебная литература для студентов медицинских вузов)."
"универс. научно-популярная энциклопедия Кругосвет.","Универсальная научно-популярная энциклопедия Кругосвет."
"Нитрянский авт. край[уточнить] (словац. Nitriansky samosprávny kraj) — один из восьми автономных самоуправляемых краёв Словакии.","Нитрянский автономный край[уточнить] (словац. Nitriansky samosprávny kraj) — один из восьми автономных самоуправляемых краёв Словакии."
"адм. центр — город Нитра.","Административный центр — город Нитра."
"Нитрянский авт. край — это регион с богатой историей, множеством термальных источников и высококачественными сортами вина.","Нитрянский автономный край — это регион с богатой историей, множеством термальных источников и высококачественными сортами вина."
"Краем управляют глава края и Совет края, к-рый состоит из 54-х депутатов.","Краем управляют глава края и Совет края, который состоит из 54-х депутатов."
"пр-во выполняет задачи, поставленные Советом края, главой края и иными органами власти, созданными Советом.","Правительство выполняет задачи, поставленные Советом края, главой края и иными органами власти, созданными Советом."
"пр-во Нитрянского автономного края (ÚNSK) был создано 1 января 2002 года.","Правительство Нитрянского автономного края (ÚNSK) был создано 1 января 2002 года."
"Работой Правительства управляет и организует её глава Правительства, к-рый о своей деятельности отчитывается перед главой края.","Работой Правительства управляет и организует её глава Правительства, который о своей деятельности отчитывается перед главой края."
"пр-во Нитрянского автономного края делится на девять департаментов.","Правительство Нитрянского автономного края делится на девять департаментов."
"2005 — 2009 — Милан Белица (Партия левых — Движение за демократическую Словакию, Коммунистическая партия — объед. словацкая нац. партия, Правая словацкая нац. партия, Левый блок, Аграрная партия села).","2005 — 2009 — Милан Белица (Партия левых — Движение за демократическую Словакию, Коммунистическая партия — Объединённая словацкая национальная партия, Правая словацкая национальная партия, Левый блок, Аграрная партия села)."
"2009 — 2013 — Милан Белица (Партия СМЕР, Словацкий христианско-демокр. союз-Демократическая партия, Христианско-демокр. движение).","2009 — 2013 — Милан Белица (Партия СМЕР, Словацкий христианско-демократический союз-Демократическая партия, Христианско-демократическое движение)."
"2013 — 2017 — Милан Белица (Партия СМЕР, Словацкая нац. партия, Аграрная партия села).","2013 — 2017 — Милан Белица (Партия СМЕР, Словацкая национальная партия, Аграрная партия села)."
"Наивысшая точка — гора б. Иновец, выс. — 901 м над уровнем моря.","Наивысшая точка — гора Большой Иновец, высота — 901 метр над уровнем моря."
"пл. — 6 343,4 км² (634 340 га).","Площадь — 6 343,4 км² (634 340 га)."
"нас. — 689 867 (на 20.05.2011).","Население — 689 867 (на 20.05.2011)."
"кол-во округов — 7 (см.выше).","Количество округов — 7 (см.выше)."
"террит. план Нитрянского края","Территориальный план Нитрянского края"
"Первая публ. повести состоялась в журнале «Знание — сила» (1947, № 7—10), первое отд. изд. вышло в 1948 г в «Детгизе».","Первая публикация повести состоялась в журнале «Знание — сила» (1947, № 7—10), первое отдельное издание вышло в 1948 году в «Детгизе»."
"Идея пулевого отверстия в костях ископаемых животных впосл. тиражировалась в отечественной паранауке (палеоконтакт); описание черепа пришельца, придуманное А. Быстровым (прототипом Шатрова), сформировало образ инопланетянина в советской уфологической литературе.","Идея пулевого отверстия в костях ископаемых животных впоследствии тиражировалась в отечественной паранауке (палеоконтакт); описание черепа пришельца, придуманное А. Быстровым (прототипом Шатрова), сформировало образ инопланетянина в советской уфологической литературе."
"Эта посылка заставила Шатрова вспомнить о своём бывшем ученике Викторе: отказавшись от палеонтологии, тот перевёлся на отд. астрономии, чтобы разработать «оригинальную теорию движения солнечной системы в пространстве».","Эта посылка заставила Шатрова вспомнить о своём бывшем ученике Викторе: отказавшись от палеонтологии, тот перевёлся на отделение астрономии, чтобы разработать «оригинальную теорию движения солнечной системы в пространстве»."
"Поэтому Алексей Петрович отправился в обсерваторию, недавно восстановленную после войны, чтобы увидеть участки неба, упомянутые в рукописи Виктора, — ч. Млечного пути и центр Галактики, закрытый огромным чёрным сгустком материи.","Поэтому Алексей Петрович отправился в обсерваторию, недавно восстановленную после войны, чтобы увидеть участки неба, упомянутые в рукописи Виктора, — часть Млечного пути и центр Галактики, закрытый огромным чёрным сгустком материи."
"сов. пароход «Витим» отделался небольшими повреждениями, но три огромные волны полностью разрушили нарядный прибрежный городок.","Советский пароход «Витим» отделался небольшими повреждениями, но три огромные волны полностью разрушили нарядный прибрежный городок."
"В ней содержались неск. ископаемых костей и череп динозавра, в которых виднелись маленькие овальные отверстия явно искусственного происхождения.","В ней содержались несколько ископаемых костей и череп динозавра, в которых виднелись маленькие овальные отверстия явно искусственного происхождения."
"Это означало, что на этих динозавров кто-то охотился с неизвестным современной науке оружием, и происходило это семьдесят млн лет назад, когда чел. ещё не было.","Это означало, что на этих динозавров кто-то охотился с неизвестным современной науке оружием, и происходило это семьдесят миллионов лет назад, когда человека ещё не было."
"Такое сближение произошло семьдесят млн лет назад, и разумные существа «переправились со своей системы на нашу, как с корабля на корабль в океане».","Такое сближение произошло семьдесят миллионов лет назад, и разумные существа «переправились со своей системы на нашу, как с корабля на корабль в океане»."
"Илье Андреевичу помогло сообщение от геолога Кольцова, к-рый подсказал ему, что в горных котловинах Тянь-Шаня начинается стр-во целой сети крупных каналов и электростанций.","Илье Андреевичу помогло сообщение от геолога Кольцова, который подсказал ему, что в горных котловинах Тянь-Шаня начинается строительство целой сети крупных каналов и электростанций."
"Вскоре науч. сотр. Старожилов нашёл скелеты динозавров со странными повреждениями: на черепах виднелись узкие овальные отверстия.","Вскоре научный сотрудник Старожилов нашёл скелеты динозавров со странными повреждениями: на черепах виднелись узкие овальные отверстия."
"После того, как в воскресный день на раскопки начальство вывело тяжёлую технику и почти тысячу рабочих, удалось совершить гл. открытие: под огромным черепом хищного ящера обнаружилось нечто, похожее на панцирь ископаемой черепахи.","После того, как в воскресный день на раскопки начальство вывело тяжёлую технику и почти тысячу рабочих, удалось совершить главное открытие: под огромным черепом хищного ящера обнаружилось нечто, похожее на панцирь ископаемой черепахи."
"По мнению профессора, разум мог зародиться лишь на планете с земными характе­ри­стиками, следовательно, разумным могло стать только гуманоидное и человеко­подобное существо, поскольку тело чел. — лучшее вместилище для разума.","По мнению профессора, разум мог зародиться лишь на планете с земными характе­ри­стиками, следовательно, разумным могло стать только гуманоидное и человеко­подобное существо, поскольку тело человека — лучшее вместилище для разума."
"Неизвестным способом изображение было сделано рельефным, а гл. — необыкновенно, невероятно жи­вым.","Неизвестным способом изображение было сделано рельефным, а главное — необыкновенно, невероятно жи­вым."
"Исходной точкой для сюжета о черепе динозавра с искусственными повреждениями, по предположению Петра Чудинова, был череп вымершего бизона с отверстием, напоминавшим пулевое, к-рый хранился в Палеонтологическом музее в Москве.","Исходной точкой для сюжета о черепе динозавра с искусственными повреждениями, по предположению Петра Чудинова, был череп вымершего бизона с отверстием, напоминавшим пулевое, который хранился в Палеонтологическом музее в Москве."
"В то же время учёный соглашался с философской идеей Ефремова об эволюции интеллекта, указывая, что органы зрения у всех живых существ, как позвоночных, так и беспозвоночных (вкл. медуз и пауков) устроены по единственно возможной форме, «как фотоаппарат».","В то же время учёный соглашался с философской идеей Ефремова об эволюции интеллекта, указывая, что органы зрения у всех живых существ, как позвоночных, так и беспозвоночных (включая медуз и пауков) устроены по единственно возможной форме, «как фотоаппарат»."
"К письму был приложен рис. черепа и дана вымышленная биологическая систематика: Uranotherum paradoxum s[apiens] bestia celestis Efr.","К письму был приложен рисунок черепа и дана вымышленная биологическая систематика: Uranotherum paradoxum s[apiens] bestia celestis Efr."
"Алексей Петрович надеялся, что Ефремову больше никто не «бросит упрёков в т., что в рассказах нет живых людей».","Алексей Петрович надеялся, что Ефремову больше никто не «бросит упрёков в том, что в рассказах нет живых людей»."
"Первая публ. состоялась в 1947 г в журнале «Знание — сила», а отдельной книгой повесть вышла в 1948 г.","Первая публикация состоялась в 1947 году в журнале «Знание — сила», а отдельной книгой повесть вышла в 1948 году."
"гл. идея Ивана Ефремова — идея множественности очагов разума во Вселенной и сходства тех путей, по которым идёт эволюция на различных планетах.","Главная идея Ивана Ефремова — идея множественности очагов разума во Вселенной и сходства тех путей, по которым идёт эволюция на различных планетах."
"акад. Ю. Н. Денисюк писал, что эта повесть побудила его в 1957 г начать работы по фиксации объёмных изображений с помощью специальных фотоматериалов; это привело к открытию трёхмерной голографии.","Академик Ю. Н. Денисюк писал, что эта повесть побудила его в 1957 году начать работы по фиксации объёмных изображений с помощью специальных фотоматериалов; это привело к открытию трёхмерной голографии."
"После выхода первого книжного издания последовало неск. рецензий.","После выхода первого книжного издания последовало несколько рецензий."
"С 1950-х годов тональность отзывов поменялась радикально: в отзыве на изд. 1953 года рецензент «Огонька» Т. Троицкая подчёркивала, что существо, обнаруженное Шатровым и Давыдовым, понятно и близко человеку, и в ни в коем случае не чуждо ему.","С 1950-х годов тональность отзывов поменялась радикально: в отзыве на издание 1953 года рецензент «Огонька» Т. Троицкая подчёркивала, что существо, обнаруженное Шатровым и Давыдовым, понятно и близко человеку, и в ни в коем случае не чуждо ему."
"Это приводит к тому, что науч. идея подчиняет себе все компоненты произведения и любование работой ума становится как бы элементом поэтики.","Это приводит к тому, что научная идея подчиняет себе все компоненты произведения и любование работой ума становится как бы элементом поэтики."
"Брандис и Дмитревский отмечали, что Ефремов использовал элементы детективного жанра: выдвигается некая посылка — первонач. звено ещё не существующей цепи доказательств.","Брандис и Дмитревский отмечали, что Ефремов использовал элементы детективного жанра: выдвигается некая посылка — первоначальное звено ещё не существующей цепи доказательств."
