question,answer
"Для звонка в такой населённый пункт необходимо знать не только код районного центра, но и внутрирайонный префикс такого населённого пункта, дополняющий № до общерайонной нумерации.","Для звонка в такой населённый пункт необходимо знать не только код районного центра, но и внутрирайонный префикс такого населённого пункта, дополняющий номер до общерайонной нумерации."
"С 5 августа 2007 года упрощённый порядок набора № внутри зоны отменяется.","С 5 августа 2007 года упрощённый порядок набора номера внутри зоны отменяется."
"Выбор оператора междугородной и международной связи при наборе № будет осуществляться только при исходящей связи путём набора префикса.","Выбор оператора междугородной и международной связи при наборе номера будет осуществляться только при исходящей связи путём набора префикса."
"Для междугородного соединения предусматривается следующий порядок набора №:","Для междугородного соединения предусматривается следующий порядок набора номера:"
"Nн — национальный № абонента.","Nн — национальный номер абонента."
"Для международного соединения предусматривается следующий порядок набора №:","Для международного соединения предусматривается следующий порядок набора номера:"
"Nмн — международный №.","Nмн — международный номер."
"800 004 xx xx — toll free № закреплённые за ТОО Казтехносвязь","800 004 xx xx — toll free номера закреплённые за ТОО Казтехносвязь"
"804 xxx xx xx — универсальный № доступа","804 xxx xx xx — универсальный номер доступа"
"Приехав в какой-нибудь город, мы обыкновенно искали самые дешёвые № и всей труппой занимали одну маленькую комнату.","Приехав в какой-нибудь город, мы обыкновенно искали самые дешёвые номера и всей труппой занимали одну маленькую комнату."
"Посёлок доступен по дороге общего пользования межмуниципального значения «Авдеевская База — Хмелевка — Клабуковка» (идентификационный № 01 ОП МЗ 01Н-1306).","Посёлок доступен по дороге общего пользования межмуниципального значения «Авдеевская База — Хмелевка — Клабуковка» (идентификационный номер 01 ОП МЗ 01Н-1306)."
"Сумма сделки 24 миллиона ₽.","Сумма сделки 24 миллиона рублей."
"Четырёх ненадёжных выборщиков от штата Вашингтон в 2016 году оштрафовали на 1 тысячу $ каждого.","Четырёх ненадёжных выборщиков от штата Вашингтон в 2016 году оштрафовали на 1 тысячу долларов каждого."
"Третье известное произведение — «аль-Каул ас-садид φ джаваб рисалат Саид ли-ш-шайх аль-муршид Джамалу-д-дин» («Здравое слово в ответ на послание Саида шайха муршида Джамулуддина»).","Третье известное произведение — «аль-Каул ас-садид фи джаваб рисалат Саид ли-ш-шайх аль-муршид Джамалу-д-дин» («Здравое слово в ответ на послание Саида шайха муршида Джамулуддина»)."
"Получил бывший № Саломона Калу — 21-й.","Получил бывший номер Саломона Калу — 21-й."
"Te Ara Encyclopedia of New Zealand: The abbreviation of canoe traditions","Te Ara Encyclopedia of New Zealand: The meaning of canoe traditions"
"Ежегодно в Соединенных Штатах продают приправленной соли на 100 млн $ США.","Ежегодно в Соединенных Штатах продают приправленной соли на 100 млн долларов США."
"Спонсор за 9 миллионов $ получал: изображение торговой марки на официальном логотипе чемпионата, наибольшее количество рекламных щитов на всех матчах турнира, определённые льготы при телерекламе в матчах.","Спонсор за 9 миллионов долларов получал: изображение торговой марки на официальном логотипе чемпионата, наибольшее количество рекламных щитов на всех матчах турнира, определённые льготы при телерекламе в матчах."
"Тогда был заключён пятилетний контракт на 50 млн $.","Тогда был заключён пятилетний контракт на 50 млн долларов."
"Контракт между организацией и лигой был рассчитан на 4 года, за которые «СОГАЗ» выплатила 60 миллионов $.","Контракт между организацией и лигой был рассчитан на 4 года, за которые «СОГАЗ» выплатила 60 миллионов долларов."
"Финансовые условия актуальной сделки — 1,98 млрд ₽ за сезон, полмиллиона из них расходуются на производство контента.","Финансовые условия актуальной сделки — 1,98 млрд рублей за сезон, полмиллиона из них расходуются на производство контента."
"Суммарная прибыль членов лиги — 3,2 млрд ₽.","Суммарная прибыль членов лиги — 3,2 млрд рублей."
"Суммарный убыток четырёх предыдущих лет — 24,7 млрд ₽.","Суммарный убыток четырёх предыдущих лет — 24,7 млрд рублей."
"Суммарная выручка клубов в сезоне 2016/17 составила 1,96 млрд ₽.","Суммарная выручка клубов в сезоне 2016/17 составила 1,96 млрд рублей."
"От продажи телеправ на футбольный ТВ-рынок лига получает примерно 1,6 миллиарда ₽ за каждый сезон.","От продажи телеправ на футбольный ТВ-рынок лига получает примерно 1,6 миллиарда рублей за каждый сезон."
"Это 25 млн $ на всех, или по полтора миллиона $ на каждого.","Это 25 млн долларов на всех, или по полтора миллиона долларов на каждого."
"К турниру построили и реконструировали 11 футбольных стадионов, потратив на это около 170 млрд ₽.","К турниру построили и реконструировали 11 футбольных стадионов, потратив на это около 170 млрд рублей."
"Директор московской школы обобрал родителей учеников на 20 млн ₽.","Директор московской школы обобрал родителей учеников на 20 млн рублей."
"Директор школы на западе Москвы заработал 20 млн ₽ на незаконных занятиях английским.","Директор школы на западе Москвы заработал 20 млн рублей на незаконных занятиях английским."
"Средний годовой доход домохозяйства составлял 43 214 $, а средний годовой доход семьи — 44 000 $.","Средний годовой доход домохозяйства составлял 43 214 долларов, а средний годовой доход семьи — 44 000 долларов."
"Средний доход мужчин — 38 750 $, в то время как у женщин — 21 125.","Средний доход мужчин — 38 750 долларов, в то время как у женщин — 21 125."
"Доход на душу населения составил 16 836 $.","Доход на душу населения составил 16 836 долларов."
"Начало работ по возведению стадиона было намечено на 2001 год, однако вскоре выяснилось, что часть выбранной территории принадлежит Всероссийскому выставочному центру, который потребовал от клуба арендную плату в размере 30 миллионов $ США.","Начало работ по возведению стадиона было намечено на 2001 год, однако вскоре выяснилось, что часть выбранной территории принадлежит Всероссийскому выставочному центру, который потребовал от клуба арендную плату в размере 30 миллионов долларов США."
"Сумма сделки — 1 млрд 208 млн ₽, в соответствии с ней стадион будет носить это название 6 лет.","Сумма сделки — 1 млрд 208 млн рублей, в соответствии с ней стадион будет носить это название 6 лет."
"В сентябре 2011 года инвестором была заявлена ориентировочная сумма проекта в 12 миллиардов ₽, 2 миллиарда из которых пойдут на возведение крытой арены.","В сентябре 2011 года инвестором была заявлена ориентировочная сумма проекта в 12 миллиардов рублей, 2 миллиарда из которых пойдут на возведение крытой арены."
"В феврале 2013 года Леонид Федун, оценив готовность стадиона на 80 %, сообщил, что стоимость строительства стадиона составит около 500 млн $ США (около 15 млрд ₽).","В феврале 2013 года Леонид Федун, оценив готовность стадиона на 80 %, сообщил, что стоимость строительства стадиона составит около 500 млн долларов США (около 15 млрд рублей)."
"По окончании строительства Леонид Федун заявил, что итоговая стоимость стадиона составила 14,5 миллиарда ₽.","По окончании строительства Леонид Федун заявил, что итоговая стоимость стадиона составила 14,5 миллиарда рублей."
"Общее число нейтронов, поглощаемых в единице объёма топлива за 1 с, = (ΣUa+ΣPa)φ, из них вызывают деление Σfφ нейтронов.","Общее число нейтронов, поглощаемых в единице объёма топлива за 1 с, равно (ΣUa+ΣPa)φ, из них вызывают деление Σfφ нейтронов."
"Несмотря на то, что теперь «Пэкерс» имели современный стадион в Грин-Бее, они всё = продолжали играть 2 или 3 домашних игры на «Милуоки Кантри Стэдиум».","Несмотря на то, что теперь «Пэкерс» имели современный стадион в Грин-Бее, они всё равно продолжали играть 2 или 3 домашних игры на «Милуоки Кантри Стэдиум»."
"Он должен был частично выплачиваться командой через продажу акций 1997—1998 годов, которая заработал более 20 миллионов $.","Он должен был частично выплачиваться командой через продажу акций 1997—1998 годов, которая заработал более 20 миллионов долларов."
"Ущерб причинённый пожаром оценивался в $5000 $.","Ущерб причинённый пожаром оценивался в $5000 долларов."
"Общая сумма ущерба сахарному комбинату за время оккупации составила свыше 12 млн. ₽.","Общая сумма ущерба сахарному комбинату за время оккупации составила свыше 12 млн. рублей."
"Тиазолидиндионы избирательно стимулируют γ-рецептор клеточного ядра, активируемый пероксисомным пролифератором (PPAR-γ) и, в меньшей степени, PPAR-α, из-за чего изменяется транскрипция генов, участвующих в контроле метаболизма глюкозы и липидов в мышцах, жировой ткани и печени, и увеличивается продукция белков, участвующих в поглощении глюкозы.","Тиазолидиндионы избирательно стимулируют гамма-рецептор клеточного ядра, активируемый пероксисомным пролифератором (PPAR-γ) и, в меньшей степени, PPAR-α, из-за чего изменяется транскрипция генов, участвующих в контроле метаболизма глюкозы и липидов в мышцах, жировой ткани и печени, и увеличивается продукция белков, участвующих в поглощении глюкозы."
"Прошлогодний чемпион Виктор Троицки защищал свой титул в качестве третьего № посева и успешно справился со своей задачей.","Прошлогодний чемпион Виктор Троицки защищал свой титул в качестве третьего номера посева и успешно справился со своей задачей."
"Женский одиночный турнир должен был собрать четырёх представительниц Топ-10 мирового рейтинга, однако второй № посева Агнешка Радваньская (№ 5 в мире на тот момент) и прошлогодняя чемпионка, посеянная под третьим номером Петра Квитова (№ 6 в мире) снялись с турнира.","Женский одиночный турнир должен был собрать четырёх представительниц Топ-10 мирового рейтинга, однако второй номер посева Агнешка Радваньская (№ 5 в мире на тот момент) и прошлогодняя чемпионка, посеянная под третьим номером Петра Квитова (№ 6 в мире) снялись с турнира."
"θ-теория, в которой определяются допустимые соотношения между тематическими (семантическими) ролями и предикатными словами и их синтаксическими свойствами.","тета-теория, в которой определяются допустимые соотношения между тематическими (семантическими) ролями и предикатными словами и их синтаксическими свойствами."
"Средний доход на одно домашнее хозяйство в городе составил 33 125 $ США, а средний доход на одну семью — 41 250 $.","Средний доход на одно домашнее хозяйство в городе составил 33 125 долларов США, а средний доход на одну семью — 41 250 долларов."
"При этом мужчины имели средний доход в 30 833 $ США в год против 19 167 $ среднегодового дохода у женщин.","При этом мужчины имели средний доход в 30 833 доллара США в год против 19 167 долларов среднегодового дохода у женщин."
"Доход на душу населения в городе составил 17 790 $ в год.","Доход на душу населения в городе составил 17 790 долларов в год."
"Первоначально троллейбусные маршруты получили № от 1 до 4, но с 1 января 1980 года они были перенумерованы в 681—684 в связи с основанием транспортного объединения Рейн-Рур, в которое была интегрирована золингенская троллейбусная система.","Первоначально троллейбусные маршруты получили номера от 1 до 4, но с 1 января 1980 года они были перенумерованы в 681—684 в связи с основанием транспортного объединения Рейн-Рур, в которое была интегрирована золингенская троллейбусная система."
"Финляндия — в январе 1942 года 46-я эскадрилья получила 15 Do. 17Z-2 (бортовые № DN-51 — DN-51) и эксплуатировала их до середины 1944 года.","Финляндия — в январе 1942 года 46-я эскадрилья получила 15 Do. 17Z-2 (бортовые номера DN-51 — DN-51) и эксплуатировала их до середины 1944 года."
"С августа 1977 года принимал участие в экспериментах с использованием γ-излучния и жесткого рентгеновского излучения на орбитальной обсерватории HEAO-1.","С августа 1977 года принимал участие в экспериментах с использованием гамма-излучния и жесткого рентгеновского излучения на орбитальной обсерватории HEAO-1."
"Согласно исследованиям, наиболее мощный и точный удар возможен, если подходить к мячу под углом (идеальный вариант — 45 °), а не прямо..","Согласно исследованиям, наиболее мощный и точный удар возможен, если подходить к мячу под углом (идеальный вариант — 45 градусов), а не прямо.."
"В 1953 году коллектив бригады под руководством Ага Дадаша перевыполнила план, дав сверх него более 3000 пробурённых метров, но несмотря на высокие результаты, бурильщики сэкономили государству денежные средства, уменьшив себестоимость работы на своём участке на 15 %.","В 1953 году коллектив бригады под руководством Ага Дадаша перевыполнила план, дав сверх него более 3000 пробурённых метров, но несмотря на высокие результаты, бурильщики сэкономили государству денежные средства, уменьшив себестоимость работы на своём участке на 15 процентов."
"Бюджет игры составил 45 миллионов $ США — это была самая высокобюджетная компьютерная игра на тот момент.","Бюджет игры составил 45 миллионов долларов США — это была самая высокобюджетная компьютерная игра на тот момент."
"Sony выделила на продвижение игры беспрецедентную по тем временам сумму в 40 миллионов $ США — эти деньги были разделены между американским подразделением Sony Computer Entertainment America (SCEA), европейским Sony Computer Entertainment Europe (SCEE) и японским Sony Interactive Entertainment (SIE) Japan.","Sony выделила на продвижение игры беспрецедентную по тем временам сумму в 40 миллионов долларов США — эти деньги были разделены между американским подразделением Sony Computer Entertainment America (SCEA), европейским Sony Computer Entertainment Europe (SCEE) и японским Sony Interactive Entertainment (SIE) Japan."
"GamePro также написал, что перевод — единственный крупный - в игре, в то время как IGN назвал «единственным изъяном» возможность иметь на поле боя только трёх персонажей.","GamePro также написал, что перевод — единственный крупный минус в игре, в то время как IGN назвал «единственным изъяном» возможность иметь на поле боя только трёх персонажей."
"По итогам акции в фонды «Вера» и «Дом с маяком» поступило более 8 миллионов ₽.","По итогам акции в фонды «Вера» и «Дом с маяком» поступило более 8 миллионов рублей."
"По итогам акции в фонд поступило 17,9 млн ₽.","По итогам акции в фонд поступило 17,9 млн рублей."
"По итогам акции в фонд поступило 39,5 млн ₽.","По итогам акции в фонд поступило 39,5 млн рублей."
"По итогам акции в фонд поступило 53 250 357,19 ₽.","По итогам акции в фонд поступило 53 250 357,19 рублей."
"В 2021 году удалось собрать более 43 млн ₽.","В 2021 году удалось собрать более 43 млн рублей."
"В 2022-м акция собрала более 58 млн ₽ — более 23 тысяч пожертвований совершили люди из разных населённых пунктов России.","В 2022-м акция собрала более 58 млн рублей — более 23 тысяч пожертвований совершили люди из разных населённых пунктов России."
"А в 2023-м удалось собрать рекордные 74 млн ₽ — это более 27 тысяч пожертвований из 1300 городов России.","А в 2023-м удалось собрать рекордные 74 млн рублей — это более 27 тысяч пожертвований из 1300 городов России."
"В рамках программы каждый год на протяжении 10 лет 106 вузам-победителям должно выделяться по 100 миллионов ₽.","В рамках программы каждый год на протяжении 10 лет 106 вузам-победителям должно выделяться по 100 миллионов рублей."
"Ей был присвоен лагерный № 57440.","Ей был присвоен лагерный номер 57440."
"Годом ранее при Ротенберге он достигал 160 млн $.","Годом ранее при Ротенберге он достигал 160 млн долларов."
"13 января 2017 года банк объявил о предоставлении обществу спонсорского вклада в размере 10,62 миллиарда ₽ на период с 1 января 2017 года по 31 декабря 2019 года.","13 января 2017 года банк объявил о предоставлении обществу спонсорского вклада в размере 10,62 миллиарда рублей на период с 1 января 2017 года по 31 декабря 2019 года."
"30 апреля 2019 года группа ВТБ приобрела 99,9961 % акций футбольного клуба за 1 рубль, взяв обязательства по реструктуризации долга клуба в размере 5,3 млрд ₽.","30 апреля 2019 года группа ВТБ приобрела 99,9961 % акций футбольного клуба за 1 рубль, взяв обязательства по реструктуризации долга клуба в размере 5,3 млрд рублей."
"Планировалось в течение восьми лет погасить долги «Динамо» в размере 5 млрд ₽ без % начисления на них равными долями, что примерно означало 50-процентную скидку по этому долгу.","Планировалось в течение восьми лет погасить долги «Динамо» в размере 5 млрд рублей без процентов начисления на них равными долями, что примерно означало 50-процентную скидку по этому долгу."
"В феврале 2020 года банковская группа ВТБ выделила «Динамо» 4,2 млрд ₽ (67 млн долл.) по спонсорскому контракту.","В феврале 2020 года банковская группа ВТБ выделила «Динамо» 4,2 млрд рублей (67 млн долл.) по спонсорскому контракту."
"Весь стадион будет стоить примерно 9 млрд ₽.","Весь стадион будет стоить примерно 9 млрд рублей."
"Общая стоимость комплекса «ВТБ Арена Парк» оценена в 60 млрд ₽.","Общая стоимость комплекса «ВТБ Арена Парк» оценена в 60 млрд рублей."
"Исполнял партии в балетах русских, советских и зарубежных композиторов, а также танцевальные № в оперных спектаклях.","Исполнял партии в балетах русских, советских и зарубежных композиторов, а также танцевальные номера в оперных спектаклях."
"Её каталожный №:","Её каталожный номер:"
"В 1956 году была выпущена радиопостановка для серии «Икс - один» (англ. X Minus One).","В 1956 году была выпущена радиопостановка для серии «Икс минус один» (англ. X Minus One)."
"Общая стоимость проекта оценивается в 500 миллионов ₽.","Общая стоимость проекта оценивается в 500 миллионов рублей."
"При наборе № «03» со стационарного телефона или «103» со стационарного или мобильного телефона на пульте загорается лампочка и начинает звучать непрерывный звуковой сигнал.","При наборе номера «03» со стационарного телефона или «103» со стационарного или мобильного телефона на пульте загорается лампочка и начинает звучать непрерывный звуковой сигнал."
"Так, например, в крупных городах в годы Великой Отечественной войны, когда большая часть автомобильного транспорта, включая городские грузовики и автобусы, была мобилизована на фронт, а основным транспортом как пассажирским, так и грузовым стал трамвай, в качестве «карет скорой помощи», = как и для иных медицинских перевозок использовался именно трамвай.","Так, например, в крупных городах в годы Великой Отечественной войны, когда большая часть автомобильного транспорта, включая городские грузовики и автобусы, была мобилизована на фронт, а основным транспортом как пассажирским, так и грузовым стал трамвай, в качестве «карет скорой помощи», равно как и для иных медицинских перевозок использовался именно трамвай."
"Стоимость вызова будет составлять от 5000 ₽.","Стоимость вызова будет составлять от 5000 рублей."
"Для вызова скорой помощи используются № 103, 112 (не требует разблокировки телефона) и 9103 (только с мобильного).","Для вызова скорой помощи используются номера 103, 112 (не требует разблокировки телефона) и 9103 (только с мобильного)."
"В разных странах № телефона, по которому можно было бы вызвать скорую помощь, различен.","В разных странах номер телефона, по которому можно было бы вызвать скорую помощь, различен."
"Возможность дозвона до службы «скорой помощи», согласно действующему в большинстве стран мира законодательству о связи, должна быть обеспечена Оператором связи абоненту вне всякой зависимости от состояния лицевого счёта абонентского №.","Возможность дозвона до службы «скорой помощи», согласно действующему в большинстве стран мира законодательству о связи, должна быть обеспечена Оператором связи абоненту вне всякой зависимости от состояния лицевого счёта абонентского номера."
"Звонок с мобильного телефона на № Единой службы спасения можно осуществить и без sim-карты.","Звонок с мобильного телефона на номера Единой службы спасения можно осуществить и без sim-карты."
"Разбившийся самолёт был выпущен в 1942 году изначально как модель Douglas C-47-DL Skytrain (заводской № — 4518), а 13 июля поступил в военно-воздушные силы США, где получил бортовой № 41-18456.","Разбившийся самолёт был выпущен в 1942 году изначально как модель Douglas C-47-DL Skytrain (заводской номер — 4518), а 13 июля поступил в военно-воздушные силы США, где получил бортовой номер 41-18456."
"6 февраля 1947 года лайнер был перерегистрирован, получив новый регистрационный № CF-CUA и корпоративный — 280.","6 февраля 1947 года лайнер был перерегистрирован, получив новый регистрационный номер CF-CUA и корпоративный — 280."
"Через несколько дней эта женщина была опознана — Маргарита Рюэ-Питр (фр. Marguerite Ruest-Pitre), которая после допроса призналась, что в пакете находилась хрупкая статуэтка, которую её попросил пронести на борт продавец часов и ювелирных изделий Альбер Гэ, пообещав за это списать долг в 600 $.","Через несколько дней эта женщина была опознана — Маргарита Рюэ-Питр (фр. Marguerite Ruest-Pitre), которая после допроса призналась, что в пакете находилась хрупкая статуэтка, которую её попросил пронести на борт продавец часов и ювелирных изделий Альбер Гэ, пообещав за это списать долг в 600 долларов."
"Помимо этого было установлено, что в утро катастрофы жизнь одной из пассажирок была застрахована на 10 000 $ на случай смерти от несчастного случая.","Помимо этого было установлено, что в утро катастрофы жизнь одной из пассажирок была застрахована на 10 000 долларов на случай смерти от несчастного случая."
"Его знакомый Люсьен Карро (фр. Lucien Carreau) предложил за 500 $ отравить Риту, но Альбер отказался от этого способа.","Его знакомый Люсьен Карро (фр. Lucien Carreau) предложил за 500 долларов отравить Риту, но Альбер отказался от этого способа."
"В своих воспоминаниях начальник варшавского охранного отделения П. П. Заварзин называл Пилсудского «исключительным специалистом по организации ограблений поездов, банков, почтовых отделений, а = террористических актов».","В своих воспоминаниях начальник варшавского охранного отделения П. П. Заварзин называл Пилсудского «исключительным специалистом по организации ограблений поездов, банков, почтовых отделений, а равно террористических актов»."
"Наиболее известно ограбление почтового поезда на железнодорожной станции Безданы под Вильной 1908 года (200 812 ₽ 61 копейка).","Наиболее известно ограбление почтового поезда на железнодорожной станции Безданы под Вильной 1908 года (200 812 рублей 61 копейка)."
"Забеги прошли при сильном северо-западном ветре, характерном для Веллингтона, и температуре +16 °.","Забеги прошли при сильном северо-западном ветре, характерном для Веллингтона, и температуре +16 градусов."
