question,answer
"Маневрируя, она вышла к намеченному пункту и с высоты 600 м сбросила бомбы.","Маневрируя, она вышла к намеченному пункту и с высоты 600 метров сбросила бомбы."
"На узлах подвески самолёта могло располагаться до 350 кг боевого оружия, что составляло почти треть веса пустого самолёта.","На узлах подвески самолёта могло располагаться до 350 килограммов боевого оружия, что составляло почти треть веса пустого самолёта."
"Размеры банкноты 120.0 × 64.0 мм.","Размеры банкноты 120.0 × 64.0 миллиметров."
"Её размеры — 128.0 × 68.0 мм.","Её размеры — 128.0 × 68.0 миллиметров."
"Размеры банкноты — 136.0 × 72.0 мм.","Размеры банкноты — 136.0 × 72.0 миллиметров."
"Размеры банкноты — 144.0 × 76.0 мм.","Размеры банкноты — 144.0 × 76.0 миллиметров."
"Размеры банкноты — 152.0 × 80.0 мм.","Размеры банкноты — 152.0 × 80.0 миллиметров."
"Устье реки находится в 900 м к северо-востоку от деревни Дербень Бологовского сельского поселения в 79 км по правому берегу реки м. Тудер.","Устье реки находится в 900 метрах к северо-востоку от деревни Дербень Бологовского сельского поселения в 79 км по правому берегу реки Малый Тудер."
"В двух км от устья справа впадает приток Мерложинская.","В двух километрах от устья справа впадает приток Мерложинская."
"д. находится в северо-западной части Липецкой области, в лесостепной зоне, в пределах Среднерусской возвышенности, к востоку от автодороги М4, на расстоянии примерно 19 км (по прямой) к северо-западу от села Станового, административного центра района.","Деревня находится в северо-западной части Липецкой области, в лесостепной зоне, в пределах Среднерусской возвышенности, к востоку от автодороги М4, на расстоянии примерно 19 километров (по прямой) к северо-западу от села Станового, административного центра района."
"В плотину было залито 1,6 млн кубических м бетона.","В плотину было залито 1,6 миллиона кубических метров бетона."
"Поверхность водохранилища находится на высоте 1902 м над уровнем моря и может быть понижена до 1750 м.","Поверхность водохранилища находится на высоте 1902 метра над уровнем моря и может быть понижена до 1750 метров."
"д. находится в центральной части Орловской области, в лесостепной зоне, в пределах центральной части Среднерусской возвышенности, при автодороге Р119 и железнодорожной линии Орёл—Курск, на расстоянии 3 км (по прямой) к юго-востоку от города Орла, административного центра района и области.","Деревня находится в центральной части Орловской области, в лесостепной зоне, в пределах центральной части Среднерусской возвышенности, при автодороге Р119 и железнодорожной линии Орёл—Курск, на расстоянии 3 километров (по прямой) к юго-востоку от города Орла, административного центра района и области."
"д. находится в центральной части области, в подзоне южной тайги, к западу от реки Ити, на расстоянии примерно 15 км (по прямой) к востоко-юго-востоку от города Тутаева, административного центра района.","Деревня находится в центральной части области, в подзоне южной тайги, к западу от реки Ити, на расстоянии примерно 15 километров (по прямой) к востоко-юго-востоку от города Тутаева, административного центра района."
"Абсолютная выс. — 116 м над уровнем моря.","Абсолютная высота — 116 метров над уровнем моря."
"Годовое кол-во атмосферных осадков составляет ок. 500—600 мм, из которых большая ч. выпадает в тёплый период.","Годовое количество атмосферных осадков составляет около 500—600 миллиметров, из которых большая часть выпадает в тёплый период."
"Тоннелепроходческий комплекс «Виктория» производства Herrenknecht прошёл 2222 м под землёй и финишировал 1 дек. 2014 года в демонтажной камере за «Речным вокзалом».","Тоннелепроходческий комплекс «Виктория» производства Herrenknecht прошёл 2222 метра под землёй и финишировал 1 декабря 2014 года в демонтажной камере за «Речным вокзалом»."
"д. находится в юго-восточной части Тамбовской области, в лесостепной зоне, в пределах Окско-Донской равнины, на расстоянии примерно 18 км (по прямой) к северо-востоку от Уварова, административного центра района.","Деревня находится в юго-восточной части Тамбовской области, в лесостепной зоне, в пределах Окско-Донской равнины, на расстоянии примерно 18 километров (по прямой) к северо-востоку от Уварова, административного центра района."
"Ежегодно отд. сдавало в среднем ок. 20 — 25 центнеров с гектара, получало ок. 2,5 — 3 тыс. кг молока от каждой коровы.","Ежегодно отделение сдавало в среднем около 20 — 25 центнеров с гектара, получало около 2,5 — 3 тысячи килограмм молока от каждой коровы."
"Нападающий сборной Дании Эббе Санд отличился в матче против сборной Нигерии уже через 16 с после выхода на замену, что стало рекордом чемпионатов мира.","Нападающий сборной Дании Эббе Санд отличился в матче против сборной Нигерии уже через 16 секунд после выхода на замену, что стало рекордом чемпионатов мира."
"По форме представляло собой глухой восьмигранник, к-рый имел в диаметре ок. 40 м.","По форме представляло собой глухой восьмигранник, который имел в диаметре около 40 метров."
"Здание цирка построено в 1880 г по проекту А. Е. Вб.","Здание цирка построено в 1880 году по проекту А. Е. Вебера."
"Масса пятнистого кускуса колеблется от 1,5 до 6 кг, дл. тела — от 35 до 65 см, дл. хвоста — 30—60 см.","Масса пятнистого кускуса колеблется от 1,5 до 6 килограммов, длина тела — от 35 до 65 сантиметров, длина хвоста — 30—60 сантиметров."
"Пятнистый кускус живёт в тропических, мангровых и эвкалиптовых лесах до 1200 м над уровнем моря.","Пятнистый кускус живёт в тропических, мангровых и эвкалиптовых лесах до 1200 метров над уровнем моря."
"Желая уединения, он удалился в пустынную местность в нескольких км от Оршина монастыря, ближе к Твери, и собственноручно устроил там себе маленькую келью.","Желая уединения, он удалился в пустынную местность в нескольких километрах от Оршина монастыря, ближе к Твери, и собственноручно устроил там себе маленькую келью."
"В традиционном новогоднем турнире RIZIN 14 Прохазка должен был встретиться с Эмануэлем Н.","В традиционном новогоднем турнире RIZIN 14 Прохазка должен был встретиться с Эмануэлем Ньютоном."
"Этот бой проходил в весе до 100 кг и не был титульным.","Этот бой проходил в весе до 100 килограммов и не был титульным."
"На 49 с второго раунда Прохазка нокаутировал Оздемира и одержал первую победу в UFC.","На 49 секунде второго раунда Прохазка нокаутировал Оздемира и одержал первую победу в UFC."
"д. находится на западе центральной части Нижегородской области, в зоне хвойно-широколиственных лесов, при автодороге 22К-0020, на расстоянии приблизительно 1 км (по прямой) к востоку от города Городца, административного центра района.","Деревня находится на западе центральной части Нижегородской области, в зоне хвойно-широколиственных лесов, при автодороге 22К-0020, на расстоянии приблизительно 1 километра (по прямой) к востоку от города Городца, административного центра района."
"Абсолютная выс. — 103 м над уровнем моря.","Абсолютная высота — 103 метра над уровнем моря."
"д. находится в юго-западной части Псковской области, в зоне хвойно-широколиственных лесов, на левом берегу реки Великой, к востоку от автодороги Р23, на расстоянии примерно 12 км (по прямой) к северо-северо-востоку (NNE) от города Опочки, административного центра района.","Деревня находится в юго-западной части Псковской области, в зоне хвойно-широколиственных лесов, на левом берегу реки Великой, к востоку от автодороги Р23, на расстоянии примерно 12 километров (по прямой) к северо-северо-востоку (NNE) от города Опочки, административного центра района."
"Абсолютная выс. — 75 м над уровнем моря.","Абсолютная высота — 75 метров над уровнем моря."
"Завершив перелёт длиной св. 5000 км, А. Ф. Бабенко более года работал на станции «СП-3» и в районах Крайнего Севера.","Завершив перелёт длиной свыше 5000 километров, А. Ф. Бабенко более года работал на станции «СП-3» и в районах Крайнего Севера."
"Рельеф острова гористый, максимальная выс. равна 823 м над уровнем моря, средние высоты уменьшаются к югу.","Рельеф острова гористый, максимальная высота равна 823 метра над уровнем моря, средние высоты уменьшаются к югу."
"Во многих местах побережья, особенно на севере, востоке и юге, горы круто обрываются к морю, образуя утёсы высотой 100—300 м.","Во многих местах побережья, особенно на севере, востоке и юге, горы круто обрываются к морю, образуя утёсы высотой 100—300 метров."
"Листья зелёные, мясистые, их концы (или нижняя ч.) при достаточном освещении могут быть красными или красноватыми, края листьев покрыты мелкими (длиной менее одного мм) беловатыми ресничками.","Листья зелёные, мясистые, их концы (или нижняя часть) при достаточном освещении могут быть красными или красноватыми, края листьев покрыты мелкими (длиной менее одного миллиметра) беловатыми ресничками."
"пос. находится в северной части Пензенской области, в пределах Сурско-Мокшанской возвышенности, в лесостепной зоне, к западу от железнодорожной линии Моршанск — Пенза, на расстоянии примерно 15 км (по прямой) к юго-юго-западу от рабочего посёлка Мокшан, административного центра района.","Посёлок находится в северной части Пензенской области, в пределах Сурско-Мокшанской возвышенности, в лесостепной зоне, к западу от железнодорожной линии Моршанск — Пенза, на расстоянии примерно 15 километров (по прямой) к юго-юго-западу от рабочего посёлка Мокшан, административного центра района."
"Абсолютная выс. — 258 м над уровнем моря.","Абсолютная высота — 258 метров над уровнем моря."
"В период с 1 по 15 октября 1943 года отд. Моргоева восстановило мост через Днепр в районе острова Каневский в 3 км к северу от города Канева, благодаря чему советские части смогли переправиться на зап. берег.","В период с 1 по 15 октября 1943 года отделение Моргоева восстановило мост через Днепр в районе острова Каневский в 3 километрах к северу от города Канева, благодаря чему советские части смогли переправиться на западный берег."
"Расположено на крайнем западе области, на границе с Инжавинским районом Тамбовской, в 304 км от Саратова, на левом берегу реки Мокрый Карай, выс. центра села над уровнем моря — 153 м.","Расположено на крайнем западе области, на границе с Инжавинским районом Тамбовской, в 304 километрах от Саратова, на левом берегу реки Мокрый Карай, высота центра села над уровнем моря — 153 м."
"Первого серьёзного успеха на международном уровне добился в сезоне 1968 года, когда вошёл в состав советской сборной и выступил на Европейских юниорских легкоатлетических играх в Лейпциге, где вместе с соотечесвенниками завоевал золотую награду в зачёте эстафеты 4 × 100 м.","Первого серьёзного успеха на международном уровне добился в сезоне 1968 года, когда вошёл в состав советской сборной и выступил на Европейских юниорских легкоатлетических играх в Лейпциге, где вместе с соотечесвенниками завоевал золотую награду в зачёте эстафеты 4 × 100 метров."
"В 1970 г на впервые проводившемся юниорском европейском первенстве по лёгкой атлетике в Париже в беге на 200 м выиграл бронзовую медаль, установив при этом свой личный рекорд в данной дисциплине (21,28), тогда как в эстафете 4 × 100 м одержал победу.","В 1970 году на впервые проводившемся юниорском европейском первенстве по лёгкой атлетике в Париже в беге на 200 метров выиграл бронзовую медаль, установив при этом свой личный рекорд в данной дисциплине (21,28), тогда как в эстафете 4 × 100 метров одержал победу."
"В 1971 г на чемпионате страны в рамках V летней Спартакиады народов СССР в Москве с белорусской командой стал серебряным призёром в эстафете 4 × 100 м.","В 1971 году на чемпионате страны в рамках V летней Спартакиады народов СССР в Москве с белорусской командой стал серебряным призёром в эстафете 4 × 100 метров."
"В 1973 г отметился победой в беге на 100 м на домашних соревнованиях в Витебске, принял участие в матчевой встрече со сборной США в Минске.","В 1973 году отметился победой в беге на 100 метров на домашних соревнованиях в Витебске, принял участие в матчевой встрече со сборной США в Минске."
"На чемпионате СССР в Москве взял бронзу в беге на 200 м и получил серебро в эстафете 4 × 100 м.","На чемпионате СССР в Москве взял бронзу в беге на 200 метров и получил серебро в эстафете 4 × 100 метров."
"с. находится на северо-востоке центральной части Тамбовской области, в лесостепной зоне, в пределах северо-восточной части Тамбовской равнины, к востоку от реки Керши, на расстоянии примерно 14 км (по прямой) к северо-западу от села Бондари, административного центра района.","Село находится на северо-востоке центральной части Тамбовской области, в лесостепной зоне, в пределах северо-восточной части Тамбовской равнины, к востоку от реки Керши, на расстоянии примерно 14 километров (по прямой) к северо-западу от села Бондари, административного центра района."
"Абсолютная выс. — 147 м над уровнем моря.","Абсолютная высота — 147 метров над уровнем моря."
"Sarı Qıpçaq, Yañı Qıpçaq, Сары Къыпчакъ, Янъы Къыпчакъ) — исчезнувшее с. в Раздольненском районе Республики Крым, располагавшееся на северо-западе района, в степной части Крыма, примерно в 1,5 км юго-восточнее современного села Котовское.","Sarı Qıpçaq, Yañı Qıpçaq, Сары Къыпчакъ, Янъы Къыпчакъ) — исчезнувшее село в Раздольненском районе Республики Крым, располагавшееся на северо-западе района, в степной части Крыма, примерно в 1,5 километрах юго-восточнее современного села Котовское."
"Банди-Амир (перс. بند امیر‎, имеется в виду Имам Али) — цепочка из шести бирюзовых озёр, расположенных на высоте ок. 3000 м в горах Гиндукуш, в центральной части Афганистана, в провинции Бамиан, у истоков одноимённой реки (бассейн Балха).","Банди-Амир (перс. بند امیر‎, имеется в виду Имам Али) — цепочка из шести бирюзовых озёр, расположенных на высоте около 3000 метров в горах Гиндукуш, в центральной части Афганистана, в провинции Бамиан, у истоков одноимённой реки (бассейн Балха)."
"Банди-Амир расположено примерно в 75 км к северо-западу от древнего города Бамиан.","Банди-Амир расположено примерно в 75 километрах к северо-западу от древнего города Бамиан."
"Самым большим и глубоким из озёр является Банди-Зульфагор, его средняя глубина — 150 м.","Самым большим и глубоким из озёр является Банди-Зульфагор, его средняя глубина — 150 метров."
"В случае работы на спирте мощность двигателя повышается до 77 л.с., крутящий момент — до 99 Н·м; разгон до 100 км/ч сокращается до 14,1 с, максимальная скорость повышается до 161 км/ч.","В случае работы на спирте мощность двигателя повышается до 77 л.с., крутящий момент — до 99 Н·м; разгон до 100 км/ч сокращается до 14,1 секунд, максимальная скорость повышается до 161 км/ч."
"От базовой версии отличается увеличенной до 2 905 мм колёсной базой, повышенным на 10 см уровнем крыши и усиленной подвеской.","От базовой версии отличается увеличенной до 2 905 миллиметров колёсной базой, повышенным на 10 см уровнем крыши и усиленной подвеской."
"В пятиместном варианте объём багажного отделения достигает 700 л (при сложенных сиденьях второго ряда — более двух тыс. л).","В пятиместном варианте объём багажного отделения достигает 700 литров (при сложенных сиденьях второго ряда — более двух тысяч литров)."
"Размеры фургона позволяют разместить груз длиной до 1 936 мм.","Размеры фургона позволяют разместить груз длиной до 1 936 миллиметров."
"На фургон ставятся не все двигатели, доступные покупателям универсала: предлагается лишь пара восьмиклапанных бензиновых двигателей (объёмом 1,4 и 1,6 л) и 70-сильный вариант 1,5-литрового турбодизеля.","На фургон ставятся не все двигатели, доступные покупателям универсала: предлагается лишь пара восьмиклапанных бензиновых двигателей (объёмом 1,4 и 1,6 литра) и 70-сильный вариант 1,5-литрового турбодизеля."
"Объём багажника равен 573 л, но может увеличиваться до 1518 л.","Объём багажника равен 573 литрам, но может увеличиваться до 1518 литров."
"С мотором K4M (102 л.с) время разгона 0-100 км/ч составляет 11,7 с, а максимальная скорость — 171 км/ч.","С мотором K4M (102 л.с) время разгона 0-100 км/ч составляет 11,7 секунд, а максимальная скорость — 171 км/ч."
"На дистанции соревнований экипаж смог пройти 172,2 км, израсходовав 4,69 л дизельного топлива.","На дистанции соревнований экипаж смог пройти 172,2 км, израсходовав 4,69 литра дизельного топлива."
"Находится в северной части Белгородской области, в лесостепной зоне, в пределах юго-западного склона Среднерусской возвышенности, к северу от автодороги М2, на расстоянии примерно 14 км (по прямой) к востоку-северо-востоку от Прохоровки, административного центра района.","Находится в северной части Белгородской области, в лесостепной зоне, в пределах юго-западного склона Среднерусской возвышенности, к северу от автодороги М2, на расстоянии примерно 14 километров (по прямой) к востоку-северо-востоку от Прохоровки, административного центра района."
"Абсолютная выс. — 232 м над уровнем моря.","Абсолютная высота — 232 метра над уровнем моря."
"Маневрируя, она вышла к намеченному пункту и с высоты 600 м сбросила бомбы.","Маневрируя, она вышла к намеченному пункту и с высоты 600 метров сбросила бомбы."
"На узлах подвески самолёта могло располагаться до 350 кг боевого оружия, что составляло почти треть веса пустого самолёта.","На узлах подвески самолёта могло располагаться до 350 килограммов боевого оружия, что составляло почти треть веса пустого самолёта."
"На Паралимпиаде 2012 в Лондоне выиграл звание чемпиона Паралимпийских игр, 3 серебра и одну бронзу, а также установил мир. рекорд на дистанции 50 м вольным стилем.","На Паралимпиаде 2012 в Лондоне выиграл звание чемпиона Паралимпийских игр, 3 серебра и одну бронзу, а также установил мировой рекорд на дистанции 50 метров вольным стилем."
"д. находится в юго-западной части Орловской области, в лесостепной зоне, в пределах центральной части Среднерусской возвышенности, на левом берегу реки Неруссы, на расстоянии примерно 13 км (по прямой) к западу от города Дмитровска, административного центра района.","Деревня находится в юго-западной части Орловской области, в лесостепной зоне, в пределах центральной части Среднерусской возвышенности, на левом берегу реки Неруссы, на расстоянии примерно 13 километров (по прямой) к западу от города Дмитровска, административного центра района."
"Абсолютная выс. — 176 м над уровнем моря.","Абсолютная высота — 176 метров над уровнем моря."
"пос. расположен на западе Яшкульского района, у подножия одного из отрогов Ергенинской возвышенности, являющейся частью Восточно-Европейской низменности, на южном берегу Улан-Эргинского водохранилища, на высоте ок. 30 м над уровнем мирового океана.","Посёлок расположен на западе Яшкульского района, у подножия одного из отрогов Ергенинской возвышенности, являющейся частью Восточно-Европейской низменности, на южном берегу Улан-Эргинского водохранилища, на высоте около 30 метров над уровнем мирового океана."
"Переиздание отрицает звуковые клипы из «Dopethrone» и после 30 с тишины заканчивается скрытым треком.","Переиздание отрицает звуковые клипы из «Dopethrone» и после 30 секунд тишины заканчивается скрытым треком."
"Пистолет имеет короткий лёгкий спуск и обеспечивает значительную точность стрельбы, опытный стрелок способен поразить цель на дистанциях более 50 м.","Пистолет имеет короткий лёгкий спуск и обеспечивает значительную точность стрельбы, опытный стрелок способен поразить цель на дистанциях более 50 метров."
"По данным компании, время разгона от 0 до 100 км/ч составляет менее четырёх с, а максимальная скорость достигает 185 миль в час (297,7 км/ч).","По данным компании, время разгона от 0 до 100 км/ч составляет менее четырёх секунд, а максимальная скорость достигает 185 миль в час (297,7 км/ч)."
"Череп был найден в нескольких м от скелета (CM 3018), идентифицированного как новый вид Apatosaurus louisae.","Череп был найден в нескольких метрах от скелета (CM 3018), идентифицированного как новый вид Apatosaurus louisae."
"По оценкам, взрослые особи весили до 14 тонн и достигали до 22 м в длину от головы до хвоста.","По оценкам, взрослые особи весили до 14 тонн и достигали до 22 метров в длину от головы до хвоста."
"Абсолютная выс. над уровнем моря составляет 76 м.","Абсолютная высота над уровнем моря составляет 76 метров."
"Береговая линия слабо изрезанная, её дл. составляет 72 км.","Береговая линия слабо изрезанная, её длина составляет 72 километра."
"Выставочная пл. — 298,2 квадратных м.","Выставочная площадь — 298,2 квадратных метров."
"Находится в западной части Белгородской области, в лесостепной зоне, в пределах юго-западных склонов Среднерусской возвышенности, на правом берегу реки Илёк, на расстоянии примерно 3 км (по прямой) к северо-западу от посёлка городского типа Красная Яруга, административного центра района.","Находится в западной части Белгородской области, в лесостепной зоне, в пределах юго-западных склонов Среднерусской возвышенности, на правом берегу реки Илёк, на расстоянии примерно 3 километров (по прямой) к северо-западу от посёлка городского типа Красная Яруга, административного центра района."
"Абсолютная выс. — 170 м над уровнем моря.","Абсолютная высота — 170 метров над уровнем моря."
"д. находится в южной части Новгородской области, в зоне хвойно-широколиственных лесов, на левом берегу реки Полы, при автодороге 49К-17, на расстоянии примерно 28 км (по прямой) к северо-западу от Демянска, административного центра района.","Деревня находится в южной части Новгородской области, в зоне хвойно-широколиственных лесов, на левом берегу реки Полы, при автодороге 49К-17, на расстоянии примерно 28 километров (по прямой) к северо-западу от Демянска, административного центра района."
"Абсолютная выс. — 54 м над уровнем моря.","Абсолютная высота — 54 метра над уровнем моря."
"д. расположена в юго-западной части Ивановской области, в зоне хвойно-широколиственных лесов, на правом берегу реки Нерли, на расстоянии примерно 23 км (по прямой) к северо-западу от города Гаврилов Посад, административного центра района.","Деревня расположена в юго-западной части Ивановской области, в зоне хвойно-широколиственных лесов, на правом берегу реки Нерли, на расстоянии примерно 23 километров (по прямой) к северо-западу от города Гаврилов Посад, административного центра района."
"Абсолютная выс. — 110 м над уровнем моря.","Абсолютная высота — 110 метров над уровнем моря."
"с. расположено в 25 км (по автотрассе в 31 км) к северу-востоку от города Сухой Лог, в истоке реки Талица (правого притока реки Ирбит, в 6 км к юго-юго-востоку от озера Ирбитское.","Село расположено в 25 километрах (по автотрассе в 31 километрах) к северу-востоку от города Сухой Лог, в истоке реки Талица (правого притока реки Ирбит, в 6 километрах к юго-юго-востоку от озера Ирбитское."
"д. находится в восточной части Новгородской области, в подзоне южной тайги, при автодороге 49К-1024, на расстоянии примерно 30 км (по прямой) к северо-востоку от села Мошенского, административного центра района.","Деревня находится в восточной части Новгородской области, в подзоне южной тайги, при автодороге 49К-1024, на расстоянии примерно 30 километров (по прямой) к северо-востоку от села Мошенского, административного центра района."
"Абсолютная выс. — 196 м над уровнем моря.","Абсолютная высота — 196 метров над уровнем моря."
"Здание имеет четыре лифта и две лестницы, в результате чего арендуемая пл. по периметру составляет 36,025 м² (388,000 ft²) и 110 м (361 ft) в высоту.","Здание имеет четыре лифта и две лестницы, в результате чего арендуемая площадь по периметру составляет 36,025 м² (388,000 ft²) и 110 метров (361 ft) в высоту."
"Вершина здания сделана под 45 °.","Вершина здания сделана под 45 градусов."
"Отбыв военную службу, 22-летним молодым человеком Бейлис женился и устроился на работу на кирпичном заводе на Подоле, улице Нижне-Юрковской № 2, примерно в 500 м от дома на ул. Юрковской № 28, где проживал, стал отцом пятерых детей.","Отбыв военную службу, 22-летним молодым человеком Бейлис женился и устроился на работу на кирпичном заводе на Подоле, улице Нижне-Юрковской № 2, примерно в 500 метрах от дома на ул. Юрковской № 28, где проживал, стал отцом пятерых детей."
"На летней Олимпиаде в Барселоне Джонс выступала в эстафете 4×100 м.","На летней Олимпиаде в Барселоне Джонс выступала в эстафете 4×100 метров."
"В км к северу от деревни проходит Калужское ш..","В километре к северу от деревни проходит Калужское шоссе."
"Сердемь является сезонной рекой, почти всё протяжение русла реки, за исключением заключительных км, пересохло и наполняется только в паводок.","Сердемь является сезонной рекой, почти всё протяжение русла реки, за исключением заключительных километров, пересохло и наполняется только в паводок."
"На заключительных км течения периодически уходит под землю в карстовые пустоты.","На заключительных километрах течения периодически уходит под землю в карстовые пустоты."
"д. находится в юго-западной части Липецкой области, в лесостепной зоне, в пределах восточных отрогов Среднерусской возвышенности, на левом берегу ручья Волчок (приток реки Кшень), на расстоянии примерно 11 км (по прямой) к северо-северо-западу (NNW) от села Волово, административного центра района.","Деревня находится в юго-западной части Липецкой области, в лесостепной зоне, в пределах восточных отрогов Среднерусской возвышенности, на левом берегу ручья Волчок (приток реки Кшень), на расстоянии примерно 11 километров (по прямой) к северо-северо-западу (NNW) от села Волово, административного центра района."
"Выиграла золото на индивидуальной дистанции на домашнем чемпионате мира 1978 года, опередив действующую чемпионку мира финку Лийсу Вейялайнен всего на 2 с.","Выиграла золото на индивидуальной дистанции на домашнем чемпионате мира 1978 года, опередив действующую чемпионку мира финку Лийсу Вейялайнен всего на 2 секунды."
