question,answer
"За период трудового стажа в органы дыхания шахтёра или другого работника могут поступать (суммарно) кг пыли; но при вскрытиях масса пыли (вызвавшей силикоз и др. пневмокониозы) в десятки раз меньше.","За период трудового стажа в органы дыхания шахтёра или другого работника могут поступать (суммарно) килограммы пыли; но при вскрытиях масса пыли (вызвавшей силикоз и другие пневмокониозы) в десятки раз меньше."
"В записи альбома приняли участие «Лиса [TZ]», «43 °» и Мани Майк.","В записи альбома приняли участие «Лиса [TZ]», «43 Градуса» и Мани Майк."
"Его дл. составляла 135 м, шир. 17,6 м, валовая вместимость 7176 регистровых тонн.","Его длина составляла 135 метров, ширина 17,6 метра, валовая вместимость 7176 регистровых тонн."
"Куски металла разлетелись в радиусе трёх с лишним км.","Куски металла разлетелись в радиусе трёх с лишним километров."
"д. находится в южной части области, в зоне хвойно-широколиственных лесов, на правом берегу реки Каменки, при автодороге 78Н-0528, на расстоянии примерно 17 км (по прямой) к северо-востоку от города Переславль-Залесский, административного центра района.","Деревня находится в южной части области, в зоне хвойно-широколиственных лесов, на правом берегу реки Каменки, при автодороге 78Н-0528, на расстоянии примерно 17 километров (по прямой) к северо-востоку от города Переславль-Залесский, административного центра района."
"Абсолютная выс. — 163 м над уровнем моря.","Абсолютная высота — 163 метра над уровнем моря."
"Считается, что выс. вершины горы — 345 м над уровнем моря (на довоенной польской топографической карте 1933 года её выс. приведена 346,5 м, на советской топографической карте 1934 года приведена выс. 346,3 м, на топографической карте 1984 года приведена выс. 342,7 м).","Считается, что высота вершины горы — 345 метров над уровнем моря (на довоенной польской топографической карте 1933 года её высота приведена 346,5 м, на советской топографической карте 1934 года приведена высота 346,3 м, на топографической карте 1984 года приведена высота 342,7 м)."
"Находится в пределах Минской возвышенности (части Белорусской гряды) в 30 км на з. от Минска, неподалёку от Дзержинска, к северу от агрогородка Скирмантово.","Находится в пределах Минской возвышенности (части Белорусской гряды) в 30 километрах на запад от Минска, неподалёку от Дзержинска, к северу от агрогородка Скирмантово."
"выс. 345 м над уровнем моря».","Высота 345 метров над уровнем моря»."
"с. находится в центральной части Тульской области, в лесостепной зоне, в пределах северо-восточной Среднерусской возвышенности, к западу от автодороги М2, на расстоянии примерно 19 км (по прямой) к юго-западу от города Щёкино, административного центра района.","Село находится в центральной части Тульской области, в лесостепной зоне, в пределах северо-восточной Среднерусской возвышенности, к западу от автодороги М2, на расстоянии примерно 19 километров (по прямой) к юго-западу от города Щёкино, административного центра района."
"Абсолютная выс. — 244 м над уровнем моря.","Абсолютная высота — 244 метра над уровнем моря."
"Расположен на 138-м км линии Лихославль — Вязьма на месте предыдущего моста, уничтоженного во время войны.","Расположен на 138-м километре линии Лихославль — Вязьма на месте предыдущего моста, уничтоженного во время войны."
"д. находится в юго-восточной части Тверской области, в зоне хвойно-широколиственных лесов, на правом берегу реки Жабни, при автодороге Р132, на расстоянии примерно 2 км (по прямой) к юго-востоку от города Калязина, административного центра района.","Деревня находится в юго-восточной части Тверской области, в зоне хвойно-широколиственных лесов, на правом берегу реки Жабни, при автодороге Р132, на расстоянии примерно 2 километров (по прямой) к юго-востоку от города Калязина, административного центра района."
"Абсолютная выс. — 116 м над уровнем моря.","Абсолютная высота — 116 метров над уровнем моря."
"Выступал за сборные Англии и Великобритании по лёгкой атлетике в 1970-х гг, нац. чемпион в беге на 3000 м с препятствиями, победитель и призёр ряда крупных международных стартов, участник летних Олимпийских игр в Монреале.","Выступал за сборные Англии и Великобритании по лёгкой атлетике в 1970-х годах, национальный чемпион в беге на 3000 метров с препятствиями, победитель и призёр ряда крупных международных стартов, участник летних Олимпийских игр в Монреале."
"Благодаря череде успешных выступлений удостоился права защищать честь страны на летних Олимпийских играх в Монреале — на предварительном квалификационном этапе бега на 3000 м с препятствиями с личным рекордом 8:18.95 превзошёл всех соперников, тогда как в финале с результатом 8:22.99 пришёл к финишу девятым.","Благодаря череде успешных выступлений удостоился права защищать честь страны на летних Олимпийских играх в Монреале — на предварительном квалификационном этапе бега на 3000 метров с препятствиями с личным рекордом 8:18.95 превзошёл всех соперников, тогда как в финале с результатом 8:22.99 пришёл к финишу девятым."
"В 1980 г в беге на 3000 м с препятствиями отметился победой на соревнованиях в Мидлсбро.","В 1980 году в беге на 3000 метров с препятствиями отметился победой на соревнованиях в Мидлсбро."
"Анри Бк (1852—1908), изучая фосфоресценцию солей урана, активируемую солнечным светом, оставляет на выходные пасмурные дни обр. соли в бумажном конверте на фотопластинке, а затем проявляет её.","Анри Беккерель (1852—1908), изучая фосфоресценцию солей урана, активируемую солнечным светом, оставляет на выходные пасмурные дни образец соли в бумажном конверте на фотопластинке, а затем проявляет её."
"Уильям Томсон (лорд К) (1824—1907) в статье «Эпинус атомизированный» вспоминает о модели атома петербургского академика Франца Ульриха Теодора Эпинуса (1724—1802), в которой атом представляется в виде равномерно заряженной положительным электричеством сферы, в центре которой находится электрон.","Уильям Томсон (лорд Кельвин) (1824—1907) в статье «Эпинус атомизированный» вспоминает о модели атома петербургского академика Франца Ульриха Теодора Эпинуса (1724—1802), в которой атом представляется в виде равномерно заряженной положительным электричеством сферы, в центре которой находится электрон."
"Филипп Ленард (1862—1947), исследуя прохождение катодных лучей через тонкие металлические пластинки, приходит к выводу, что «в одном кубическом м даже самой компактной материи, напр. платине, остаётся в общей сложности меньше одного кубического мм … непроницаемого пространства».","Филипп Ленард (1862—1947), исследуя прохождение катодных лучей через тонкие металлические пластинки, приходит к выводу, что «в одном кубическом метре даже самой компактной материи, например платине, остаётся в общей сложности меньше одного кубического миллиметра … непроницаемого пространства»."
"Так как отдельные кванты независимы, то для обеспечения интерференции квант интерферирует сам с собой, что влечёт за собой его солидную длину — порядка см.","Так как отдельные кванты независимы, то для обеспечения интерференции квант интерферирует сам с собой, что влечёт за собой его солидную длину — порядка сантиметров."
"Также квант должен иметь достаточные поперечные размеры, напр., квант излучения с удалённой звезды имеет поперечное сечение порядка 100 квадратных см.","Также квант должен иметь достаточные поперечные размеры, например, квант излучения с удалённой звезды имеет поперечное сечение порядка 100 квадратных сантиметров."
"Джеймс Франк (1882—1964) и Густав Гц (1887—1975) проводят свой знаменитый опыт, но неправильно интерпретируют его.","Джеймс Франк (1882—1964) и Густав Герц (1887—1975) проводят свой знаменитый опыт, но неправильно интерпретируют его."
"Падение тока при энергии электронов в 4,9 эВ они верно связывают с неупругими столкновениями с атомами ртути, но при этих столкновениях не происходит ионизации, как предполагают Франк и Гц, а происходит возбуждение атомов ртути на первый резонансный уровень, сопровождаемое появлением в излучении паров резонансной линии 253,7 нм, как показывают Вильям Моррис Дэвис (1850—1934) и Ф. С. Гуше в 1917 г.","Падение тока при энергии электронов в 4,9 эВ они верно связывают с неупругими столкновениями с атомами ртути, но при этих столкновениях не происходит ионизации, как предполагают Франк и Герц, а происходит возбуждение атомов ртути на первый резонансный уровень, сопровождаемое появлением в излучении паров резонансной линии 253,7 нм, как показывают Вильям Моррис Дэвис (1850—1934) и Ф. С. Гуше в 1917 году."
"В конце 1960 года завод выпустил первые две М-20 — самые мощные (20 тыс. операций в с над 45 разрядными числами с плавающей запятой) в то время ЭВМ в Советском Союзе.","В конце 1960 года завод выпустил первые две М-20 — самые мощные (20 тыс. операций в секунду над 45 разрядными числами с плавающей запятой) в то время ЭВМ в Советском Союзе."
"Стандартный модуль обычно имеет размер 6х2,5 м и высоту от 2-х до 2,5 м.","Стандартный модуль обычно имеет размер 6х2,5 метра и высоту от 2-х до 2,5 метров."
"д. находится в северной части Тульской области, в зоне хвойно-широколиственных лесов, в пределах Среднерусской возвышенности, к югу автодороги 70К-149, на расстоянии примерно 18 км (по прямой) к северо-северо-востоку от города Ясногорска, административного центра района.","Деревня находится в северной части Тульской области, в зоне хвойно-широколиственных лесов, в пределах Среднерусской возвышенности, к югу автодороги 70К-149, на расстоянии примерно 18 километров (по прямой) к северо-северо-востоку от города Ясногорска, административного центра района."
"Абсолютная выс. — 227 м над уровнем моря.","Абсолютная высота — 227 метров над уровнем моря."
"Согласно Бюро переписи населения США статистически обособленная местность Калахео имеет общую пл. 7,8 квадратных км, из которых 7,6 км2 относится к суше и 0,1 км2 или 2 % — к водным ресурсам.","Согласно Бюро переписи населения США статистически обособленная местность Калахео имеет общую площадь 7,8 квадратных километров, из которых 7,6 км2 относится к суше и 0,1 км2 или 2 % — к водным ресурсам."
"д. находится в северной части области, в подзоне южной тайги, в пределах Шекснинско-Костромского водораздела, к востоку от автодороги М8, на расстоянии примерно 9 км (по прямой) к северо-северо-востоку от рабочего посёлка Пречистое, административного центра района.","Деревня находится в северной части области, в подзоне южной тайги, в пределах Шекснинско-Костромского водораздела, к востоку от автодороги М8, на расстоянии примерно 9 километров (по прямой) к северо-северо-востоку от рабочего посёлка Пречистое, административного центра района."
"Абсолютная выс. — 169 м над уровнем моря.","Абсолютная высота — 169 метров над уровнем моря."
"Годовое кол-во атмосферных осадков составляет ок. 570 мм, из которых большая ч. выпадает в тёплый период.","Годовое количество атмосферных осадков составляет около 570 миллиметров, из которых большая часть выпадает в тёплый период."
"дл. реки — 41,5 км.","Длина реки — 41,5 километра."
"С момента прихода цифрового телевидения и перехода на круглосуточное вещание мн. телеканалы стали отказываться от часов — в т. числе из-за задержек, вызываемых цифровыми системами (часы шли с отставанием на неск. с).","С момента прихода цифрового телевидения и перехода на круглосуточное вещание многие телеканалы стали отказываться от часов — в том числе из-за задержек, вызываемых цифровыми системами (часы шли с отставанием на несколько секунд)."
"Телеканал BBC One после Пасхи 2002 года и изменения оформления с темы воздушных шаров на тему танцоров отказался от использования часов — как правило, теперь выходит обратный отсчёт с до выпуска новостей (варьируется от сетки вещания).","Телеканал BBC One после Пасхи 2002 года и изменения оформления с темы воздушных шаров на тему танцоров отказался от использования часов — как правило, теперь выходит обратный отсчёт секунд до выпуска новостей (варьируется от сетки вещания)."
"кит. телевидение и телеканал CCTV-1 показывают только пятисекундные фрагменты перед выпусками новостей в 12:00, 19:00 и 22:00, а также в канун Нового года (фрагменты 10 с) с 1984 года.","Китайское телевидение и телеканал CCTV-1 показывают только пятисекундные фрагменты перед выпусками новостей в 12:00, 19:00 и 22:00, а также в канун Нового года (фрагменты 10 секунд) с 1984 года."
"На VTV часы показываются на три с перед выпусками новостей, на телеканалах TTV1 и Telemundo 1 — перед выпусками новостей в 17:00 и 5:00 (ранее перед выпусками новостей в полночь, в 5:30 и 8:00).","На VTV часы показываются на три секунды перед выпусками новостей, на телеканалах TTV1 и Telemundo 1 — перед выпусками новостей в 17:00 и 5:00 (ранее перед выпусками новостей в полночь, в 5:30 и 8:00)."
"Урочище находится в северо-восточной части области, в зоне хвойно-широколиственных лесов, в пределах Волжско-Окского междуречья, к западу от реки Тетрух, на расстоянии примерно 21 км (по прямой) к юго-западу от города Вязники, административного центра района.","Урочище находится в северо-восточной части области, в зоне хвойно-широколиственных лесов, в пределах Волжско-Окского междуречья, к западу от реки Тетрух, на расстоянии примерно 21 километра (по прямой) к юго-западу от города Вязники, административного центра района."
"Абсолютная выс. — 112 м над уровнем моря.","Абсолютная высота — 112 метров над уровнем моря."
"На многих участках сланцевые породы перемежаются поясами твердого кристаллического песчаника слоями до 3-4 м.","На многих участках сланцевые породы перемежаются поясами твердого кристаллического песчаника слоями до 3-4 метров."
"Позднее стало известно, что самолёт летел на высоте 600 м, на его борту находился только экипаж.","Позднее стало известно, что самолёт летел на высоте 600 метров, на его борту находился только экипаж."
"Разрушение самолёта произошло вследствие того, что он врезался в гору на высоте 729 м над уровнем моря.","Разрушение самолёта произошло вследствие того, что он врезался в гору на высоте 729 метров над уровнем моря."
"Основными бойцами отряда были Дик Брюэр, Билли Кид, Док Скарлок, Чарли Боудри, Хосе Чавес-и-Чавес, «Грязный Стив» Стивенс, Джон Миддлтон, Фрэнк Макнаб, Генри Н Браун, т. О’Фолльярд и двоюродные бр. Джордж и Фрэнк Коу.","Основными бойцами отряда были Дик Брюэр, Билли Кид, Док Скарлок, Чарли Боудри, Хосе Чавес-и-Чавес, «Грязный Стив» Стивенс, Джон Миддлтон, Фрэнк Макнаб, Генри Ньютон Браун, Том О’Фолльярд и двоюродные братья Джордж и Фрэнк Коу."
"1 апреля 1878 года «Регуляторы» Джим Френч, Фрэнк Макнаб, Джон Миддлтон, Фред Уэйт, Генри Н Браун и Билли Кид (и, возможно, Хосе Чавес-и-Чавес) устроили засаду на шерифа Брейди и четырех его заместителей на главной улице Линкольна.","1 апреля 1878 года «Регуляторы» Джим Френч, Фрэнк Макнаб, Джон Миддлтон, Фред Уэйт, Генри Ньютон Браун и Билли Кид (и, возможно, Хосе Чавес-и-Чавес) устроили засаду на шерифа Брейди и четырех его заместителей на главной улице Линкольна."
"18 апреля на прошедшем в Линкольне судебном разбирательстве в убийстве Брейди были обвинены Генри Н Браун, Джон Миддлтон и Билли Кид; Фред Уэйт был обвинён в убийстве Хиндмана; обвинения против остальных были сняты.","18 апреля на прошедшем в Линкольне судебном разбирательстве в убийстве Брейди были обвинены Генри Ньютон Браун, Джон Миддлтон и Билли Кид; Фред Уэйт был обвинён в убийстве Хиндмана; обвинения против остальных были сняты."
"Починок находится в северо-восточной части Нижегородской области к востоку от реки Ветлуги на расстоянии приблизительно 14 км по прямой на восток-северо-восток от посёлка Красные Баки, административного центра района.","Починок находится в северо-восточной части Нижегородской области к востоку от реки Ветлуги на расстоянии приблизительно 14 километров по прямой на восток-северо-восток от посёлка Красные Баки, административного центра района."
"Его общая выс. — ок. 14 м.","Его общая высота — около 14 метров."
"Нижняя цокольная ч., квадратная в плане (6,6x6,6 м), высотой немногим более 4 м, прорезана сквозным сводчатым проходом трехметровой ширины, к-рый раскрыт наружу стрельчатыми арками.","Нижняя цокольная часть, квадратная в плане (6,6x6,6 метров), высотой немногим более 4 метров, прорезана сквозным сводчатым проходом трехметровой ширины, который раскрыт наружу стрельчатыми арками."
"На ней, как на стилобате, возвышается гл. ч. здания — почти квадратная в плане (3,8x3,7 м), высотой чуть больше 5 м, прорезанная на осях четырьмя высокими арочными входами.","На ней, как на стилобате, возвышается главная часть здания — почти квадратная в плане (3,8x3,7 метров), высотой чуть больше 5 метров, прорезанная на осях четырьмя высокими арочными входами."
"Периметральный, шириной 1,4 м обход вокруг купольного помещения представлял собой крытую деревянную колоннаду, по 6 колонн на каждой стороне, к-рый прикрывала собой оголенные фасады, меняла пропорциональный строй здания и формировала, так сказать, его иной архитект. образ.","Периметральный, шириной 1,4 метров обход вокруг купольного помещения представлял собой крытую деревянную колоннаду, по 6 колонн на каждой стороне, которая прикрывала собой оголенные фасады, меняла пропорциональный строй здания и формировала, так сказать, его иной архитектурный образ."
"Цемиц расположен шестью км северо-западнее Лассана, шестью км юго-юго-западнее Вольгаста и отдалён от Грайфсвальда на 25 км в юго-восточном направлении.","Цемиц расположен шестью километрами северо-западнее Лассана, шестью километрами юго-юго-западнее Вольгаста и отдалён от Грайфсвальда на 25 километров в юго-восточном направлении."
"Так шестью км севернее общины проходит федеральная дорога 111 (нем. Bundesstraße 111 (B 111)), десятью км западнее федеральная дорога 109 (нем. Bundesstraße 109 (B 109)), а девятью км южнее федеральная дорога 110 (нем. Bundesstraße 110 (B 110)).","Так шестью километрами севернее общины проходит федеральная дорога 111 (нем. Bundesstraße 111 (B 111)), десятью километрами западнее федеральная дорога 109 (нем. Bundesstraße 109 (B 109)), а девятью километрами южнее федеральная дорога 110 (нем. Bundesstraße 110 (B 110))."
"За период трудового стажа в органы дыхания шахтёра или другого работника могут поступать (суммарно) кг пыли; но при вскрытиях масса пыли (вызвавшей силикоз и др. пневмокониозы) в десятки раз меньше.","За период трудового стажа в органы дыхания шахтёра или другого работника могут поступать (суммарно) килограммы пыли; но при вскрытиях масса пыли (вызвавшей силикоз и другие пневмокониозы) в десятки раз меньше."
"Но даже зимой только верхние 150—200 м воды смешиваются, ниже этого уровня слои остаются стабильными по своей минерализации.","Но даже зимой только верхние 150—200 метров воды смешиваются, ниже этого уровня слои остаются стабильными по своей минерализации."
"Расстояние до расположенного севернее районного центра Чугуевка ок. 10 км.","Расстояние до расположенного севернее районного центра Чугуевка около 10 километров."
"пос. находится в южной части Калужской области, в зоне хвойно-широколиственных лесов, в пределах юго-западных склонов Среднерусской возвышенности, к востоку от автодороги 29Н-163, на расстоянии примерно 6 км (по прямой) к юго-западу от Жиздры, административного центра района.","Посёлок находится в южной части Калужской области, в зоне хвойно-широколиственных лесов, в пределах юго-западных склонов Среднерусской возвышенности, к востоку от автодороги 29Н-163, на расстоянии примерно 6 километров (по прямой) к юго-западу от Жиздры, административного центра района."
"Абсолютная выс. — 199 м над уровнем моря.","Абсолютная высота — 199 метров над уровнем моря."
"Мартинек закончил стрельбу 46-м, пропустив по четырём видам вперед Ягорашвили, к-рый опережал венгра перед кроссом на 29 очков, что означало преимущество в десять с.","Мартинек закончил стрельбу 46-м, пропустив по четырём видам вперед Ягорашвили, который опережал венгра перед кроссом на 29 очков, что означало преимущество в десять секунд."
"Первым на дистанцию длиной 4 км ушёл Ягорашвили, за ним через десять с отправился Мартинек.","Первым на дистанцию длиной 4 км ушёл Ягорашвили, за ним через десять секунд отправился Мартинек."
"Ко второму км венгер. пятиборец обошел Ягорашвили и устремился к финишу.","Ко второму километру венгерский пятиборец обошел Ягорашвили и устремился к финишу."
"До конца боролся один Ягорашвили, к-рый уступил будущему чемпиону лишь 22 с, хотя раньше проигрывал 30—40 с.","До конца боролся один Ягорашвили, который уступил будущему чемпиону лишь 22 секунды, хотя раньше проигрывал 30—40 секунд."
"Но он, выполняя установку старшего тренера догнать стартовавшего впереди английского спортсмена Брокхауза, слишком резво начал бег и за 500 м до финиша надломился, а оставшееся расстояние в буквальном смысле доползал.","Но он, выполняя установку старшего тренера догнать стартовавшего впереди английского спортсмена Брокхауза, слишком резво начал бег и за 500 метров до финиша надломился, а оставшееся расстояние в буквальном смысле доползал."
"Спектрометр помещался под коллиматор 32 угл.минуты х 18 ° [1]","Спектрометр помещался под коллиматор 32 угл.минуты х 18 градусов [1]"
"Время хранения информации изменялось в широких пределах — от долей с до нескольких часов и даже дней.","Время хранения информации изменялось в широких пределах — от долей секунды до нескольких часов и даже дней."
"пл. водной поверхности составляет 0,4 км² (109 акров), максимальная глубина — 9 м (31 фут).","Площадь водной поверхности составляет 0,4 км² (109 акров), максимальная глубина — 9 метров (31 фут)."
"д. находится в юго-восточной части Тульской области, в лесостепной зоне, к северу от автодороги 70К-123, на расстоянии примерно 34 км (по прямой) к востоко-северо-востоку от города Ефремова, административного центра округа.","Деревня находится в юго-восточной части Тульской области, в лесостепной зоне, к северу от автодороги 70К-123, на расстоянии примерно 34 километров (по прямой) к востоко-северо-востоку от города Ефремова, административного центра округа."
"Абсолютная выс. — 213 м над уровнем моря.","Абсолютная высота — 213 метров над уровнем моря."
"Мари́-Жозе́ Пере́к (фр. Marie-José Pérec; род. 9 мая 1968, Бас-Тер) — франц. легкоатлетка, специалистка в беге на 200 и 400 м.","Мари́-Жозе́ Пере́к (фр. Marie-José Pérec; род. 9 мая 1968, Бас-Тер) — французская легкоатлетка, специалистка в беге на 200 и 400 метров."
"Перек стала единственной в олимпийском финале, кто смог выбежать из 49 с; а также первой французской легкоатлеткой, победившей на Олимпиаде с 1968 года, когда ту же дистанцию выиграла Колетт Бессон.","Перек стала единственной в олимпийском финале, кто смог выбежать из 49 секунд; а также первой французской легкоатлеткой, победившей на Олимпиаде с 1968 года, когда ту же дистанцию выиграла Колетт Бессон."
"К удивлению многих, она победила в обеих дисциплинах, сделав редкий зол. дубль 200 м/400 м.","К удивлению многих, она победила в обеих дисциплинах, сделав редкий золотой дубль 200 метров/400 метров."
"На своей коронной дистанции она установила олимпийский рекорд — 48,25 сек, впервые в истории выиграв 400 м на двух Олимпиадах подряд; а на двухстах м сумела опередить всех сильнейших спринтерш вкл. Мерлин Отти и Мэри Оньяли.","На своей коронной дистанции она установила олимпийский рекорд — 48,25 сек, впервые в истории выиграв 400 м на двух Олимпиадах подряд; а на двухстах метрах сумела опередить всех сильнейших спринтерш включая Мерлин Отти и Мэри Оньяли."
"Кроме побед на Олимпийских играх и мировых чемпионатах, Перек также победила на европейском первенстве 1994 года в Хельсинки на дистанции 400 м и в составе французской эстафеты 4х400 м.","Кроме побед на Олимпийских играх и мировых чемпионатах, Перек также победила на европейском первенстве 1994 года в Хельсинки на дистанции 400 метров и в составе французской эстафеты 4х400 метров."
"пос. находится в западной части Орловской области, в лесостепной зоне, в пределах восточного склона Среднерусской возвышенности, на расстоянии примерно 11 км (по прямой) к северо-востоку от Соскова, административного центра района.","Посёлок находится в западной части Орловской области, в лесостепной зоне, в пределах восточного склона Среднерусской возвышенности, на расстоянии примерно 11 километров (по прямой) к северо-востоку от Соскова, административного центра района."
"Если бы его закончили, то выс. обелиска могла быть 41,8 м, а его масса ок. 1200 тонн.","Если бы его закончили, то высота обелиска могла быть 41,8 метра, а его масса около 1200 тонн."
"Маневрируя, она вышла к намеченному пункту и с высоты 600 м сбросила бомбы.","Маневрируя, она вышла к намеченному пункту и с высоты 600 метров сбросила бомбы."
"На узлах подвески самолёта могло располагаться до 350 кг боевого оружия, что составляло почти треть веса пустого самолёта.","На узлах подвески самолёта могло располагаться до 350 килограммов боевого оружия, что составляло почти треть веса пустого самолёта."
"Соревнования в беге на 500 м среди мужчин на чемпионате мира по конькобежному спорту на отдельных дистанциях 2012 года прошли 25 марта на катке Тиалф в Херенвене, Нидерланды.","Соревнования в беге на 500 метров среди мужчин на чемпионате мира по конькобежному спорту на отдельных дистанциях 2012 года прошли 25 марта на катке Тиалф в Херенвене, Нидерланды."
"Во втором забеге Михел Мюлдер финишировал с рекордом катка, Мо Тхэ Бом, стартовавший позднее, занял второе место во втором забеге, выиграв по сумме у Михела одну сотую с и установив рекорд катка по сумме двух дистанций 500 м.","Во втором забеге Михел Мюлдер финишировал с рекордом катка, Мо Тхэ Бом, стартовавший позднее, занял второе место во втором забеге, выиграв по сумме у Михела одну сотую секунды и установив рекорд катка по сумме двух дистанций 500 м."
